%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+5.211e+03	+5.207e+03	+1.004e+04	+0.500
0.100	+5.952e+03	+3.020e+03	+1.056e+04	+0.337
0.200	+8.355e+03	+2.838e+03	+1.071e+04	+0.254
0.300	+8.310e+03	+2.921e+03	+1.124e+04	+0.260
0.400	+6.339e+03	+2.865e+03	+1.145e+04	+0.311
0.500	+5.547e+03	+3.239e+03	+1.015e+04	+0.369
0.600	+3.212e+03	+7.151e+03	+9.949e+03	+0.690
0.700	+2.681e+03	+6.847e+03	+1.112e+04	+0.719
0.800	+2.817e+03	+8.413e+03	+9.764e+03	+0.749
0.900	+3.126e+03	+6.081e+03	+1.084e+04	+0.660
1.000	+2.426e+03	+7.220e+03	+9.235e+03	+0.748
1.100	+4.052e+03	+7.610e+03	+9.564e+03	+0.653
1.200	+3.174e+03	+8.117e+03	+8.510e+03	+0.719
1.300	+2.820e+03	+8.492e+03	+9.866e+03	+0.751
1.400	+3.172e+03	+8.818e+03	+1.036e+04	+0.735
1.500	+2.258e+03	+8.521e+03	+1.058e+04	+0.791
1.600	+4.125e+03	+8.210e+03	+8.723e+03	+0.666
1.700	+3.207e+03	+6.818e+03	+9.300e+03	+0.680
1.800	+3.392e+03	+5.527e+03	+9.607e+03	+0.620
1.900	+4.258e+03	+6.910e+03	+8.683e+03	+0.619
2.000	+5.949e+03	+3.726e+03	+1.031e+04	+0.385
2.100	+7.204e+03	+3.790e+03	+9.755e+03	+0.345
2.200	+6.708e+03	+3.079e+03	+9.349e+03	+0.315
2.300	+7.812e+03	+3.817e+03	+9.789e+03	+0.328
2.400	+6.947e+03	+2.702e+03	+9.858e+03	+0.280
2.500	+7.115e+03	+2.969e+03	+1.133e+04	+0.294
2.600	+6.283e+03	+3.717e+03	+9.727e+03	+0.372
2.700	+6.062e+03	+3.198e+03	+1.021e+04	+0.345
2.800	+6.054e+03	+3.809e+03	+9.959e+03	+0.386
2.900	+6.759e+03	+3.770e+03	+9.597e+03	+0.358
3.000	+6.748e+03	+2.915e+03	+8.920e+03	+0.302
3.100	+6.412e+03	+3.523e+03	+9.551e+03	+0.355
3.200	+7.975e+03	+3.522e+03	+1.060e+04	+0.306
3.300	+7.594e+03	+3.127e+03	+1.015e+04	+0.292
3.400	+7.550e+03	+1.779e+03	+9.847e+03	+0.191
3.500	+7.213e+03	+2.556e+03	+8.943e+03	+0.262
3.600	+6.906e+03	+4.053e+03	+1.074e+04	+0.370
3.700	+7.311e+03	+2.117e+03	+9.228e+03	+0.225
3.800	+7.472e+03	+1.670e+03	+1.033e+04	+0.183
3.900	+7.056e+03	+1.953e+03	+9.412e+03	+0.217
4.000	+7.479e+03	+3.325e+03	+1.033e+04	+0.308
4.100	+7.551e+03	+3.153e+03	+9.609e+03	+0.295
4.200	+6.929e+03	+3.088e+03	+1.066e+04	+0.308
4.300	+5.762e+03	+3.729e+03	+9.415e+03	+0.393
4.400	+7.975e+03	+2.476e+03	+1.001e+04	+0.237
4.500	+6.122e+03	+3.652e+03	+1.071e+04	+0.374
4.600	+7.127e+03	+3.684e+03	+9.085e+03	+0.341
4.700	+7.070e+03	+3.738e+03	+1.113e+04	+0.346
4.800	+7.467e+03	+3.018e+03	+9.676e+03	+0.288
4.900	+8.649e+03	+1.872e+03	+1.047e+04	+0.178
5.000	+8.046e+03	+3.014e+03	+9.641e+03	+0.273
5.100	+5.924e+03	+4.563e+03	+1.055e+04	+0.435
5.200	+3.437e+03	+7.369e+03	+8.928e+03	+0.682
5.300	+7.752e+03	+2.695e+03	+9.968e+03	+0.258
5.400	+8.584e+03	+2.828e+03	+1.062e+04	+0.248
5.500	+6.396e+03	+2.030e+03	+9.334e+03	+0.241
5.600	+3.081e+03	+5.513e+03	+1.066e+04	+0.641
5.700	+3.275e+03	+8.513e+03	+9.223e+03	+0.722
5.800	+3.010e+03	+7.311e+03	+1.096e+04	+0.708
5.900	+3.843e+03	+6.305e+03	+9.894e+03	+0.621
6.000	+2.043e+03	+5.134e+03	+1.114e+04	+0.715
6.100	+1.875e+03	+7.704e+03	+1.057e+04	+0.804
6.200	+2.707e+03	+7.854e+03	+1.109e+04	+0.744
6.300	+2.741e+03	+6.947e+03	+9.010e+03	+0.717
6.400	+3.221e+03	+5.851e+03	+9.239e+03	+0.645
6.500	+2.003e+03	+7.683e+03	+8.997e+03	+0.793
6.600	+2.780e+03	+7.667e+03	+1.110e+04	+0.734
6.700	+2.517e+03	+5.956e+03	+8.956e+03	+0.703
6.800	+3.849e+03	+5.842e+03	+1.019e+04	+0.603
6.900	+2.295e+03	+6.426e+03	+9.937e+03	+0.737
7.000	+2.520e+03	+8.055e+03	+1.088e+04	+0.762
7.100	+1.445e+03	+6.697e+03	+8.852e+03	+0.823
7.200	+4.177e+03	+5.696e+03	+9.070e+03	+0.577
7.300	+3.522e+03	+7.551e+03	+8.637e+03	+0.682
7.400	+1.993e+03	+9.333e+03	+9.295e+03	+0.824
7.500	+6.471e+03	+3.360e+03	+9.409e+03	+0.342
7.600	+7.659e+03	+1.352e+03	+9.138e+03	+0.150
7.700	+7.597e+03	+1.821e+03	+9.392e+03	+0.193
7.800	+5.167e+03	+4.451e+03	+9.132e+03	+0.463
7.900	+4.096e+03	+8.205e+03	+9.472e+03	+0.667
8.000	+2.758e+03	+6.306e+03	+1.189e+04	+0.696
8.100	+1.756e+03	+7.294e+03	+9.944e+03	+0.806
8.200	+2.373e+03	+7.019e+03	+1.049e+04	+0.747
8.300	+2.913e+03	+7.611e+03	+9.047e+03	+0.723
8.400	+3.724e+03	+7.228e+03	+9.621e+03	+0.660
8.500	+2.164e+03	+6.450e+03	+1.018e+04	+0.749
8.600	+2.679e+03	+6.307e+03	+9.918e+03	+0.702
8.700	+2.570e+03	+8.265e+03	+9.900e+03	+0.763
8.800	+3.283e+03	+6.786e+03	+1.014e+04	+0.674
8.900	+3.916e+03	+5.240e+03	+8.516e+03	+0.572
9.000	+2.942e+03	+8.283e+03	+1.046e+04	+0.738
9.100	+4.098e+03	+6.479e+03	+9.658e+03	+0.613
9.200	+2.724e+03	+7.763e+03	+9.746e+03	+0.740
9.300	+3.042e+03	+7.647e+03	+9.011e+03	+0.715
9.400	+4.253e+03	+6.954e+03	+8.763e+03	+0.620
9.500	+2.422e+03	+6.702e+03	+1.022e+04	+0.735
9.600	+2.267e+03	+5.570e+03	+9.231e+03	+0.711
9.700	+1.302e+03	+5.757e+03	+1.128e+04	+0.815
9.800	+2.541e+03	+7.142e+03	+1.107e+04	+0.738
9.900	+3.485e+03	+7.872e+03	+1.019e+04	+0.693
10.000	+3.005e+03	+7.509e+03	+9.644e+03	+0.714
10.100	+3.587e+03	+7.622e+03	+1.114e+04	+0.680
10.200	+2.342e+03	+7.135e+03	+9.313e+03	+0.753
