%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+2.506e+03	+7.152e+03	+1.048e+04	+0.740
0.100	+5.829e+03	+6.697e+03	+1.069e+04	+0.535
0.200	+2.959e+03	+6.633e+03	+1.055e+04	+0.692
0.300	+6.602e+03	+2.720e+03	+1.113e+04	+0.292
0.400	+6.312e+03	+3.542e+03	+9.575e+03	+0.359
0.500	+5.203e+03	+3.846e+03	+9.096e+03	+0.425
0.600	+7.666e+03	+4.101e+03	+9.857e+03	+0.349
0.700	+5.556e+03	+2.400e+03	+9.567e+03	+0.302
0.800	+7.339e+03	+1.858e+03	+9.248e+03	+0.202
0.900	+7.307e+03	+3.110e+03	+1.066e+04	+0.299
1.000	+6.984e+03	+4.895e+03	+1.100e+04	+0.412
1.100	+7.316e+03	+2.747e+03	+9.107e+03	+0.273
1.200	+8.536e+03	+2.096e+03	+9.450e+03	+0.197
1.300	+7.566e+03	+4.159e+03	+1.018e+04	+0.355
1.400	+6.551e+03	+2.861e+03	+1.126e+04	+0.304
1.500	+5.222e+03	+2.794e+03	+1.077e+04	+0.349
1.600	+7.960e+03	+3.309e+03	+1.038e+04	+0.294
1.700	+7.048e+03	+4.296e+03	+1.008e+04	+0.379
1.800	+5.423e+03	+3.432e+03	+9.334e+03	+0.388
1.900	+2.258e+03	+7.110e+03	+9.456e+03	+0.759
2.000	+4.580e+03	+6.928e+03	+9.512e+03	+0.602
2.100	+3.861e+03	+8.139e+03	+1.041e+04	+0.678
2.200	+3.179e+03	+6.206e+03	+9.776e+03	+0.661
2.300	+4.785e+03	+6.265e+03	+1.031e+04	+0.567
2.400	+2.858e+03	+7.274e+03	+9.444e+03	+0.718
2.500	+2.740e+03	+7.082e+03	+8.921e+03	+0.721
2.600	+3.465e+03	+7.724e+03	+8.529e+03	+0.690
2.700	+2.409e+03	+8.040e+03	+9.537e+03	+0.769
2.800	+2.444e+03	+7.299e+03	+9.533e+03	+0.749
2.900	+3.326e+03	+7.402e+03	+1.081e+04	+0.690
3.000	+3.243e+03	+6.055e+03	+1.011e+04	+0.651
3.100	+4.179e+03	+7.643e+03	+1.018e+04	+0.647
3.200	+3.090e+03	+7.852e+03	+1.030e+04	+0.718
3.300	+1.356e+03	+7.292e+03	+8.319e+03	+0.843
3.400	+3.971e+03	+7.596e+03	+1.069e+04	+0.657
3.500	+3.922e+03	+6.876e+03	+9.393e+03	+0.637
3.600	+2.736e+03	+7.264e+03	+1.003e+04	+0.726
3.700	+3.249e+03	+5.909e+03	+1.068e+04	+0.645
3.800	+1.257e+03	+6.579e+03	+9.756e+03	+0.840
3.900	+2.816e+03	+7.052e+03	+9.213e+03	+0.715
4.000	+3.539e+03	+5.426e+03	+1.062e+04	+0.605
4.100	+3.588e+03	+6.965e+03	+1.112e+04	+0.660
4.200	+3.232e+03	+6.603e+03	+9.650e+03	+0.671
4.300	+2.874e+03	+6.358e+03	+9.256e+03	+0.689
4.400	+6.540e+03	+3.359e+03	+1.051e+04	+0.339
4.500	+7.424e+03	+1.668e+03	+9.877e+03	+0.183
