%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+4.305e+03	+6.506e+03	+1.054e+04	+0.602
0.100	+3.023e+03	+7.059e+03	+8.455e+03	+0.700
0.200	+3.173e+03	+7.169e+03	+1.112e+04	+0.693
0.300	+1.229e+03	+5.490e+03	+1.061e+04	+0.817
0.400	+3.249e+03	+5.937e+03	+1.098e+04	+0.646
0.500	+3.750e+03	+7.603e+03	+1.001e+04	+0.670
0.600	+4.591e+03	+5.930e+03	+1.053e+04	+0.564
0.700	+5.877e+03	+1.530e+03	+9.887e+03	+0.207
0.800	+6.823e+03	+3.049e+03	+1.028e+04	+0.309
0.900	+5.972e+03	+2.906e+03	+1.090e+04	+0.327
1.000	+6.160e+03	+2.619e+03	+9.871e+03	+0.298
1.100	+6.450e+03	+2.714e+03	+9.363e+03	+0.296
1.200	+8.736e+03	+2.786e+03	+9.154e+03	+0.242
1.300	+3.883e+03	+5.905e+03	+9.860e+03	+0.603
1.400	+3.201e+03	+6.495e+03	+9.927e+03	+0.670
1.500	+2.661e+03	+7.672e+03	+9.718e+03	+0.743
1.600	+3.296e+03	+7.358e+03	+9.747e+03	+0.691
1.700	+3.172e+03	+7.076e+03	+1.009e+04	+0.690
1.800	+2.705e+03	+7.278e+03	+1.024e+04	+0.729
1.900	+2.633e+03	+7.563e+03	+1.013e+04	+0.742
2.000	+6.065e+03	+3.932e+03	+9.659e+03	+0.393
2.100	+6.703e+03	+5.451e+03	+1.037e+04	+0.448
2.200	+6.537e+03	+4.405e+03	+9.170e+03	+0.403
2.300	+5.625e+03	+3.700e+03	+9.398e+03	+0.397
2.400	+7.814e+03	+3.903e+03	+8.786e+03	+0.333
2.500	+7.463e+03	+3.749e+03	+1.060e+04	+0.334
2.600	+7.716e+03	+2.944e+03	+1.037e+04	+0.276
2.700	+7.193e+03	+1.221e+03	+8.127e+03	+0.145
2.800	+6.601e+03	+2.764e+03	+1.075e+04	+0.295
2.900	+8.836e+03	+3.349e+03	+1.072e+04	+0.275
3.000	+6.845e+03	+3.254e+03	+1.057e+04	+0.322
3.100	+6.403e+03	+3.781e+03	+1.054e+04	+0.371
3.200	+7.340e+03	+3.160e+03	+9.167e+03	+0.301
3.300	+7.405e+03	+3.972e+03	+9.826e+03	+0.349
3.400	+6.021e+03	+4.584e+03	+9.560e+03	+0.432
3.500	+1.767e+03	+7.841e+03	+1.099e+04	+0.816
3.600	+4.116e+03	+7.612e+03	+1.028e+04	+0.649
3.700	+2.855e+03	+7.084e+03	+1.089e+04	+0.713
3.800	+3.400e+03	+7.175e+03	+9.202e+03	+0.678
3.900	+2.556e+03	+6.865e+03	+9.308e+03	+0.729
4.000	+6.426e+03	+4.391e+03	+9.511e+03	+0.406
4.100	+6.606e+03	+2.715e+03	+1.053e+04	+0.291
4.200	+6.531e+03	+2.288e+03	+9.867e+03	+0.259
4.300	+7.983e+03	+2.055e+03	+8.382e+03	+0.205
4.400	+7.848e+03	+1.979e+03	+9.350e+03	+0.201
4.500	+6.235e+03	+4.195e+03	+9.662e+03	+0.402
4.600	+5.487e+03	+2.195e+03	+1.012e+04	+0.286
4.700	+7.207e+03	+4.172e+03	+9.375e+03	+0.367
4.800	+7.087e+03	+3.143e+03	+8.551e+03	+0.307
4.900	+6.808e+03	+3.481e+03	+1.087e+04	+0.338
5.000	+6.854e+03	+2.832e+03	+9.558e+03	+0.292
5.100	+6.438e+03	+1.889e+03	+9.362e+03	+0.227
5.200	+6.121e+03	+2.714e+03	+1.054e+04	+0.307
5.300	+7.553e+03	+3.393e+03	+9.424e+03	+0.310
5.400	+6.973e+03	+3.000e+03	+1.081e+04	+0.301
