%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+3.805e+03	+7.594e+03	+9.150e+03	+0.666
0.100	+2.580e+03	+6.102e+03	+1.075e+04	+0.703
0.200	+2.478e+03	+7.510e+03	+8.924e+03	+0.752
0.300	+4.008e+03	+6.501e+03	+8.381e+03	+0.619
0.400	+4.804e+03	+6.482e+03	+1.065e+04	+0.574
0.500	+2.501e+03	+7.041e+03	+9.409e+03	+0.738
0.600	+3.425e+03	+7.072e+03	+9.606e+03	+0.674
0.700	+2.388e+03	+7.810e+03	+9.014e+03	+0.766
0.800	+3.834e+03	+7.609e+03	+1.032e+04	+0.665
0.900	+2.024e+03	+6.090e+03	+9.766e+03	+0.751
1.000	+3.969e+03	+7.547e+03	+9.617e+03	+0.655
1.100	+2.022e+03	+6.826e+03	+9.845e+03	+0.772
1.200	+2.361e+03	+7.519e+03	+8.335e+03	+0.761
1.300	+5.478e+03	+6.253e+03	+9.823e+03	+0.533
1.400	+1.982e+03	+6.836e+03	+1.043e+04	+0.775
1.500	+2.476e+03	+7.791e+03	+1.013e+04	+0.759
1.600	+3.043e+03	+7.380e+03	+9.967e+03	+0.708
1.700	+2.187e+03	+6.882e+03	+1.056e+04	+0.759
1.800	+9.028e+02	+6.603e+03	+1.118e+04	+0.880
1.900	+3.490e+03	+4.914e+03	+9.847e+03	+0.585
2.000	+3.386e+03	+7.670e+03	+1.009e+04	+0.694
2.100	+4.357e+03	+5.262e+03	+1.015e+04	+0.547
2.200	+4.196e+03	+6.710e+03	+1.046e+04	+0.615
2.300	+4.364e+03	+7.148e+03	+1.052e+04	+0.621
2.400	+3.065e+03	+5.973e+03	+1.026e+04	+0.661
2.500	+2.486e+03	+7.284e+03	+1.034e+04	+0.746
2.600	+3.042e+03	+7.185e+03	+1.103e+04	+0.703
2.700	+1.731e+03	+5.492e+03	+8.741e+03	+0.760
2.800	+3.299e+03	+7.279e+03	+9.653e+03	+0.688
2.900	+2.749e+03	+7.944e+03	+9.854e+03	+0.743
3.000	+2.667e+03	+7.675e+03	+1.008e+04	+0.742
3.100	+2.513e+03	+6.348e+03	+9.377e+03	+0.716
3.200	+5.608e+03	+4.165e+03	+9.283e+03	+0.426
3.300	+7.459e+03	+4.476e+03	+1.029e+04	+0.375
3.400	+6.726e+03	+4.453e+03	+1.058e+04	+0.398
3.500	+7.102e+03	+1.986e+03	+1.115e+04	+0.219
3.600	+7.479e+03	+3.585e+03	+1.120e+04	+0.324
3.700	+7.821e+03	+3.078e+03	+1.026e+04	+0.282
3.800	+6.800e+03	+3.390e+03	+9.197e+03	+0.333
3.900	+7.150e+03	+4.267e+03	+8.768e+03	+0.374
4.000	+7.176e+03	+3.315e+03	+1.019e+04	+0.316
4.100	+6.147e+03	+3.904e+03	+8.514e+03	+0.388
4.200	+6.825e+03	+4.377e+03	+1.066e+04	+0.391
4.300	+6.596e+03	+2.784e+03	+1.038e+04	+0.297
4.400	+7.142e+03	+2.604e+03	+9.710e+03	+0.267
4.500	+7.519e+03	+2.122e+03	+9.743e+03	+0.220
4.600	+6.196e+03	+3.470e+03	+9.510e+03	+0.359
4.700	+7.582e+03	+3.681e+03	+1.033e+04	+0.327
4.800	+6.921e+03	+2.444e+03	+1.033e+04	+0.261
4.900	+6.699e+03	+3.640e+03	+1.020e+04	+0.352
5.000	+6.576e+03	+2.915e+03	+9.942e+03	+0.307
5.100	+6.144e+03	+2.918e+03	+1.043e+04	+0.322
5.200	+7.152e+03	+1.788e+03	+9.503e+03	+0.200
5.300	+7.347e+03	+2.777e+03	+1.208e+04	+0.274
5.400	+6.737e+03	+3.095e+03	+1.056e+04	+0.315
5.500	+6.333e+03	+2.024e+03	+8.176e+03	+0.242
5.600	+4.348e+03	+6.649e+03	+1.052e+04	+0.605
5.700	+2.432e+03	+6.406e+03	+8.593e+03	+0.725
5.800	+3.820e+03	+7.797e+03	+9.884e+03	+0.671
5.900	+2.049e+03	+5.885e+03	+9.750e+03	+0.742
6.000	+3.457e+03	+7.033e+03	+1.021e+04	+0.670
6.100	+2.586e+03	+5.767e+03	+8.941e+03	+0.690
6.200	+5.434e+03	+3.906e+03	+9.474e+03	+0.418
6.300	+2.807e+03	+6.555e+03	+8.789e+03	+0.700
6.400	+3.081e+03	+7.069e+03	+1.048e+04	+0.696
6.500	+3.676e+03	+6.330e+03	+8.619e+03	+0.633
6.600	+1.969e+03	+7.334e+03	+9.955e+03	+0.788
6.700	+4.045e+03	+7.216e+03	+1.200e+04	+0.641
6.800	+2.424e+03	+6.283e+03	+9.856e+03	+0.722
6.900	+2.886e+03	+7.604e+03	+9.774e+03	+0.725
7.000	+2.996e+03	+6.713e+03	+1.078e+04	+0.691
7.100	+6.460e+03	+3.392e+03	+9.799e+03	+0.344
7.200	+7.868e+03	+2.690e+03	+8.841e+03	+0.255
7.300	+6.846e+03	+2.646e+03	+1.088e+04	+0.279
7.400	+6.241e+03	+2.004e+03	+9.915e+03	+0.243
7.500	+6.385e+03	+3.871e+03	+9.355e+03	+0.377
7.600	+3.408e+03	+6.147e+03	+1.007e+04	+0.643
7.700	+2.402e+03	+6.540e+03	+1.038e+04	+0.731
7.800	+1.965e+03	+6.507e+03	+9.930e+03	+0.768
7.900	+2.328e+03	+6.999e+03	+1.003e+04	+0.750
8.000	+2.761e+03	+5.877e+03	+1.031e+04	+0.680
8.100	+4.047e+03	+5.866e+03	+1.021e+04	+0.592
8.200	+4.026e+03	+6.639e+03	+1.013e+04	+0.623
8.300	+2.643e+03	+6.879e+03	+1.025e+04	+0.722
8.400	+3.801e+03	+7.400e+03	+1.091e+04	+0.661
8.500	+3.872e+03	+6.842e+03	+9.350e+03	+0.639
8.600	+3.858e+03	+5.642e+03	+8.927e+03	+0.594
8.700	+7.162e+03	+2.262e+03	+1.157e+04	+0.240
8.800	+6.430e+03	+2.526e+03	+1.005e+04	+0.282
8.900	+5.984e+03	+3.872e+03	+1.001e+04	+0.393
9.000	+6.978e+03	+9.377e+02	+9.660e+03	+0.118
9.100	+6.541e+03	+3.587e+03	+9.820e+03	+0.354
