%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+2.040e+03	+7.379e+03	+1.115e+04	+0.783
0.100	+2.016e+03	+7.378e+03	+1.075e+04	+0.785
0.200	+2.817e+03	+7.463e+03	+9.730e+03	+0.726
0.300	+4.677e+03	+7.775e+03	+8.564e+03	+0.624
0.400	+2.459e+03	+8.038e+03	+1.052e+04	+0.766
0.500	+3.439e+03	+7.149e+03	+9.334e+03	+0.675
0.600	+3.174e+03	+5.006e+03	+9.547e+03	+0.612
0.700	+2.564e+03	+6.929e+03	+8.946e+03	+0.730
0.800	+3.844e+03	+5.979e+03	+1.043e+04	+0.609
0.900	+4.359e+03	+6.441e+03	+1.011e+04	+0.596
1.000	+1.865e+03	+5.735e+03	+9.347e+03	+0.755
1.100	+3.238e+03	+7.844e+03	+1.071e+04	+0.708
1.200	+2.558e+03	+6.981e+03	+1.059e+04	+0.732
1.300	+2.621e+03	+8.766e+03	+9.835e+03	+0.770
1.400	+2.609e+03	+6.039e+03	+9.833e+03	+0.698
1.500	+4.014e+03	+6.768e+03	+1.089e+04	+0.628
1.600	+1.653e+03	+6.893e+03	+9.925e+03	+0.807
1.700	+1.474e+03	+8.381e+03	+8.942e+03	+0.850
1.800	+4.452e+03	+5.035e+03	+1.081e+04	+0.531
1.900	+6.118e+03	+3.027e+03	+9.061e+03	+0.331
2.000	+6.395e+03	+3.838e+03	+1.142e+04	+0.375
2.100	+6.997e+03	+3.458e+03	+8.654e+03	+0.331
2.200	+7.405e+03	+3.962e+03	+9.785e+03	+0.349
2.300	+6.113e+03	+3.884e+03	+8.651e+03	+0.389
2.400	+7.067e+03	+4.095e+03	+1.100e+04	+0.367
2.500	+7.659e+03	+3.848e+03	+8.792e+03	+0.334
2.600	+5.364e+03	+3.975e+03	+1.079e+04	+0.426
2.700	+2.374e+03	+6.288e+03	+9.726e+03	+0.726
2.800	+3.012e+03	+7.216e+03	+8.933e+03	+0.705
2.900	+3.760e+03	+8.047e+03	+1.015e+04	+0.682
3.000	+3.032e+03	+5.876e+03	+1.002e+04	+0.660
3.100	+2.413e+03	+7.027e+03	+1.003e+04	+0.744
3.200	+4.175e+03	+9.096e+03	+9.938e+03	+0.685
3.300	+2.205e+03	+7.259e+03	+1.050e+04	+0.767
3.400	+2.407e+03	+7.753e+03	+8.846e+03	+0.763
3.500	+4.345e+03	+6.690e+03	+1.025e+04	+0.606
3.600	+2.025e+03	+6.449e+03	+1.013e+04	+0.761
3.700	+2.136e+03	+6.176e+03	+1.012e+04	+0.743
3.800	+3.251e+03	+6.315e+03	+1.132e+04	+0.660
3.900	+3.159e+03	+6.764e+03	+1.098e+04	+0.682
4.000	+3.405e+03	+6.968e+03	+1.149e+04	+0.672
4.100	+4.715e+03	+8.106e+03	+1.022e+04	+0.632
4.200	+3.222e+03	+6.116e+03	+9.609e+03	+0.655
4.300	+3.467e+03	+6.721e+03	+1.167e+04	+0.660
4.400	+3.057e+03	+5.124e+03	+9.405e+03	+0.626
4.500	+3.952e+03	+6.272e+03	+1.189e+04	+0.613
4.600	+2.357e+03	+6.421e+03	+8.796e+03	+0.732
4.700	+3.682e+03	+7.153e+03	+1.015e+04	+0.660
4.800	+2.330e+03	+6.544e+03	+9.731e+03	+0.737
4.900	+3.826e+03	+5.989e+03	+1.048e+04	+0.610
5.000	+3.355e+03	+5.852e+03	+9.773e+03	+0.636
5.100	+3.330e+03	+7.918e+03	+1.005e+04	+0.704
5.200	+4.984e+03	+6.300e+03	+1.225e+04	+0.558
5.300	+3.594e+03	+6.178e+03	+1.022e+04	+0.632
5.400	+3.448e+03	+7.417e+03	+1.061e+04	+0.683
5.500	+2.509e+03	+7.941e+03	+9.393e+03	+0.760
5.600	+3.020e+03	+7.430e+03	+1.016e+04	+0.711
5.700	+5.024e+03	+6.683e+03	+1.001e+04	+0.571
5.800	+1.957e+03	+7.301e+03	+9.988e+03	+0.789
5.900	+2.995e+03	+6.119e+03	+9.787e+03	+0.671
6.000	+7.270e+03	+3.093e+03	+9.196e+03	+0.298
6.100	+7.750e+03	+4.094e+03	+1.100e+04	+0.346
6.200	+5.541e+03	+3.725e+03	+9.198e+03	+0.402
6.300	+6.403e+03	+1.131e+03	+9.216e+03	+0.150
6.400	+6.759e+03	+1.829e+03	+1.088e+04	+0.213
6.500	+9.281e+03	+2.483e+03	+9.662e+03	+0.211
6.600	+8.361e+03	+3.226e+03	+9.294e+03	+0.278
6.700	+7.088e+03	+4.013e+03	+9.164e+03	+0.362
6.800	+6.889e+03	+2.849e+03	+1.080e+04	+0.293
6.900	+7.955e+03	+3.537e+03	+1.117e+04	+0.308
7.000	+5.554e+03	+1.372e+03	+1.029e+04	+0.198
7.100	+7.688e+03	+2.443e+03	+1.048e+04	+0.241
7.200	+7.624e+03	+1.913e+03	+1.069e+04	+0.201
7.300	+6.396e+03	+3.702e+03	+1.064e+04	+0.367
7.400	+8.091e+03	+4.813e+03	+1.027e+04	+0.373
7.500	+2.774e+03	+6.983e+03	+1.127e+04	+0.716
7.600	+3.601e+03	+5.627e+03	+9.854e+03	+0.610
7.700	+2.748e+03	+6.910e+03	+9.212e+03	+0.715
7.800	+1.681e+03	+8.117e+03	+9.317e+03	+0.828
7.900	+4.370e+03	+8.044e+03	+7.860e+03	+0.648
8.000	+3.499e+03	+5.303e+03	+1.087e+04	+0.602
8.100	+3.222e+03	+7.529e+03	+1.084e+04	+0.700
8.200	+3.301e+03	+5.997e+03	+9.823e+03	+0.645
8.300	+1.853e+03	+7.112e+03	+1.002e+04	+0.793
8.400	+2.291e+03	+7.491e+03	+9.505e+03	+0.766
8.500	+3.551e+03	+6.652e+03	+1.087e+04	+0.652
8.600	+7.211e+03	+3.034e+03	+9.702e+03	+0.296
8.700	+7.638e+03	+4.392e+03	+1.073e+04	+0.365
8.800	+8.232e+03	+2.588e+03	+9.799e+03	+0.239
8.900	+7.147e+03	+3.763e+03	+1.022e+04	+0.345
9.000	+6.691e+03	+3.596e+03	+9.409e+03	+0.350
9.100	+6.011e+03	+3.288e+03	+1.045e+04	+0.354
9.200	+5.490e+03	+4.165e+03	+1.038e+04	+0.431
9.300	+4.856e+03	+5.206e+03	+9.244e+03	+0.517
9.400	+5.654e+03	+3.490e+03	+9.550e+03	+0.382
9.500	+6.012e+03	+2.565e+03	+1.001e+04	+0.299
9.600	+6.346e+03	+3.341e+03	+9.823e+03	+0.345
9.700	+6.475e+03	+3.224e+03	+9.988e+03	+0.332
9.800	+7.051e+03	+3.771e+03	+9.719e+03	+0.348
9.900	+4.979e+03	+5.783e+03	+1.045e+04	+0.537
10.000	+4.019e+03	+5.561e+03	+8.923e+03	+0.580
10.100	+3.050e+03	+7.988e+03	+9.579e+03	+0.724
10.200	+2.226e+03	+7.530e+03	+9.860e+03	+0.772
10.300	+2.308e+03	+6.561e+03	+9.859e+03	+0.740
10.400	+3.088e+03	+7.958e+03	+9.891e+03	+0.720
10.500	+1.684e+03	+7.595e+03	+1.153e+04	+0.819
10.600	+3.453e+03	+6.316e+03	+1.091e+04	+0.647
10.700	+4.331e+03	+7.373e+03	+8.840e+03	+0.630
10.800	+3.178e+03	+5.282e+03	+9.982e+03	+0.624
10.900	+3.413e+03	+6.383e+03	+1.049e+04	+0.652
11.000	+2.941e+03	+7.205e+03	+1.049e+04	+0.710
11.100	+3.479e+03	+7.325e+03	+9.392e+03	+0.678
11.200	+2.992e+03	+9.087e+03	+1.097e+04	+0.752
11.300	+3.148e+03	+6.047e+03	+1.056e+04	+0.658
11.400	+3.633e+03	+6.033e+03	+9.005e+03	+0.624
11.500	+2.559e+03	+7.512e+03	+8.794e+03	+0.746
11.600	+3.354e+03	+6.738e+03	+1.056e+04	+0.668
11.700	+3.316e+03	+7.451e+03	+8.776e+03	+0.692
11.800	+4.130e+03	+6.592e+03	+9.674e+03	+0.615
11.900	+2.699e+03	+7.620e+03	+1.056e+04	+0.738
12.000	+4.443e+03	+3.045e+03	+1.032e+04	+0.407
12.100	+5.479e+03	+3.160e+03	+9.505e+03	+0.366
12.200	+5.870e+03	+3.018e+03	+1.039e+04	+0.340
12.300	+6.278e+03	+5.108e+03	+1.024e+04	+0.449
12.400	+2.458e+03	+7.636e+03	+1.019e+04	+0.756
12.500	+3.092e+03	+8.201e+03	+9.891e+03	+0.726
12.600	+3.286e+03	+5.890e+03	+1.148e+04	+0.642
12.700	+2.512e+03	+6.555e+03	+1.010e+04	+0.723
12.800	+3.151e+03	+6.170e+03	+1.033e+04	+0.662
12.900	+2.776e+03	+7.240e+03	+8.547e+03	+0.723
13.000	+2.168e+03	+7.720e+03	+1.048e+04	+0.781
13.100	+2.202e+03	+8.054e+03	+1.025e+04	+0.785
13.200	+2.682e+03	+7.878e+03	+9.251e+03	+0.746
13.300	+2.674e+03	+8.338e+03	+9.865e+03	+0.757
13.400	+3.474e+03	+6.944e+03	+9.893e+03	+0.667
13.500	+2.781e+03	+6.483e+03	+1.066e+04	+0.700
13.600	+3.283e+03	+7.086e+03	+9.060e+03	+0.683
