%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+2.478e+03	+6.594e+03	+1.002e+04	+0.727
0.100	+3.453e+03	+7.391e+03	+9.746e+03	+0.682
0.200	+2.992e+03	+7.018e+03	+9.168e+03	+0.701
0.300	+3.022e+03	+5.916e+03	+9.456e+03	+0.662
0.400	+1.929e+03	+8.513e+03	+9.541e+03	+0.815
0.500	+2.986e+03	+7.203e+03	+1.071e+04	+0.707
0.600	+2.525e+03	+6.510e+03	+9.713e+03	+0.721
0.700	+2.156e+03	+7.481e+03	+1.119e+04	+0.776
0.800	+4.216e+03	+6.968e+03	+1.050e+04	+0.623
0.900	+3.286e+03	+8.202e+03	+1.019e+04	+0.714
1.000	+3.223e+03	+7.379e+03	+1.101e+04	+0.696
1.100	+2.117e+03	+6.515e+03	+1.058e+04	+0.755
1.200	+2.577e+03	+8.512e+03	+1.099e+04	+0.768
1.300	+2.613e+03	+7.761e+03	+1.139e+04	+0.748
1.400	+3.061e+03	+6.275e+03	+1.074e+04	+0.672
1.500	+2.654e+03	+6.736e+03	+1.102e+04	+0.717
1.600	+2.886e+03	+7.208e+03	+8.907e+03	+0.714
1.700	+2.485e+03	+5.717e+03	+1.002e+04	+0.697
1.800	+4.485e+03	+7.328e+03	+1.045e+04	+0.620
1.900	+2.549e+03	+6.914e+03	+1.037e+04	+0.731
2.000	+1.425e+03	+5.977e+03	+9.203e+03	+0.807
2.100	+5.657e+03	+8.014e+03	+9.248e+03	+0.586
2.200	+2.731e+03	+7.857e+03	+1.024e+04	+0.742
2.300	+3.738e+03	+5.470e+03	+9.304e+03	+0.594
2.400	+2.853e+03	+6.903e+03	+1.045e+04	+0.708
2.500	+6.896e+02	+7.966e+03	+9.716e+03	+0.920
2.600	+3.866e+03	+6.662e+03	+1.029e+04	+0.633
2.700	+1.687e+03	+8.180e+03	+9.198e+03	+0.829
2.800	+2.857e+03	+6.805e+03	+1.005e+04	+0.704
2.900	+3.587e+03	+6.698e+03	+1.031e+04	+0.651
3.000	+4.544e+03	+7.518e+03	+1.019e+04	+0.623
3.100	+4.574e+03	+4.984e+03	+9.452e+03	+0.521
