%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+3.685e+03	+8.078e+03	+9.560e+03	+0.687
0.100	+3.474e+03	+8.165e+03	+9.719e+03	+0.702
0.200	+4.057e+03	+7.198e+03	+9.628e+03	+0.640
0.300	+2.612e+03	+7.914e+03	+9.832e+03	+0.752
0.400	+2.078e+03	+6.683e+03	+1.031e+04	+0.763
0.500	+1.324e+03	+6.840e+03	+9.305e+03	+0.838
0.600	+1.981e+03	+5.470e+03	+8.346e+03	+0.734
0.700	+2.908e+03	+5.565e+03	+9.665e+03	+0.657
0.800	+5.287e+03	+2.188e+03	+8.716e+03	+0.293
0.900	+7.141e+03	+2.895e+03	+1.081e+04	+0.288
1.000	+7.396e+03	+3.747e+03	+1.002e+04	+0.336
1.100	+7.735e+03	+2.163e+03	+1.057e+04	+0.219
1.200	+7.380e+03	+3.296e+03	+1.060e+04	+0.309
1.300	+7.883e+03	+3.645e+03	+1.036e+04	+0.316
1.400	+6.329e+03	+1.699e+03	+1.110e+04	+0.212
1.500	+7.476e+03	+1.696e+03	+9.897e+03	+0.185
1.600	+5.692e+03	+1.989e+03	+9.543e+03	+0.259
1.700	+6.030e+03	+1.744e+03	+9.976e+03	+0.224
1.800	+5.604e+03	+4.209e+03	+1.159e+04	+0.429
1.900	+7.236e+03	+3.342e+03	+1.150e+04	+0.316
2.000	+7.012e+03	+3.585e+03	+8.199e+03	+0.338
2.100	+7.122e+03	+3.343e+03	+1.070e+04	+0.319
2.200	+6.843e+03	+3.464e+03	+1.008e+04	+0.336
2.300	+4.371e+03	+6.103e+03	+9.490e+03	+0.583
2.400	+3.242e+03	+7.554e+03	+1.067e+04	+0.700
2.500	+2.997e+03	+6.276e+03	+8.854e+03	+0.677
2.600	+2.921e+03	+6.568e+03	+1.046e+04	+0.692
2.700	+3.561e+03	+6.799e+03	+9.473e+03	+0.656
2.800	+3.402e+03	+6.791e+03	+1.058e+04	+0.666
2.900	+2.216e+03	+9.372e+03	+8.951e+03	+0.809
3.000	+3.512e+03	+6.217e+03	+8.683e+03	+0.639
3.100	+3.761e+03	+6.597e+03	+1.173e+04	+0.637
3.200	+2.974e+03	+7.649e+03	+1.136e+04	+0.720
3.300	+2.538e+03	+6.527e+03	+1.026e+04	+0.720
3.400	+4.289e+03	+7.237e+03	+8.641e+03	+0.628
3.500	+4.893e+03	+7.357e+03	+1.170e+04	+0.601
3.600	+2.306e+03	+7.763e+03	+1.020e+04	+0.771
3.700	+3.922e+03	+6.349e+03	+8.844e+03	+0.618
3.800	+3.213e+03	+7.098e+03	+9.554e+03	+0.688
3.900	+3.631e+03	+7.463e+03	+8.997e+03	+0.673
4.000	+3.385e+03	+8.456e+03	+8.514e+03	+0.714
4.100	+2.781e+03	+7.087e+03	+1.193e+04	+0.718
4.200	+3.190e+03	+7.673e+03	+1.099e+04	+0.706
4.300	+3.104e+03	+7.447e+03	+1.008e+04	+0.706
4.400	+2.084e+03	+7.215e+03	+9.647e+03	+0.776
4.500	+3.048e+03	+7.248e+03	+1.026e+04	+0.704
4.600	+3.201e+03	+6.067e+03	+1.124e+04	+0.655
4.700	+7.876e+03	+2.997e+03	+9.140e+03	+0.276
