%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+4.539e+03	+6.882e+03	+1.010e+04	+0.603
0.100	+2.821e+03	+8.697e+03	+1.049e+04	+0.755
0.200	+3.194e+03	+8.139e+03	+1.140e+04	+0.718
0.300	+4.255e+03	+6.746e+03	+9.940e+03	+0.613
0.400	+5.456e+03	+5.287e+03	+1.080e+04	+0.492
0.500	+9.469e+03	+2.742e+03	+9.724e+03	+0.225
0.600	+7.625e+03	+4.635e+03	+9.394e+03	+0.378
0.700	+7.531e+03	+2.082e+03	+9.678e+03	+0.217
0.800	+5.887e+03	+2.440e+03	+9.697e+03	+0.293
0.900	+7.731e+03	+2.477e+03	+9.592e+03	+0.243
1.000	+6.570e+03	+3.941e+03	+9.215e+03	+0.375
1.100	+7.532e+03	+2.543e+03	+9.334e+03	+0.252
1.200	+8.340e+03	+2.369e+03	+9.524e+03	+0.221
1.300	+7.558e+03	+2.505e+03	+9.989e+03	+0.249
1.400	+5.842e+03	+4.462e+03	+9.967e+03	+0.433
1.500	+2.562e+03	+8.485e+03	+1.078e+04	+0.768
1.600	+2.336e+03	+7.514e+03	+9.769e+03	+0.763
1.700	+2.048e+03	+5.744e+03	+9.824e+03	+0.737
1.800	+2.218e+03	+6.359e+03	+1.078e+04	+0.741
1.900	+3.736e+03	+6.641e+03	+9.424e+03	+0.640
2.000	+2.963e+03	+5.845e+03	+9.010e+03	+0.664
2.100	+2.953e+03	+7.822e+03	+9.658e+03	+0.726
2.200	+3.545e+03	+6.826e+03	+1.086e+04	+0.658
2.300	+3.569e+03	+6.645e+03	+9.776e+03	+0.651
2.400	+5.707e+03	+4.234e+03	+1.010e+04	+0.426
2.500	+6.516e+03	+2.494e+03	+1.072e+04	+0.277
2.600	+7.641e+03	+3.951e+03	+1.056e+04	+0.341
2.700	+7.298e+03	+3.814e+03	+1.061e+04	+0.343
2.800	+6.884e+03	+2.973e+03	+7.860e+03	+0.302
2.900	+6.751e+03	+2.760e+03	+8.135e+03	+0.290
3.000	+3.231e+03	+7.398e+03	+1.115e+04	+0.696
3.100	+3.145e+03	+6.008e+03	+9.333e+03	+0.656
3.200	+2.733e+03	+6.847e+03	+9.585e+03	+0.715
3.300	+3.379e+03	+6.991e+03	+1.130e+04	+0.674
3.400	+3.600e+03	+6.814e+03	+1.033e+04	+0.654
3.500	+1.101e+03	+7.001e+03	+9.148e+03	+0.864
3.600	+2.227e+03	+6.626e+03	+1.074e+04	+0.748
3.700	+6.926e+03	+4.196e+03	+1.040e+04	+0.377
3.800	+7.109e+03	+3.008e+03	+1.099e+04	+0.297
3.900	+7.107e+03	+4.284e+03	+9.982e+03	+0.376
4.000	+5.634e+03	+1.524e+03	+1.064e+04	+0.213
4.100	+6.462e+03	+3.290e+03	+1.041e+04	+0.337
4.200	+3.365e+03	+6.613e+03	+9.714e+03	+0.663
4.300	+2.588e+03	+5.198e+03	+9.976e+03	+0.668
4.400	+2.671e+03	+4.527e+03	+1.062e+04	+0.629
4.500	+1.742e+03	+6.940e+03	+9.777e+03	+0.799
4.600	+2.649e+03	+7.195e+03	+7.840e+03	+0.731
4.700	+2.313e+03	+6.515e+03	+9.406e+03	+0.738
4.800	+3.101e+03	+7.746e+03	+1.016e+04	+0.714
