%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+3.801e+03	+5.635e+03	+1.159e+04	+0.597
0.100	+1.580e+03	+7.119e+03	+9.869e+03	+0.818
0.200	+3.645e+03	+8.157e+03	+1.091e+04	+0.691
0.300	+5.866e+03	+4.178e+03	+1.034e+04	+0.416
0.400	+4.529e+03	+5.927e+03	+9.484e+03	+0.567
0.500	+4.074e+03	+7.112e+03	+1.075e+04	+0.636
0.600	+1.464e+03	+6.864e+03	+1.198e+04	+0.824
0.700	+5.052e+03	+8.374e+03	+9.640e+03	+0.624
0.800	+2.957e+03	+6.252e+03	+9.049e+03	+0.679
0.900	+4.112e+03	+6.402e+03	+9.757e+03	+0.609
1.000	+2.505e+03	+7.712e+03	+1.069e+04	+0.755
1.100	+4.350e+03	+6.430e+03	+9.522e+03	+0.596
1.200	+5.007e+03	+5.554e+03	+1.057e+04	+0.526
1.300	+2.983e+03	+6.617e+03	+9.488e+03	+0.689
1.400	+3.079e+03	+7.910e+03	+9.375e+03	+0.720
1.500	+4.659e+03	+5.209e+03	+1.004e+04	+0.528
1.600	+6.437e+03	+3.370e+03	+1.125e+04	+0.344
1.700	+7.594e+03	+7.555e+02	+1.210e+04	+0.090
1.800	+7.501e+03	+4.244e+03	+1.004e+04	+0.361
1.900	+6.430e+03	+2.798e+03	+1.113e+04	+0.303
2.000	+6.302e+03	+2.543e+03	+1.043e+04	+0.288
2.100	+7.870e+03	+1.060e+03	+1.128e+04	+0.119
2.200	+6.029e+03	+4.434e+03	+9.313e+03	+0.424
2.300	+1.983e+03	+6.364e+03	+8.110e+03	+0.762
2.400	+3.037e+03	+6.363e+03	+1.166e+04	+0.677
2.500	+2.814e+03	+7.865e+03	+9.354e+03	+0.736
2.600	+2.478e+03	+7.254e+03	+9.064e+03	+0.745
2.700	+1.928e+03	+7.218e+03	+8.686e+03	+0.789
2.800	+3.698e+03	+5.889e+03	+8.948e+03	+0.614
2.900	+2.698e+03	+7.208e+03	+8.762e+03	+0.728
3.000	+2.458e+03	+5.874e+03	+1.110e+04	+0.705
3.100	+8.703e+02	+7.462e+03	+9.827e+03	+0.896
3.200	+3.002e+03	+6.534e+03	+1.118e+04	+0.685
3.300	+2.675e+03	+7.589e+03	+1.002e+04	+0.739
3.400	+4.224e+03	+7.003e+03	+9.403e+03	+0.624
3.500	+3.492e+03	+9.540e+03	+9.972e+03	+0.732
3.600	+3.292e+03	+7.163e+03	+7.785e+03	+0.685
3.700	+1.809e+03	+5.240e+03	+9.228e+03	+0.743
3.800	+2.147e+03	+8.179e+03	+1.060e+04	+0.792
3.900	+3.037e+03	+8.181e+03	+1.006e+04	+0.729
4.000	+4.295e+03	+5.957e+03	+9.447e+03	+0.581
4.100	+2.440e+03	+7.599e+03	+1.040e+04	+0.757
4.200	+1.992e+03	+6.335e+03	+1.164e+04	+0.761
4.300	+1.397e+03	+7.780e+03	+1.007e+04	+0.848
4.400	+3.986e+03	+5.857e+03	+8.807e+03	+0.595
4.500	+4.410e+03	+7.670e+03	+1.060e+04	+0.635
4.600	+2.576e+03	+6.873e+03	+9.781e+03	+0.727
4.700	+2.883e+03	+6.188e+03	+1.124e+04	+0.682
4.800	+3.462e+03	+6.759e+03	+1.067e+04	+0.661
4.900	+3.305e+03	+7.047e+03	+1.060e+04	+0.681
5.000	+3.065e+03	+7.156e+03	+1.014e+04	+0.700
5.100	+2.160e+03	+6.451e+03	+1.049e+04	+0.749
5.200	+2.888e+03	+7.543e+03	+1.055e+04	+0.723
