%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+3.396e+03	+6.921e+03	+9.994e+03	+0.671
0.100	+2.522e+03	+6.573e+03	+8.623e+03	+0.723
0.200	+3.037e+03	+7.207e+03	+1.015e+04	+0.704
0.300	+5.676e+03	+6.046e+03	+9.749e+03	+0.516
0.400	+4.183e+03	+5.958e+03	+1.021e+04	+0.588
0.500	+3.897e+03	+6.117e+03	+9.419e+03	+0.611
0.600	+3.471e+03	+7.844e+03	+9.005e+03	+0.693
0.700	+4.140e+03	+6.312e+03	+9.574e+03	+0.604
0.800	+3.174e+03	+6.036e+03	+9.230e+03	+0.655
0.900	+2.601e+03	+8.155e+03	+8.936e+03	+0.758
1.000	+5.240e+03	+7.421e+03	+9.864e+03	+0.586
1.100	+2.457e+03	+6.437e+03	+9.838e+03	+0.724
1.200	+4.973e+03	+6.111e+03	+9.220e+03	+0.551
1.300	+3.577e+03	+6.199e+03	+1.038e+04	+0.634
1.400	+2.053e+03	+6.477e+03	+1.015e+04	+0.759
1.500	+3.614e+03	+6.648e+03	+1.040e+04	+0.648
1.600	+3.127e+03	+5.861e+03	+9.875e+03	+0.652
1.700	+3.377e+03	+7.872e+03	+1.005e+04	+0.700
1.800	+1.965e+03	+6.733e+03	+1.022e+04	+0.774
1.900	+3.375e+03	+5.412e+03	+8.961e+03	+0.616
2.000	+2.182e+03	+6.673e+03	+1.195e+04	+0.754
2.100	+3.139e+03	+6.260e+03	+1.040e+04	+0.666
2.200	+2.603e+03	+5.928e+03	+9.747e+03	+0.695
2.300	+3.956e+03	+6.512e+03	+9.663e+03	+0.622
2.400	+2.393e+03	+6.799e+03	+1.024e+04	+0.740
2.500	+2.727e+03	+7.392e+03	+9.688e+03	+0.731
2.600	+2.687e+03	+6.470e+03	+1.015e+04	+0.707
2.700	+2.908e+03	+7.076e+03	+1.085e+04	+0.709
2.800	+2.594e+03	+6.262e+03	+1.007e+04	+0.707
2.900	+3.289e+03	+7.776e+03	+1.047e+04	+0.703
3.000	+3.312e+03	+7.402e+03	+1.130e+04	+0.691
3.100	+2.994e+03	+6.951e+03	+1.093e+04	+0.699
3.200	+2.004e+03	+6.012e+03	+9.704e+03	+0.750
3.300	+3.764e+03	+7.355e+03	+1.022e+04	+0.661
3.400	+3.735e+03	+6.696e+03	+9.288e+03	+0.642
3.500	+2.440e+03	+6.309e+03	+9.662e+03	+0.721
3.600	+2.949e+03	+6.570e+03	+1.030e+04	+0.690
3.700	+3.314e+03	+7.171e+03	+8.647e+03	+0.684
3.800	+2.758e+03	+8.672e+03	+9.417e+03	+0.759
3.900	+3.253e+03	+6.551e+03	+9.171e+03	+0.668
4.000	+3.008e+03	+7.484e+03	+9.874e+03	+0.713
4.100	+3.081e+03	+6.761e+03	+8.105e+03	+0.687
4.200	+5.784e+03	+4.553e+03	+1.041e+04	+0.440
4.300	+6.358e+03	+1.571e+03	+1.021e+04	+0.198
4.400	+6.956e+03	+3.834e+03	+9.962e+03	+0.355
4.500	+8.090e+03	+2.873e+03	+1.038e+04	+0.262
4.600	+3.118e+03	+7.753e+03	+8.459e+03	+0.713
4.700	+2.842e+03	+7.222e+03	+8.905e+03	+0.718
4.800	+2.873e+03	+7.558e+03	+9.652e+03	+0.725
4.900	+3.228e+03	+6.561e+03	+1.038e+04	+0.670
5.000	+2.391e+03	+7.589e+03	+1.062e+04	+0.760
5.100	+2.318e+03	+6.358e+03	+1.144e+04	+0.733
5.200	+2.902e+03	+6.610e+03	+1.039e+04	+0.695
5.300	+2.680e+03	+5.286e+03	+9.162e+03	+0.664
5.400	+2.169e+03	+7.409e+03	+9.824e+03	+0.774
5.500	+3.394e+03	+5.125e+03	+9.446e+03	+0.602
5.600	+3.203e+03	+6.638e+03	+9.938e+03	+0.674
5.700	+4.394e+03	+8.049e+03	+9.571e+03	+0.647
5.800	+1.676e+03	+7.239e+03	+1.024e+04	+0.812
5.900	+3.849e+03	+7.207e+03	+1.011e+04	+0.652
6.000	+4.483e+03	+7.843e+03	+9.682e+03	+0.636
6.100	+4.589e+03	+5.818e+03	+1.060e+04	+0.559
6.200	+2.676e+03	+6.130e+03	+1.093e+04	+0.696
6.300	+2.203e+03	+8.173e+03	+9.425e+03	+0.788
6.400	+3.086e+03	+6.278e+03	+1.017e+04	+0.670
6.500	+2.419e+03	+7.090e+03	+9.320e+03	+0.746
6.600	+2.859e+03	+7.441e+03	+1.085e+04	+0.722
6.700	+3.658e+03	+7.247e+03	+1.049e+04	+0.665
6.800	+2.603e+03	+5.888e+03	+8.626e+03	+0.693
6.900	+3.281e+03	+8.165e+03	+1.169e+04	+0.713
7.000	+3.874e+03	+5.554e+03	+1.017e+04	+0.589
7.100	+3.908e+03	+8.651e+03	+9.952e+03	+0.689
7.200	+3.272e+03	+7.568e+03	+1.049e+04	+0.698
7.300	+2.772e+03	+7.325e+03	+1.117e+04	+0.725
7.400	+2.339e+03	+7.726e+03	+9.186e+03	+0.768
7.500	+3.568e+03	+7.692e+03	+7.914e+03	+0.683
7.600	+3.921e+03	+6.683e+03	+9.952e+03	+0.630
7.700	+2.207e+03	+5.435e+03	+1.083e+04	+0.711
7.800	+3.408e+03	+7.243e+03	+8.551e+03	+0.680
7.900	+2.458e+03	+6.967e+03	+1.065e+04	+0.739
8.000	+2.612e+03	+5.635e+03	+9.110e+03	+0.683
8.100	+5.841e+03	+4.652e+03	+8.723e+03	+0.443
8.200	+7.331e+03	+2.567e+03	+1.047e+04	+0.259
8.300	+7.809e+03	+3.365e+03	+9.769e+03	+0.301
8.400	+7.457e+03	+2.152e+03	+9.125e+03	+0.224
8.500	+7.710e+03	+4.842e+03	+1.016e+04	+0.386
8.600	+6.420e+03	+2.371e+03	+8.918e+03	+0.270
8.700	+7.215e+03	+3.658e+03	+1.049e+04	+0.336
8.800	+4.761e+03	+1.592e+03	+1.061e+04	+0.251
8.900	+6.424e+03	+1.501e+03	+8.906e+03	+0.189
9.000	+6.260e+03	+2.129e+03	+8.755e+03	+0.254
9.100	+6.338e+03	+2.900e+03	+1.001e+04	+0.314
9.200	+7.217e+03	+3.090e+03	+1.027e+04	+0.300
9.300	+7.097e+03	+3.168e+03	+1.051e+04	+0.309
9.400	+4.747e+03	+5.764e+03	+1.047e+04	+0.548
9.500	+6.268e+03	+3.127e+03	+9.755e+03	+0.333
9.600	+6.968e+03	+3.781e+03	+1.012e+04	+0.352
9.700	+6.926e+03	+1.172e+03	+8.912e+03	+0.145
9.800	+6.555e+03	+2.833e+03	+1.114e+04	+0.302
9.900	+7.400e+03	+3.679e+03	+1.028e+04	+0.332
10.000	+7.128e+03	+3.460e+03	+1.002e+04	+0.327
10.100	+7.366e+03	+3.925e+03	+9.988e+03	+0.348
10.200	+6.121e+03	+2.517e+03	+8.645e+03	+0.291
