%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+1.940e+03	+6.358e+03	+9.189e+03	+0.766
0.100	+3.447e+03	+7.732e+03	+1.079e+04	+0.692
0.200	+3.025e+03	+8.694e+03	+9.248e+03	+0.742
0.300	+3.497e+03	+7.787e+03	+9.026e+03	+0.690
0.400	+4.370e+03	+7.882e+03	+1.021e+04	+0.643
0.500	+2.833e+03	+6.966e+03	+9.360e+03	+0.711
0.600	+3.553e+03	+7.802e+03	+1.082e+04	+0.687
0.700	+2.412e+03	+6.515e+03	+9.971e+03	+0.730
0.800	+3.567e+03	+7.493e+03	+9.626e+03	+0.677
0.900	+4.050e+03	+7.390e+03	+1.041e+04	+0.646
1.000	+5.944e+03	+5.264e+03	+9.674e+03	+0.470
1.100	+3.459e+03	+6.395e+03	+9.877e+03	+0.649
1.200	+7.533e+03	+2.567e+03	+9.825e+03	+0.254
1.300	+6.543e+03	+2.248e+03	+1.088e+04	+0.256
1.400	+5.201e+03	+4.274e+03	+1.048e+04	+0.451
1.500	+2.633e+03	+8.096e+03	+1.035e+04	+0.755
1.600	+3.247e+03	+6.343e+03	+9.560e+03	+0.661
1.700	+2.492e+03	+7.596e+03	+1.086e+04	+0.753
1.800	+3.266e+03	+7.177e+03	+9.453e+03	+0.687
1.900	+2.171e+03	+6.635e+03	+1.115e+04	+0.753
2.000	+3.797e+03	+5.497e+03	+9.981e+03	+0.591
2.100	+2.787e+03	+6.161e+03	+1.171e+04	+0.689
2.200	+3.878e+03	+6.836e+03	+9.277e+03	+0.638
2.300	+2.452e+03	+7.026e+03	+1.045e+04	+0.741
2.400	+3.115e+03	+6.737e+03	+9.943e+03	+0.684
2.500	+3.637e+03	+5.814e+03	+9.933e+03	+0.615
2.600	+7.172e+03	+2.364e+03	+9.820e+03	+0.248
2.700	+7.389e+03	+1.889e+03	+1.033e+04	+0.204
2.800	+6.185e+03	+2.682e+03	+9.470e+03	+0.302
2.900	+7.825e+03	+3.008e+03	+1.015e+04	+0.278
3.000	+5.917e+03	+2.219e+03	+9.851e+03	+0.273
3.100	+5.921e+03	+2.275e+03	+1.023e+04	+0.278
3.200	+6.295e+03	+4.304e+03	+1.155e+04	+0.406
3.300	+7.401e+03	+3.536e+03	+9.218e+03	+0.323
3.400	+7.054e+03	+3.190e+03	+7.943e+03	+0.311
3.500	+8.345e+03	+4.385e+03	+1.058e+04	+0.344
3.600	+5.930e+03	+2.838e+03	+1.086e+04	+0.324
3.700	+7.293e+03	+3.150e+03	+1.004e+04	+0.302
3.800	+5.883e+03	+2.606e+03	+1.087e+04	+0.307
3.900	+3.007e+03	+6.110e+03	+1.000e+04	+0.670
4.000	+3.180e+03	+7.223e+03	+9.814e+03	+0.694
4.100	+1.336e+03	+5.676e+03	+1.074e+04	+0.809
