%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+3.782e+03	+8.046e+03	+9.456e+03	+0.680
0.100	+4.441e+03	+6.290e+03	+1.098e+04	+0.586
0.200	+7.388e+03	+2.497e+03	+9.796e+03	+0.253
0.300	+7.258e+03	+4.145e+03	+8.406e+03	+0.364
0.400	+6.935e+03	+4.082e+03	+1.102e+04	+0.371
0.500	+6.523e+03	+3.184e+03	+1.081e+04	+0.328
0.600	+4.522e+03	+4.092e+03	+8.544e+03	+0.475
0.700	+1.850e+03	+6.276e+03	+9.509e+03	+0.772
0.800	+1.940e+03	+7.268e+03	+8.190e+03	+0.789
0.900	+2.627e+03	+6.407e+03	+9.531e+03	+0.709
1.000	+1.975e+03	+6.747e+03	+1.072e+04	+0.774
1.100	+2.505e+03	+7.423e+03	+9.977e+03	+0.748
1.200	+2.171e+03	+7.537e+03	+1.035e+04	+0.776
1.300	+3.359e+03	+6.706e+03	+1.006e+04	+0.666
1.400	+2.966e+03	+6.593e+03	+9.900e+03	+0.690
1.500	+2.707e+03	+6.491e+03	+1.041e+04	+0.706
1.600	+2.324e+03	+6.026e+03	+9.766e+03	+0.722
1.700	+2.373e+03	+7.094e+03	+1.004e+04	+0.749
1.800	+3.039e+03	+5.382e+03	+9.360e+03	+0.639
1.900	+3.386e+03	+7.883e+03	+9.998e+03	+0.700
2.000	+3.402e+03	+8.810e+03	+9.126e+03	+0.721
2.100	+4.066e+03	+6.898e+03	+9.431e+03	+0.629
2.200	+2.788e+03	+7.058e+03	+1.021e+04	+0.717
2.300	+6.455e+03	+3.348e+03	+8.539e+03	+0.342
2.400	+5.575e+03	+2.712e+03	+9.504e+03	+0.327
2.500	+4.263e+03	+6.668e+03	+9.932e+03	+0.610
2.600	+1.913e+03	+5.054e+03	+1.033e+04	+0.725
2.700	+2.273e+03	+7.486e+03	+9.614e+03	+0.767
2.800	+3.331e+03	+5.933e+03	+1.130e+04	+0.640
2.900	+4.733e+03	+6.196e+03	+1.026e+04	+0.567
3.000	+3.784e+03	+7.153e+03	+9.728e+03	+0.654
3.100	+2.515e+03	+6.371e+03	+1.080e+04	+0.717
3.200	+3.924e+03	+7.388e+03	+1.089e+04	+0.653
3.300	+2.227e+03	+8.474e+03	+1.122e+04	+0.792
3.400	+2.888e+03	+6.673e+03	+1.149e+04	+0.698
3.500	+3.966e+03	+7.484e+03	+9.763e+03	+0.654
3.600	+3.642e+03	+6.396e+03	+9.364e+03	+0.637
3.700	+3.225e+03	+6.214e+03	+1.086e+04	+0.658
3.800	+2.308e+03	+6.320e+03	+1.069e+04	+0.733
3.900	+5.857e+03	+4.734e+03	+9.874e+03	+0.447
4.000	+3.705e+03	+6.415e+03	+9.600e+03	+0.634
4.100	+2.205e+03	+6.929e+03	+8.568e+03	+0.759
4.200	+2.725e+03	+7.041e+03	+1.029e+04	+0.721
4.300	+3.784e+03	+5.803e+03	+9.075e+03	+0.605
4.400	+6.926e+03	+4.851e+03	+1.014e+04	+0.412
4.500	+7.520e+03	+1.297e+03	+9.118e+03	+0.147
4.600	+6.692e+03	+2.932e+03	+1.049e+04	+0.305
4.700	+7.513e+03	+2.559e+03	+8.801e+03	+0.254
4.800	+6.826e+03	+4.192e+03	+1.002e+04	+0.380
4.900	+6.860e+03	+2.481e+03	+1.055e+04	+0.266
5.000	+6.847e+03	+3.481e+03	+1.130e+04	+0.337
5.100	+8.654e+03	+1.753e+03	+9.904e+03	+0.168
5.200	+7.753e+03	+2.787e+03	+9.723e+03	+0.264
5.300	+6.983e+03	+3.888e+03	+1.078e+04	+0.358
5.400	+3.127e+03	+7.110e+03	+1.016e+04	+0.695
5.500	+3.311e+03	+6.886e+03	+1.024e+04	+0.675
5.600	+2.603e+03	+6.855e+03	+9.843e+03	+0.725
5.700	+3.583e+03	+7.162e+03	+8.878e+03	+0.667
5.800	+2.487e+03	+7.482e+03	+1.092e+04	+0.751
5.900	+4.233e+03	+6.798e+03	+9.921e+03	+0.616
6.000	+3.384e+03	+7.026e+03	+1.189e+04	+0.675
6.100	+3.555e+03	+7.279e+03	+1.039e+04	+0.672
6.200	+7.390e+03	+3.858e+03	+9.958e+03	+0.343
6.300	+7.586e+03	+3.479e+03	+8.902e+03	+0.314
6.400	+6.632e+03	+3.051e+03	+9.622e+03	+0.315
6.500	+6.866e+03	+4.347e+03	+9.289e+03	+0.388
6.600	+7.595e+03	+3.668e+03	+8.578e+03	+0.326
6.700	+8.408e+03	+2.265e+03	+1.143e+04	+0.212
6.800	+6.302e+03	+3.559e+03	+1.068e+04	+0.361
6.900	+2.587e+03	+8.085e+03	+1.011e+04	+0.758
7.000	+1.941e+03	+5.405e+03	+1.113e+04	+0.736
7.100	+3.103e+03	+6.092e+03	+9.939e+03	+0.663
7.200	+1.647e+03	+6.583e+03	+1.048e+04	+0.800
7.300	+3.423e+03	+6.444e+03	+1.020e+04	+0.653
7.400	+1.982e+03	+6.277e+03	+1.034e+04	+0.760
7.500	+2.659e+03	+7.078e+03	+1.022e+04	+0.727
7.600	+1.958e+03	+6.741e+03	+1.066e+04	+0.775
7.700	+6.117e+03	+3.958e+03	+9.969e+03	+0.393
7.800	+5.588e+03	+2.411e+03	+1.017e+04	+0.301
7.900	+7.709e+03	+2.208e+03	+9.179e+03	+0.223
8.000	+6.524e+03	+2.649e+03	+8.638e+03	+0.289
8.100	+6.945e+03	+2.646e+03	+9.617e+03	+0.276
