%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+2.878e+03	+7.032e+03	+9.088e+03	+0.710
0.100	+2.323e+03	+8.025e+03	+9.640e+03	+0.776
0.200	+3.225e+03	+5.997e+03	+1.170e+04	+0.650
0.300	+2.818e+03	+6.905e+03	+1.045e+04	+0.710
0.400	+2.402e+03	+7.247e+03	+1.004e+04	+0.751
0.500	+3.149e+03	+4.934e+03	+1.011e+04	+0.610
0.600	+2.405e+03	+7.407e+03	+1.024e+04	+0.755
0.700	+3.362e+03	+8.409e+03	+1.118e+04	+0.714
0.800	+2.878e+03	+6.962e+03	+9.557e+03	+0.707
0.900	+3.486e+03	+5.535e+03	+1.118e+04	+0.614
1.000	+4.119e+03	+6.437e+03	+9.405e+03	+0.610
1.100	+3.211e+03	+8.849e+03	+9.789e+03	+0.734
1.200	+2.837e+03	+7.864e+03	+1.081e+04	+0.735
1.300	+2.514e+03	+7.727e+03	+9.801e+03	+0.755
1.400	+3.317e+03	+7.106e+03	+1.061e+04	+0.682
1.500	+2.808e+03	+6.844e+03	+1.101e+04	+0.709
1.600	+3.876e+03	+6.492e+03	+8.146e+03	+0.626
1.700	+2.377e+03	+7.714e+03	+1.025e+04	+0.764
1.800	+4.429e+03	+7.017e+03	+8.121e+03	+0.613
1.900	+2.905e+03	+8.913e+03	+9.968e+03	+0.754
2.000	+3.794e+03	+7.350e+03	+8.440e+03	+0.660
2.100	+3.261e+03	+6.277e+03	+9.709e+03	+0.658
2.200	+2.389e+03	+6.739e+03	+1.025e+04	+0.738
2.300	+1.602e+03	+8.104e+03	+1.018e+04	+0.835
2.400	+2.116e+03	+6.150e+03	+9.411e+03	+0.744
2.500	+1.787e+03	+7.596e+03	+9.444e+03	+0.810
2.600	+2.181e+03	+5.644e+03	+8.370e+03	+0.721
2.700	+3.716e+03	+8.202e+03	+1.023e+04	+0.688
2.800	+7.874e+03	+2.895e+03	+9.576e+03	+0.269
2.900	+6.739e+03	+4.494e+03	+1.037e+04	+0.400
3.000	+5.990e+03	+2.929e+03	+8.805e+03	+0.328
3.100	+5.875e+03	+2.740e+03	+9.131e+03	+0.318
3.200	+7.315e+03	+2.661e+03	+1.137e+04	+0.267
3.300	+5.915e+03	+3.447e+03	+1.075e+04	+0.368
3.400	+8.054e+03	+3.253e+03	+9.976e+03	+0.288
3.500	+6.579e+03	+2.188e+03	+1.047e+04	+0.250
3.600	+5.731e+03	+2.010e+03	+1.007e+04	+0.260
3.700	+7.687e+03	+2.579e+03	+1.010e+04	+0.251
3.800	+7.127e+03	+2.834e+03	+9.151e+03	+0.285
3.900	+6.486e+03	+4.060e+03	+9.377e+03	+0.385
4.000	+5.913e+03	+2.949e+03	+1.000e+04	+0.333
4.100	+7.302e+03	+3.971e+03	+9.200e+03	+0.352
4.200	+6.762e+03	+4.269e+03	+9.021e+03	+0.387
4.300	+5.599e+03	+2.378e+03	+1.043e+04	+0.298
4.400	+9.032e+03	+2.877e+03	+9.571e+03	+0.242
4.500	+7.056e+03	+2.577e+03	+1.037e+04	+0.267
4.600	+5.924e+03	+2.684e+03	+9.594e+03	+0.312
4.700	+7.855e+03	+3.626e+03	+9.219e+03	+0.316
4.800	+5.042e+03	+3.534e+03	+1.076e+04	+0.412
4.900	+7.637e+03	+3.294e+03	+1.223e+04	+0.301
5.000	+7.210e+03	+2.526e+03	+9.205e+03	+0.259
5.100	+6.513e+03	+2.939e+03	+1.112e+04	+0.311
5.200	+5.733e+03	+2.070e+03	+8.603e+03	+0.265
5.300	+5.973e+03	+3.233e+03	+1.008e+04	+0.351
5.400	+6.501e+03	+2.202e+03	+1.023e+04	+0.253
5.500	+7.001e+03	+3.231e+03	+9.789e+03	+0.316
5.600	+6.854e+03	+3.740e+03	+9.458e+03	+0.353
5.700	+6.939e+03	+2.660e+03	+9.360e+03	+0.277
5.800	+6.639e+03	+3.309e+03	+8.344e+03	+0.333
5.900	+6.407e+03	+1.268e+03	+1.026e+04	+0.165
6.000	+7.447e+03	+2.845e+03	+1.062e+04	+0.276
6.100	+7.811e+03	+3.429e+03	+9.516e+03	+0.305
6.200	+6.347e+03	+3.303e+03	+9.193e+03	+0.342
6.300	+6.937e+03	+3.654e+03	+1.009e+04	+0.345
6.400	+7.639e+03	+3.301e+03	+1.055e+04	+0.302
6.500	+6.376e+03	+2.879e+03	+1.028e+04	+0.311
6.600	+5.748e+03	+2.886e+03	+1.076e+04	+0.334
6.700	+7.551e+03	+3.602e+03	+1.001e+04	+0.323
6.800	+5.767e+03	+2.722e+03	+9.927e+03	+0.321
6.900	+6.753e+03	+2.127e+03	+8.526e+03	+0.240
7.000	+7.444e+03	+1.433e+03	+9.821e+03	+0.161
7.100	+6.222e+03	+4.527e+03	+1.003e+04	+0.421
7.200	+6.417e+03	+3.155e+03	+1.134e+04	+0.330
7.300	+7.529e+03	+2.946e+03	+1.171e+04	+0.281
7.400	+6.964e+03	+3.727e+03	+8.337e+03	+0.349
7.500	+7.375e+03	+2.648e+03	+1.008e+04	+0.264
7.600	+7.389e+03	+2.970e+03	+1.056e+04	+0.287
7.700	+7.394e+03	+2.239e+03	+1.071e+04	+0.232
7.800	+6.786e+03	+2.866e+03	+1.031e+04	+0.297
7.900	+4.887e+03	+4.820e+03	+9.436e+03	+0.497
8.000	+2.200e+03	+7.582e+03	+1.087e+04	+0.775
8.100	+2.745e+03	+6.326e+03	+1.014e+04	+0.697
8.200	+3.283e+03	+7.891e+03	+1.085e+04	+0.706
8.300	+2.735e+03	+6.564e+03	+1.022e+04	+0.706
8.400	+4.487e+03	+6.187e+03	+9.726e+03	+0.580
8.500	+2.968e+03	+7.667e+03	+9.569e+03	+0.721
8.600	+3.000e+03	+7.890e+03	+1.014e+04	+0.725
8.700	+4.296e+03	+8.322e+03	+9.704e+03	+0.660
8.800	+2.722e+03	+7.441e+03	+8.782e+03	+0.732
8.900	+3.552e+03	+7.875e+03	+9.290e+03	+0.689
9.000	+1.546e+03	+6.602e+03	+1.053e+04	+0.810
9.100	+4.474e+03	+7.264e+03	+1.023e+04	+0.619
9.200	+6.850e+03	+2.964e+03	+1.002e+04	+0.302
9.300	+8.012e+03	+4.487e+03	+1.082e+04	+0.359
9.400	+6.530e+03	+4.533e+03	+1.046e+04	+0.410
9.500	+7.414e+03	+3.799e+03	+9.523e+03	+0.339
9.600	+6.924e+03	+3.378e+03	+8.777e+03	+0.328
9.700	+5.779e+03	+3.286e+03	+9.759e+03	+0.362
9.800	+7.343e+03	+2.453e+03	+9.601e+03	+0.250
9.900	+7.102e+03	+1.091e+03	+1.041e+04	+0.133
10.000	+6.162e+03	+2.366e+03	+1.052e+04	+0.277
10.100	+6.757e+03	+2.987e+03	+9.519e+03	+0.307
10.200	+6.878e+03	+3.684e+03	+1.091e+04	+0.349
10.300	+6.883e+03	+2.570e+03	+1.023e+04	+0.272
10.400	+6.747e+03	+1.257e+03	+9.704e+03	+0.157
10.500	+7.683e+03	+2.477e+03	+9.265e+03	+0.244
10.600	+6.230e+03	+4.690e+03	+1.068e+04	+0.429
10.700	+7.798e+03	+2.139e+03	+1.054e+04	+0.215
10.800	+6.063e+03	+3.573e+03	+9.324e+03	+0.371
10.900	+3.657e+03	+7.508e+03	+9.975e+03	+0.672
11.000	+2.186e+03	+5.406e+03	+1.137e+04	+0.712
11.100	+2.704e+03	+6.173e+03	+1.064e+04	+0.695
11.200	+2.702e+03	+8.247e+03	+9.391e+03	+0.753
11.300	+2.806e+03	+5.662e+03	+1.060e+04	+0.669
11.400	+3.604e+03	+8.348e+03	+9.966e+03	+0.698
11.500	+2.739e+03	+7.862e+03	+8.831e+03	+0.742
11.600	+3.785e+03	+6.429e+03	+9.865e+03	+0.629
11.700	+2.578e+03	+7.213e+03	+8.803e+03	+0.737
11.800	+2.102e+03	+7.518e+03	+1.091e+04	+0.781
11.900	+4.395e+03	+7.047e+03	+1.092e+04	+0.616
12.000	+7.547e+03	+2.541e+03	+9.265e+03	+0.252
12.100	+6.916e+03	+4.021e+03	+1.030e+04	+0.368
12.200	+7.565e+03	+4.108e+03	+9.551e+03	+0.352
12.300	+6.834e+03	+2.510e+03	+9.223e+03	+0.269
12.400	+7.153e+03	+3.587e+03	+9.903e+03	+0.334
12.500	+7.436e+03	+3.337e+03	+8.662e+03	+0.310
12.600	+7.081e+03	+2.649e+03	+9.778e+03	+0.272
12.700	+6.940e+03	+2.273e+03	+1.029e+04	+0.247
12.800	+7.099e+03	+2.662e+03	+8.631e+03	+0.273
12.900	+5.961e+03	+3.659e+03	+8.867e+03	+0.380
13.000	+5.537e+03	+3.678e+03	+1.054e+04	+0.399
13.100	+7.358e+03	+2.109e+03	+9.632e+03	+0.223
13.200	+6.783e+03	+3.293e+03	+9.998e+03	+0.327
13.300	+5.217e+03	+2.105e+03	+1.032e+04	+0.288
13.400	+7.584e+03	+1.662e+03	+9.046e+03	+0.180
13.500	+6.431e+03	+3.632e+03	+9.817e+03	+0.361
13.600	+6.605e+03	+3.372e+03	+9.428e+03	+0.338
13.700	+6.852e+03	+4.120e+03	+9.912e+03	+0.375
13.800	+5.980e+03	+2.653e+03	+9.982e+03	+0.307
13.900	+6.151e+03	+2.389e+03	+1.001e+04	+0.280
14.000	+7.785e+03	+1.860e+03	+9.580e+03	+0.193
14.100	+4.628e+03	+5.851e+03	+9.222e+03	+0.558
14.200	+3.187e+03	+8.219e+03	+9.959e+03	+0.721
14.300	+3.679e+03	+6.740e+03	+9.055e+03	+0.647
14.400	+2.294e+03	+7.432e+03	+9.670e+03	+0.764
14.500	+3.305e+03	+7.208e+03	+1.078e+04	+0.686
14.600	+3.322e+03	+8.465e+03	+1.038e+04	+0.718
14.700	+2.978e+03	+7.340e+03	+1.102e+04	+0.711
14.800	+4.065e+03	+7.005e+03	+1.066e+04	+0.633
14.900	+3.769e+03	+4.349e+03	+1.024e+04	+0.536
15.000	+4.417e+03	+6.067e+03	+9.825e+03	+0.579
15.100	+2.927e+03	+6.429e+03	+9.235e+03	+0.687
15.200	+4.740e+03	+5.985e+03	+9.550e+03	+0.558
15.300	+3.187e+03	+7.060e+03	+1.059e+04	+0.689
15.400	+3.700e+03	+5.295e+03	+9.925e+03	+0.589
15.500	+2.352e+03	+7.471e+03	+9.734e+03	+0.761
15.600	+2.940e+03	+6.117e+03	+1.078e+04	+0.675
15.700	+4.163e+03	+7.622e+03	+1.055e+04	+0.647
15.800	+4.252e+03	+5.794e+03	+9.865e+03	+0.577
15.900	+3.999e+03	+6.891e+03	+1.067e+04	+0.633
