%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+3.373e+03	+6.852e+03	+9.831e+03	+0.670
0.100	+2.557e+03	+7.264e+03	+9.405e+03	+0.740
0.200	+2.756e+03	+6.765e+03	+9.382e+03	+0.711
0.300	+4.560e+03	+5.036e+03	+9.860e+03	+0.525
0.400	+2.826e+03	+7.917e+03	+9.522e+03	+0.737
0.500	+2.758e+03	+5.835e+03	+9.599e+03	+0.679
0.600	+3.215e+03	+6.291e+03	+8.949e+03	+0.662
0.700	+3.976e+03	+7.814e+03	+8.776e+03	+0.663
0.800	+3.658e+03	+5.787e+03	+1.061e+04	+0.613
0.900	+1.775e+03	+6.833e+03	+1.068e+04	+0.794
1.000	+2.830e+03	+7.032e+03	+1.118e+04	+0.713
1.100	+3.123e+03	+7.107e+03	+8.355e+03	+0.695
1.200	+5.240e+03	+6.909e+03	+1.066e+04	+0.569
1.300	+2.318e+03	+7.721e+03	+9.202e+03	+0.769
1.400	+2.881e+03	+7.173e+03	+9.274e+03	+0.713
1.500	+1.447e+03	+6.180e+03	+8.351e+03	+0.810
1.600	+2.393e+03	+7.265e+03	+1.032e+04	+0.752
1.700	+1.611e+03	+7.635e+03	+1.067e+04	+0.826
1.800	+3.562e+03	+8.950e+03	+9.743e+03	+0.715
1.900	+2.157e+03	+6.659e+03	+1.065e+04	+0.755
2.000	+4.370e+03	+7.119e+03	+9.432e+03	+0.620
2.100	+3.219e+03	+7.538e+03	+9.022e+03	+0.701
2.200	+3.143e+03	+6.966e+03	+9.722e+03	+0.689
2.300	+4.022e+03	+5.114e+03	+9.499e+03	+0.560
2.400	+2.687e+03	+7.258e+03	+9.538e+03	+0.730
2.500	+2.001e+03	+7.113e+03	+9.114e+03	+0.780
2.600	+3.288e+03	+7.950e+03	+1.064e+04	+0.707
2.700	+3.540e+03	+7.841e+03	+9.340e+03	+0.689
2.800	+1.979e+03	+7.889e+03	+1.135e+04	+0.799
2.900	+2.082e+03	+7.972e+03	+8.903e+03	+0.793
3.000	+3.245e+03	+6.757e+03	+1.034e+04	+0.676
3.100	+1.949e+03	+6.449e+03	+8.412e+03	+0.768
3.200	+3.625e+03	+7.253e+03	+8.926e+03	+0.667
3.300	+3.126e+03	+5.547e+03	+1.110e+04	+0.640
3.400	+3.352e+03	+8.661e+03	+1.114e+04	+0.721
3.500	+2.893e+03	+7.047e+03	+9.473e+03	+0.709
3.600	+1.478e+03	+7.343e+03	+9.670e+03	+0.832
3.700	+3.085e+03	+7.371e+03	+9.346e+03	+0.705
3.800	+3.228e+03	+7.110e+03	+1.022e+04	+0.688
3.900	+3.340e+03	+6.418e+03	+1.021e+04	+0.658
4.000	+2.915e+03	+7.066e+03	+9.596e+03	+0.708
4.100	+3.361e+03	+7.257e+03	+1.011e+04	+0.683
4.200	+3.802e+03	+9.160e+03	+9.242e+03	+0.707
4.300	+3.535e+03	+7.453e+03	+9.545e+03	+0.678
4.400	+2.533e+03	+6.510e+03	+9.435e+03	+0.720
4.500	+2.590e+03	+7.671e+03	+1.080e+04	+0.748
4.600	+4.508e+03	+6.342e+03	+1.183e+04	+0.585
4.700	+3.389e+03	+6.590e+03	+1.100e+04	+0.660
4.800	+3.686e+03	+6.450e+03	+8.617e+03	+0.636
4.900	+3.897e+03	+7.004e+03	+1.076e+04	+0.643
