%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+4.562e+03	+6.394e+03	+9.130e+03	+0.584
0.100	+8.613e+03	+4.251e+03	+1.017e+04	+0.330
0.200	+8.128e+03	+1.898e+03	+1.114e+04	+0.189
0.300	+7.262e+03	+4.083e+03	+9.552e+03	+0.360
0.400	+7.490e+03	+4.021e+03	+1.295e+04	+0.349
0.500	+6.712e+03	+3.455e+03	+9.638e+03	+0.340
0.600	+6.883e+03	+3.744e+03	+1.113e+04	+0.352
0.700	+7.566e+03	+2.512e+03	+9.423e+03	+0.249
0.800	+7.554e+03	+2.050e+03	+9.535e+03	+0.213
0.900	+8.501e+03	+2.333e+03	+9.906e+03	+0.215
1.000	+6.772e+03	+2.776e+03	+9.035e+03	+0.291
1.100	+5.589e+03	+5.004e+03	+1.048e+04	+0.472
1.200	+4.345e+03	+4.924e+03	+9.742e+03	+0.531
1.300	+7.537e+03	+2.029e+03	+8.996e+03	+0.212
1.400	+5.930e+03	+2.344e+03	+1.111e+04	+0.283
1.500	+6.792e+03	+4.065e+03	+1.078e+04	+0.374
1.600	+6.346e+03	+3.673e+03	+9.126e+03	+0.367
1.700	+6.939e+03	+2.284e+03	+1.038e+04	+0.248
1.800	+8.823e+03	+3.200e+03	+9.607e+03	+0.266
1.900	+7.173e+03	+1.730e+03	+1.041e+04	+0.194
2.000	+7.931e+03	+3.779e+03	+9.478e+03	+0.323
2.100	+7.632e+03	+3.289e+03	+1.112e+04	+0.301
2.200	+5.041e+03	+5.932e+03	+9.481e+03	+0.541
2.300	+4.570e+03	+7.579e+03	+1.003e+04	+0.624
2.400	+4.782e+03	+3.889e+03	+1.058e+04	+0.448
2.500	+7.500e+03	+4.342e+03	+1.057e+04	+0.367
2.600	+6.463e+03	+2.999e+03	+1.051e+04	+0.317
2.700	+7.576e+03	+4.245e+03	+9.843e+03	+0.359
2.800	+3.966e+03	+5.480e+03	+1.087e+04	+0.580
