%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+3.050e+03	+6.133e+03	+9.622e+03	+0.668
0.100	+3.313e+03	+7.801e+03	+1.026e+04	+0.702
0.200	+3.207e+03	+6.237e+03	+9.143e+03	+0.660
0.300	+2.216e+03	+6.516e+03	+8.571e+03	+0.746
0.400	+1.468e+03	+7.646e+03	+8.851e+03	+0.839
0.500	+1.576e+03	+8.995e+03	+9.856e+03	+0.851
0.600	+3.054e+03	+6.301e+03	+1.109e+04	+0.674
0.700	+4.084e+03	+8.532e+03	+1.080e+04	+0.676
0.800	+4.831e+03	+6.336e+03	+9.827e+03	+0.567
0.900	+4.189e+03	+7.629e+03	+1.038e+04	+0.646
1.000	+2.420e+03	+6.795e+03	+9.914e+03	+0.737
1.100	+3.078e+03	+7.500e+03	+1.049e+04	+0.709
1.200	+3.803e+03	+6.205e+03	+8.444e+03	+0.620
1.300	+3.890e+03	+7.228e+03	+1.003e+04	+0.650
1.400	+2.430e+03	+6.325e+03	+1.175e+04	+0.722
1.500	+3.631e+03	+6.455e+03	+7.889e+03	+0.640
1.600	+2.951e+03	+7.154e+03	+9.045e+03	+0.708
1.700	+3.943e+03	+7.278e+03	+9.047e+03	+0.649
1.800	+3.294e+03	+7.287e+03	+9.141e+03	+0.689
1.900	+5.222e+03	+5.931e+03	+9.847e+03	+0.532
2.000	+2.305e+03	+7.038e+03	+1.062e+04	+0.753
2.100	+3.037e+03	+6.003e+03	+9.495e+03	+0.664
2.200	+2.831e+03	+5.321e+03	+1.098e+04	+0.653
2.300	+3.314e+03	+5.167e+03	+1.123e+04	+0.609
2.400	+3.504e+03	+6.162e+03	+9.755e+03	+0.638
2.500	+5.280e+03	+5.351e+03	+1.018e+04	+0.503
2.600	+6.895e+03	+2.635e+03	+8.458e+03	+0.277
2.700	+6.787e+03	+2.069e+03	+1.088e+04	+0.234
2.800	+8.396e+03	+3.550e+03	+1.059e+04	+0.297
2.900	+6.840e+03	+3.452e+03	+1.016e+04	+0.335
3.000	+7.517e+03	+3.268e+03	+1.088e+04	+0.303
3.100	+6.237e+03	+3.357e+03	+8.739e+03	+0.350
3.200	+7.487e+03	+4.832e+03	+9.202e+03	+0.392
3.300	+5.733e+03	+2.968e+03	+9.922e+03	+0.341
3.400	+8.252e+03	+2.663e+03	+9.882e+03	+0.244
3.500	+5.371e+03	+3.903e+03	+9.042e+03	+0.421
3.600	+3.028e+03	+5.954e+03	+1.001e+04	+0.663
3.700	+3.468e+03	+6.922e+03	+1.100e+04	+0.666
3.800	+3.883e+03	+7.106e+03	+1.025e+04	+0.647
3.900	+1.792e+03	+7.376e+03	+1.022e+04	+0.805
4.000	+2.766e+03	+6.557e+03	+1.030e+04	+0.703
4.100	+3.467e+03	+7.087e+03	+9.961e+03	+0.672
4.200	+6.538e+03	+2.687e+03	+1.007e+04	+0.291
4.300	+3.566e+03	+6.628e+03	+1.029e+04	+0.650
4.400	+3.037e+03	+7.236e+03	+9.865e+03	+0.704
4.500	+2.117e+03	+6.605e+03	+1.058e+04	+0.757
4.600	+3.968e+03	+7.770e+03	+1.013e+04	+0.662
4.700	+2.227e+03	+7.490e+03	+1.037e+04	+0.771
4.800	+3.374e+03	+6.174e+03	+7.876e+03	+0.647
4.900	+2.587e+03	+6.748e+03	+1.138e+04	+0.723
5.000	+4.289e+03	+8.318e+03	+1.153e+04	+0.660
5.100	+2.134e+03	+8.497e+03	+1.078e+04	+0.799
5.200	+2.674e+03	+6.344e+03	+1.011e+04	+0.704
5.300	+2.275e+03	+8.276e+03	+1.031e+04	+0.784
5.400	+3.178e+03	+8.085e+03	+8.681e+03	+0.718
5.500	+1.130e+02	+8.222e+03	+1.121e+04	+0.986
5.600	+3.498e+03	+6.374e+03	+8.424e+03	+0.646
5.700	+2.450e+03	+6.263e+03	+9.753e+03	+0.719
5.800	+1.663e+03	+7.219e+03	+1.038e+04	+0.813
5.900	+3.348e+03	+6.198e+03	+1.014e+04	+0.649
6.000	+3.776e+03	+6.917e+03	+1.028e+04	+0.647
6.100	+3.687e+03	+7.947e+03	+1.020e+04	+0.683
6.200	+2.463e+03	+6.678e+03	+7.981e+03	+0.731
6.300	+2.805e+03	+7.436e+03	+1.078e+04	+0.726
6.400	+3.563e+03	+8.399e+03	+1.050e+04	+0.702
6.500	+2.638e+03	+6.737e+03	+9.979e+03	+0.719
6.600	+3.944e+03	+6.510e+03	+8.145e+03	+0.623
6.700	+3.697e+03	+8.647e+03	+1.066e+04	+0.700
6.800	+3.147e+03	+7.848e+03	+1.064e+04	+0.714
6.900	+4.074e+03	+7.038e+03	+9.880e+03	+0.633
7.000	+3.120e+03	+8.908e+03	+1.121e+04	+0.741
7.100	+3.516e+03	+6.996e+03	+1.016e+04	+0.666
7.200	+3.148e+03	+7.776e+03	+1.079e+04	+0.712
7.300	+4.576e+03	+7.584e+03	+1.048e+04	+0.624
7.400	+3.870e+03	+7.686e+03	+1.014e+04	+0.665
7.500	+3.314e+03	+8.426e+03	+1.106e+04	+0.718
7.600	+6.045e+02	+7.277e+03	+1.079e+04	+0.923
7.700	+2.552e+03	+7.737e+03	+1.177e+04	+0.752
7.800	+2.003e+03	+6.098e+03	+1.036e+04	+0.753
7.900	+3.699e+03	+7.610e+03	+9.829e+03	+0.673
8.000	+3.029e+03	+5.716e+03	+1.020e+04	+0.654
8.100	+2.838e+03	+6.948e+03	+9.274e+03	+0.710
8.200	+3.393e+03	+5.585e+03	+8.693e+03	+0.622
8.300	+4.437e+03	+6.372e+03	+9.882e+03	+0.589
8.400	+3.137e+03	+7.541e+03	+1.020e+04	+0.706
8.500	+2.444e+03	+8.228e+03	+9.991e+03	+0.771
8.600	+2.452e+03	+7.342e+03	+9.306e+03	+0.750
8.700	+4.216e+03	+5.847e+03	+9.462e+03	+0.581
8.800	+4.568e+03	+7.911e+03	+1.055e+04	+0.634
8.900	+2.198e+03	+7.233e+03	+9.994e+03	+0.767
9.000	+3.353e+03	+7.101e+03	+8.827e+03	+0.679
9.100	+3.174e+03	+8.249e+03	+1.049e+04	+0.722
9.200	+4.230e+03	+6.730e+03	+9.394e+03	+0.614
9.300	+1.629e+03	+7.929e+03	+1.128e+04	+0.830
9.400	+3.468e+03	+8.918e+03	+1.072e+04	+0.720
9.500	+2.992e+03	+6.496e+03	+1.029e+04	+0.685
9.600	+3.927e+03	+7.543e+03	+9.310e+03	+0.658
9.700	+4.428e+03	+7.418e+03	+9.835e+03	+0.626
9.800	+2.842e+03	+6.270e+03	+1.029e+04	+0.688
9.900	+3.470e+03	+6.138e+03	+1.069e+04	+0.639
10.000	+2.992e+03	+6.492e+03	+1.019e+04	+0.685
10.100	+2.829e+03	+6.426e+03	+1.124e+04	+0.694
10.200	+3.368e+03	+6.133e+03	+8.538e+03	+0.645
