%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+4.796e+03	+5.275e+03	+1.122e+04	+0.524
0.100	+7.730e+03	+2.951e+03	+9.980e+03	+0.276
0.200	+7.067e+03	+3.465e+03	+1.052e+04	+0.329
0.300	+7.510e+03	+5.389e+03	+9.572e+03	+0.418
0.400	+6.021e+03	+1.596e+03	+1.139e+04	+0.210
0.500	+6.951e+03	+3.963e+03	+1.038e+04	+0.363
0.600	+4.927e+03	+5.556e+03	+1.072e+04	+0.530
0.700	+4.782e+03	+5.400e+03	+1.024e+04	+0.530
0.800	+3.027e+03	+7.644e+03	+1.118e+04	+0.716
0.900	+1.569e+03	+6.043e+03	+9.689e+03	+0.794
1.000	+1.316e+03	+6.558e+03	+1.097e+04	+0.833
1.100	+2.606e+03	+7.381e+03	+9.337e+03	+0.739
1.200	+3.148e+03	+6.513e+03	+1.001e+04	+0.674
1.300	+3.822e+03	+8.148e+03	+8.450e+03	+0.681
1.400	+4.219e+03	+7.542e+03	+1.017e+04	+0.641
1.500	+2.820e+03	+6.572e+03	+8.763e+03	+0.700
1.600	+2.669e+03	+5.932e+03	+1.018e+04	+0.690
1.700	+3.034e+03	+6.587e+03	+8.822e+03	+0.685
1.800	+1.122e+03	+6.454e+03	+9.876e+03	+0.852
1.900	+6.570e+02	+8.272e+03	+9.523e+03	+0.926
2.000	+2.755e+03	+6.825e+03	+9.147e+03	+0.712
2.100	+2.000e+03	+5.690e+03	+9.544e+03	+0.740
2.200	+2.500e+03	+6.932e+03	+8.700e+03	+0.735
2.300	+3.345e+03	+7.279e+03	+1.136e+04	+0.685
2.400	+3.059e+03	+7.472e+03	+1.021e+04	+0.710
2.500	+1.944e+03	+7.612e+03	+1.059e+04	+0.797
2.600	+2.864e+03	+5.582e+03	+1.011e+04	+0.661
2.700	+3.015e+03	+7.244e+03	+9.735e+03	+0.706
2.800	+2.459e+03	+6.900e+03	+1.059e+04	+0.737
2.900	+1.398e+03	+7.262e+03	+9.162e+03	+0.839
3.000	+2.350e+03	+6.479e+03	+9.237e+03	+0.734
3.100	+2.969e+03	+6.565e+03	+9.580e+03	+0.689
3.200	+2.329e+03	+7.213e+03	+1.102e+04	+0.756
3.300	+3.031e+03	+7.889e+03	+9.646e+03	+0.722
3.400	+3.266e+03	+8.188e+03	+1.121e+04	+0.715
3.500	+3.634e+03	+6.704e+03	+9.202e+03	+0.649
3.600	+3.062e+03	+7.027e+03	+1.100e+04	+0.697
3.700	+3.686e+03	+6.473e+03	+1.097e+04	+0.637
3.800	+3.083e+03	+5.749e+03	+9.526e+03	+0.651
3.900	+2.686e+03	+6.158e+03	+9.031e+03	+0.696
4.000	+2.304e+03	+5.567e+03	+9.514e+03	+0.707
4.100	+1.654e+03	+7.617e+03	+8.890e+03	+0.822
4.200	+2.779e+03	+7.201e+03	+9.811e+03	+0.722
4.300	+2.764e+03	+8.499e+03	+1.081e+04	+0.755
4.400	+1.961e+03	+7.867e+03	+8.835e+03	+0.800
4.500	+3.034e+03	+6.999e+03	+1.083e+04	+0.698
4.600	+4.563e+03	+7.310e+03	+9.847e+03	+0.616
4.700	+2.594e+03	+7.537e+03	+8.392e+03	+0.744
4.800	+5.639e+03	+5.159e+03	+9.799e+03	+0.478
4.900	+7.135e+03	+2.757e+03	+1.014e+04	+0.279
5.000	+8.039e+03	+3.233e+03	+1.016e+04	+0.287
5.100	+7.555e+03	+3.868e+03	+1.029e+04	+0.339
5.200	+6.446e+03	+2.447e+03	+1.080e+04	+0.275
5.300	+8.607e+03	+2.885e+03	+9.925e+03	+0.251
5.400	+6.227e+03	+3.189e+03	+1.031e+04	+0.339
5.500	+6.669e+03	+1.980e+03	+8.245e+03	+0.229
5.600	+8.094e+03	+2.385e+03	+1.040e+04	+0.228
5.700	+8.049e+03	+2.544e+03	+8.582e+03	+0.240
5.800	+5.935e+03	+2.676e+03	+9.851e+03	+0.311
5.900	+7.322e+03	+1.682e+03	+8.110e+03	+0.187
6.000	+5.456e+03	+2.699e+03	+1.033e+04	+0.331
6.100	+7.206e+03	+3.572e+03	+1.114e+04	+0.331
