%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+2.885e+03	+6.540e+03	+1.057e+04	+0.694
0.100	+3.025e+03	+5.455e+03	+1.082e+04	+0.643
0.200	+2.252e+03	+7.142e+03	+1.149e+04	+0.760
0.300	+3.059e+03	+7.531e+03	+9.043e+03	+0.711
0.400	+1.066e+03	+6.755e+03	+9.556e+03	+0.864
0.500	+5.007e+03	+7.457e+03	+8.832e+03	+0.598
0.600	+1.574e+03	+6.406e+03	+9.761e+03	+0.803
0.700	+2.389e+03	+8.206e+03	+9.115e+03	+0.774
0.800	+4.295e+03	+6.613e+03	+8.087e+03	+0.606
0.900	+2.940e+03	+7.086e+03	+9.763e+03	+0.707
1.000	+1.811e+03	+7.869e+03	+9.843e+03	+0.813
1.100	+2.614e+03	+6.293e+03	+1.037e+04	+0.707
1.200	+2.891e+03	+5.515e+03	+1.000e+04	+0.656
1.300	+2.940e+03	+7.059e+03	+1.032e+04	+0.706
1.400	+3.545e+03	+7.238e+03	+1.105e+04	+0.671
1.500	+3.394e+03	+7.730e+03	+9.545e+03	+0.695
1.600	+4.010e+03	+6.319e+03	+8.870e+03	+0.612
1.700	+3.458e+03	+7.747e+03	+9.815e+03	+0.691
1.800	+7.170e+03	+2.134e+03	+8.987e+03	+0.229
1.900	+6.931e+03	+3.456e+03	+8.699e+03	+0.333
2.000	+6.675e+03	+7.253e+02	+1.014e+04	+0.098
2.100	+7.966e+03	+2.391e+03	+1.055e+04	+0.231
2.200	+8.224e+03	+3.177e+03	+8.754e+03	+0.279
2.300	+7.235e+03	+1.642e+03	+1.063e+04	+0.185
2.400	+6.862e+03	+3.257e+03	+9.707e+03	+0.322
2.500	+7.927e+03	+3.218e+03	+1.045e+04	+0.289
2.600	+5.558e+03	+3.128e+03	+1.049e+04	+0.360
2.700	+5.570e+03	+2.573e+03	+1.049e+04	+0.316
2.800	+8.010e+03	+1.997e+03	+9.736e+03	+0.200
2.900	+6.579e+03	+2.337e+03	+1.104e+04	+0.262
3.000	+7.490e+03	+2.848e+03	+9.835e+03	+0.276
3.100	+7.230e+03	+3.224e+03	+9.785e+03	+0.308
3.200	+6.581e+03	+4.683e+03	+9.647e+03	+0.416
3.300	+7.969e+03	+3.271e+03	+1.104e+04	+0.291
