%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+4.617e+03	+6.623e+03	+9.805e+03	+0.589
0.100	+2.375e+03	+7.862e+03	+1.034e+04	+0.768
0.200	+3.657e+03	+6.013e+03	+8.861e+03	+0.622
0.300	+2.699e+03	+7.683e+03	+1.083e+04	+0.740
0.400	+3.340e+03	+7.661e+03	+9.538e+03	+0.696
0.500	+2.335e+03	+6.303e+03	+1.031e+04	+0.730
0.600	+6.375e+03	+3.806e+03	+1.031e+04	+0.374
0.700	+1.890e+03	+7.642e+03	+1.145e+04	+0.802
0.800	+2.170e+03	+6.748e+03	+1.075e+04	+0.757
0.900	+3.571e+03	+7.859e+03	+9.608e+03	+0.688
1.000	+3.589e+03	+7.022e+03	+9.630e+03	+0.662
1.100	+3.899e+03	+8.430e+03	+9.690e+03	+0.684
1.200	+3.170e+03	+6.469e+03	+1.009e+04	+0.671
1.300	+3.391e+03	+6.961e+03	+9.521e+03	+0.672
1.400	+6.938e+03	+3.924e+03	+1.028e+04	+0.361
1.500	+6.259e+03	+2.976e+03	+9.986e+03	+0.322
1.600	+6.074e+03	+1.783e+03	+8.740e+03	+0.227
1.700	+5.699e+03	+2.656e+03	+1.041e+04	+0.318
1.800	+6.960e+03	+3.879e+03	+1.152e+04	+0.358
1.900	+8.820e+03	+2.158e+03	+9.210e+03	+0.197
2.000	+6.486e+03	+1.332e+03	+1.128e+04	+0.170
2.100	+7.051e+03	+3.636e+03	+1.105e+04	+0.340
2.200	+6.194e+03	+3.444e+03	+9.843e+03	+0.357
2.300	+6.836e+03	+3.310e+03	+9.341e+03	+0.326
2.400	+7.850e+03	+3.387e+03	+1.028e+04	+0.301
2.500	+8.427e+03	+3.360e+03	+1.117e+04	+0.285
2.600	+3.537e+03	+7.772e+03	+1.036e+04	+0.687
2.700	+3.175e+03	+5.880e+03	+9.936e+03	+0.649
2.800	+1.951e+03	+7.507e+03	+1.022e+04	+0.794
2.900	+2.609e+03	+5.959e+03	+9.349e+03	+0.696
3.000	+2.815e+03	+8.642e+03	+1.045e+04	+0.754
3.100	+2.185e+03	+6.092e+03	+9.032e+03	+0.736
3.200	+1.732e+03	+8.855e+03	+1.062e+04	+0.836
3.300	+3.144e+03	+7.116e+03	+9.695e+03	+0.694
3.400	+1.731e+03	+7.100e+03	+9.895e+03	+0.804
3.500	+2.044e+03	+7.205e+03	+9.226e+03	+0.779
3.600	+3.243e+03	+6.103e+03	+9.497e+03	+0.653
3.700	+2.922e+03	+7.261e+03	+1.073e+04	+0.713
3.800	+1.701e+03	+8.372e+03	+1.040e+04	+0.831
3.900	+3.052e+03	+6.936e+03	+1.035e+04	+0.694
4.000	+2.290e+03	+7.426e+03	+9.920e+03	+0.764
4.100	+3.464e+03	+6.217e+03	+8.820e+03	+0.642
4.200	+3.341e+03	+8.443e+03	+1.043e+04	+0.716
4.300	+2.725e+03	+8.105e+03	+1.111e+04	+0.748
4.400	+3.779e+03	+7.279e+03	+1.044e+04	+0.658
4.500	+3.352e+03	+6.675e+03	+9.584e+03	+0.666
4.600	+1.199e+03	+6.027e+03	+1.133e+04	+0.834
4.700	+4.473e+03	+6.879e+03	+9.861e+03	+0.606
4.800	+2.514e+03	+6.521e+03	+9.384e+03	+0.722
4.900	+3.047e+03	+6.890e+03	+9.505e+03	+0.693
5.000	+6.967e+03	+2.648e+03	+1.037e+04	+0.275
5.100	+7.828e+03	+3.508e+03	+1.065e+04	+0.309
5.200	+5.837e+03	+3.629e+03	+1.113e+04	+0.383
5.300	+8.399e+03	+4.590e+03	+9.915e+03	+0.353
5.400	+6.974e+03	+2.387e+03	+1.027e+04	+0.255
5.500	+6.886e+03	+3.419e+03	+9.860e+03	+0.332
5.600	+3.163e+03	+7.102e+03	+8.576e+03	+0.692
5.700	+3.596e+03	+6.781e+03	+9.857e+03	+0.653
5.800	+1.558e+03	+6.702e+03	+8.901e+03	+0.811
5.900	+3.684e+03	+8.965e+03	+9.676e+03	+0.709
6.000	+3.722e+03	+7.651e+03	+1.099e+04	+0.673
6.100	+2.958e+03	+6.604e+03	+9.349e+03	+0.691
6.200	+3.718e+03	+8.259e+03	+1.052e+04	+0.690
6.300	+4.132e+03	+7.511e+03	+9.463e+03	+0.645
6.400	+2.741e+03	+8.111e+03	+9.481e+03	+0.747
6.500	+2.695e+03	+7.229e+03	+9.962e+03	+0.728
6.600	+2.520e+03	+7.576e+03	+1.025e+04	+0.750
6.700	+2.414e+03	+7.541e+03	+9.857e+03	+0.757
6.800	+2.118e+03	+7.997e+03	+1.009e+04	+0.791
6.900	+3.343e+03	+7.474e+03	+8.216e+03	+0.691
7.000	+2.010e+03	+7.790e+03	+1.135e+04	+0.795
7.100	+2.627e+03	+6.270e+03	+9.123e+03	+0.705
7.200	+3.359e+03	+7.101e+03	+1.044e+04	+0.679
7.300	+2.936e+03	+8.695e+03	+9.428e+03	+0.748
7.400	+2.466e+03	+7.684e+03	+1.303e+04	+0.757
7.500	+3.559e+03	+6.340e+03	+1.010e+04	+0.640
7.600	+3.792e+03	+6.556e+03	+8.946e+03	+0.634
7.700	+2.717e+03	+5.891e+03	+8.873e+03	+0.684
7.800	+2.154e+03	+8.083e+03	+9.835e+03	+0.790
7.900	+2.903e+03	+6.944e+03	+8.008e+03	+0.705
8.000	+3.712e+03	+6.131e+03	+9.046e+03	+0.623
8.100	+3.817e+03	+6.558e+03	+1.050e+04	+0.632
8.200	+4.027e+03	+5.862e+03	+8.387e+03	+0.593
8.300	+4.222e+03	+6.439e+03	+1.090e+04	+0.604
8.400	+4.476e+03	+7.330e+03	+9.704e+03	+0.621
8.500	+2.379e+03	+8.109e+03	+1.009e+04	+0.773
8.600	+3.005e+03	+6.009e+03	+9.608e+03	+0.667
8.700	+2.164e+03	+7.529e+03	+1.051e+04	+0.777
8.800	+2.332e+03	+6.188e+03	+9.040e+03	+0.726
8.900	+3.254e+03	+6.296e+03	+1.020e+04	+0.659
9.000	+2.730e+03	+7.227e+03	+9.863e+03	+0.726
9.100	+2.666e+03	+6.610e+03	+1.078e+04	+0.713
9.200	+2.278e+03	+5.939e+03	+8.954e+03	+0.723
9.300	+3.620e+03	+6.875e+03	+1.053e+04	+0.655
9.400	+3.709e+03	+8.769e+03	+1.049e+04	+0.703
9.500	+1.316e+03	+6.407e+03	+9.888e+03	+0.830
9.600	+3.200e+03	+9.352e+03	+9.626e+03	+0.745
9.700	+3.084e+03	+7.305e+03	+9.384e+03	+0.703
9.800	+2.359e+03	+6.537e+03	+8.704e+03	+0.735
9.900	+3.531e+03	+6.756e+03	+8.962e+03	+0.657
10.000	+2.109e+03	+8.272e+03	+8.852e+03	+0.797
10.100	+2.534e+03	+6.399e+03	+1.025e+04	+0.716
10.200	+2.779e+03	+7.547e+03	+1.138e+04	+0.731
10.300	+2.892e+03	+7.261e+03	+1.097e+04	+0.715
10.400	+2.948e+03	+7.477e+03	+9.335e+03	+0.717
10.500	+2.214e+03	+5.978e+03	+9.484e+03	+0.730
10.600	+3.117e+03	+6.834e+03	+1.061e+04	+0.687
10.700	+2.446e+03	+6.626e+03	+8.852e+03	+0.730
10.800	+3.158e+03	+7.707e+03	+9.757e+03	+0.709
10.900	+3.714e+03	+6.320e+03	+1.064e+04	+0.630
11.000	+3.550e+03	+6.331e+03	+9.231e+03	+0.641
11.100	+1.974e+03	+7.224e+03	+9.544e+03	+0.785
