%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+6.963e+03	+2.620e+03	+1.220e+04	+0.273
0.100	+6.738e+03	+3.720e+03	+1.005e+04	+0.356
0.200	+6.625e+03	+4.947e+03	+1.020e+04	+0.428
0.300	+7.483e+03	+3.197e+03	+8.964e+03	+0.299
0.400	+6.211e+03	+3.264e+03	+1.085e+04	+0.344
0.500	+5.905e+03	+2.790e+03	+1.017e+04	+0.321
0.600	+5.287e+03	+5.232e+03	+1.084e+04	+0.497
0.700	+2.641e+03	+7.819e+03	+9.758e+03	+0.748
0.800	+2.676e+03	+7.548e+03	+9.762e+03	+0.738
0.900	+2.709e+03	+8.318e+03	+9.494e+03	+0.754
1.000	+3.877e+03	+6.009e+03	+8.808e+03	+0.608
1.100	+2.247e+03	+6.847e+03	+9.810e+03	+0.753
1.200	+1.810e+03	+6.022e+03	+1.162e+04	+0.769
1.300	+4.016e+03	+6.721e+03	+9.561e+03	+0.626
1.400	+5.185e+03	+3.054e+03	+1.033e+04	+0.371
1.500	+6.820e+03	+4.152e+03	+8.678e+03	+0.378
1.600	+6.962e+03	+3.695e+03	+1.064e+04	+0.347
1.700	+6.757e+03	+2.966e+03	+1.091e+04	+0.305
1.800	+7.367e+03	+3.858e+03	+1.014e+04	+0.344
1.900	+6.260e+03	+3.294e+03	+1.195e+04	+0.345
2.000	+6.990e+03	+3.377e+03	+1.078e+04	+0.326
2.100	+6.704e+03	+2.574e+03	+9.866e+03	+0.277
2.200	+6.387e+03	+3.373e+03	+1.038e+04	+0.346
2.300	+7.077e+03	+3.280e+03	+9.442e+03	+0.317
2.400	+7.096e+03	+3.766e+03	+1.039e+04	+0.347
2.500	+5.561e+03	+2.388e+03	+9.374e+03	+0.300
2.600	+7.442e+03	+2.745e+03	+9.392e+03	+0.269
2.700	+8.139e+03	+3.644e+03	+1.094e+04	+0.309
2.800	+7.440e+03	+2.345e+03	+1.035e+04	+0.240
2.900	+5.382e+03	+2.708e+03	+9.966e+03	+0.335
3.000	+7.341e+03	+2.975e+03	+9.927e+03	+0.288
3.100	+6.630e+03	+3.020e+03	+1.112e+04	+0.313
3.200	+7.246e+03	+1.970e+03	+1.054e+04	+0.214
3.300	+7.363e+03	+3.170e+03	+1.216e+04	+0.301
3.400	+7.051e+03	+3.169e+03	+9.112e+03	+0.310
3.500	+7.768e+03	+3.268e+03	+1.017e+04	+0.296
3.600	+7.275e+03	+3.753e+03	+8.259e+03	+0.340
3.700	+7.568e+03	+3.341e+03	+9.395e+03	+0.306
3.800	+6.881e+03	+2.230e+03	+9.278e+03	+0.245
3.900	+7.419e+03	+3.871e+03	+1.021e+04	+0.343
4.000	+7.702e+03	+2.982e+03	+1.059e+04	+0.279
4.100	+6.117e+03	+3.750e+03	+1.017e+04	+0.380
4.200	+8.342e+03	+3.703e+03	+9.828e+03	+0.307
4.300	+7.008e+03	+2.253e+03	+1.055e+04	+0.243
4.400	+6.930e+03	+2.984e+03	+1.169e+04	+0.301
4.500	+6.228e+03	+2.160e+03	+1.162e+04	+0.258
4.600	+5.355e+03	+3.390e+03	+9.852e+03	+0.388
4.700	+5.653e+03	+3.007e+03	+1.051e+04	+0.347
4.800	+8.139e+03	+1.919e+03	+1.122e+04	+0.191
4.900	+7.064e+03	+2.755e+03	+8.993e+03	+0.281
5.000	+8.705e+03	+2.690e+03	+9.401e+03	+0.236
5.100	+6.270e+03	+2.277e+03	+1.071e+04	+0.266
5.200	+7.011e+03	+2.662e+03	+1.107e+04	+0.275
5.300	+7.567e+03	+3.528e+03	+1.166e+04	+0.318
5.400	+6.591e+03	+2.872e+03	+8.756e+03	+0.303
5.500	+7.352e+03	+3.808e+03	+9.138e+03	+0.341
5.600	+7.771e+03	+2.522e+03	+1.077e+04	+0.245
5.700	+6.306e+03	+2.895e+03	+8.865e+03	+0.315
5.800	+7.446e+03	+3.073e+03	+9.807e+03	+0.292
5.900	+6.777e+03	+2.084e+03	+1.046e+04	+0.235
6.000	+7.068e+03	+3.138e+03	+9.981e+03	+0.307
6.100	+7.135e+03	+3.136e+03	+9.910e+03	+0.305
6.200	+5.826e+03	+3.465e+03	+1.095e+04	+0.373
6.300	+6.822e+03	+3.649e+03	+9.213e+03	+0.349
6.400	+8.436e+03	+1.772e+03	+9.535e+03	+0.174
6.500	+5.367e+03	+4.273e+03	+9.594e+03	+0.443
6.600	+2.077e+03	+5.778e+03	+8.985e+03	+0.736
6.700	+2.587e+03	+7.488e+03	+1.004e+04	+0.743
6.800	+5.588e+03	+5.804e+03	+9.743e+03	+0.509
6.900	+2.687e+03	+6.574e+03	+1.017e+04	+0.710
7.000	+1.990e+03	+6.914e+03	+1.154e+04	+0.776
7.100	+3.662e+03	+6.908e+03	+1.039e+04	+0.654
7.200	+3.415e+03	+8.014e+03	+1.185e+04	+0.701
7.300	+3.219e+03	+6.451e+03	+1.060e+04	+0.667
7.400	+2.935e+03	+6.858e+03	+1.065e+04	+0.700
7.500	+3.693e+03	+6.429e+03	+9.581e+03	+0.635
7.600	+4.617e+03	+6.609e+03	+1.008e+04	+0.589
7.700	+3.932e+03	+7.831e+03	+9.966e+03	+0.666
7.800	+2.731e+03	+7.093e+03	+9.817e+03	+0.722
7.900	+2.191e+03	+7.602e+03	+1.036e+04	+0.776
8.000	+2.229e+03	+8.042e+03	+1.079e+04	+0.783
8.100	+2.657e+03	+7.617e+03	+9.536e+03	+0.741
8.200	+3.557e+03	+7.203e+03	+1.059e+04	+0.669
8.300	+2.245e+03	+7.297e+03	+1.061e+04	+0.765
8.400	+5.588e+03	+7.316e+03	+1.143e+04	+0.567
8.500	+3.948e+03	+6.249e+03	+9.852e+03	+0.613
8.600	+3.610e+03	+7.040e+03	+9.634e+03	+0.661
8.700	+3.092e+03	+5.797e+03	+8.639e+03	+0.652
8.800	+2.800e+03	+6.333e+03	+1.021e+04	+0.693
8.900	+1.793e+03	+7.264e+03	+9.732e+03	+0.802
9.000	+2.418e+03	+8.473e+03	+9.223e+03	+0.778
9.100	+2.876e+03	+6.188e+03	+1.007e+04	+0.683
9.200	+2.792e+03	+7.005e+03	+9.586e+03	+0.715
9.300	+2.986e+03	+7.216e+03	+1.101e+04	+0.707
9.400	+3.799e+03	+6.203e+03	+8.812e+03	+0.620
9.500	+2.371e+03	+5.786e+03	+9.786e+03	+0.709
9.600	+2.492e+03	+8.338e+03	+9.587e+03	+0.770
9.700	+2.866e+03	+6.477e+03	+9.949e+03	+0.693
9.800	+3.530e+03	+5.764e+03	+9.842e+03	+0.620
9.900	+3.631e+03	+6.190e+03	+1.155e+04	+0.630
