%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+7.398e+03	+2.588e+03	+8.862e+03	+0.259
0.100	+7.190e+03	+3.591e+03	+9.991e+03	+0.333
0.200	+6.020e+03	+2.009e+03	+9.599e+03	+0.250
0.300	+6.817e+03	+3.108e+03	+9.805e+03	+0.313
0.400	+6.388e+03	+2.447e+03	+1.116e+04	+0.277
0.500	+7.596e+03	+3.781e+03	+9.156e+03	+0.332
0.600	+6.638e+03	+2.621e+03	+9.930e+03	+0.283
0.700	+7.897e+03	+3.306e+03	+1.027e+04	+0.295
0.800	+7.936e+03	+2.039e+03	+8.706e+03	+0.204
0.900	+6.207e+03	+1.561e+03	+1.002e+04	+0.201
1.000	+6.942e+03	+2.238e+03	+8.818e+03	+0.244
1.100	+6.359e+03	+2.116e+03	+9.332e+03	+0.250
1.200	+6.889e+03	+2.869e+03	+8.531e+03	+0.294
1.300	+6.325e+03	+1.845e+03	+1.055e+04	+0.226
1.400	+7.643e+03	+3.084e+03	+9.923e+03	+0.288
1.500	+8.400e+03	+2.635e+03	+1.002e+04	+0.239
1.600	+6.813e+03	+3.514e+03	+1.032e+04	+0.340
1.700	+7.033e+03	+3.856e+03	+9.940e+03	+0.354
1.800	+6.188e+03	+3.049e+03	+1.017e+04	+0.330
1.900	+7.350e+03	+1.716e+03	+9.338e+03	+0.189
2.000	+5.536e+03	+4.776e+03	+1.028e+04	+0.463
2.100	+3.057e+03	+8.342e+03	+9.534e+03	+0.732
2.200	+2.077e+03	+6.495e+03	+9.625e+03	+0.758
2.300	+2.769e+03	+7.619e+03	+9.887e+03	+0.733
2.400	+1.406e+03	+6.267e+03	+8.601e+03	+0.817
2.500	+3.471e+03	+7.794e+03	+9.963e+03	+0.692
2.600	+2.952e+03	+7.273e+03	+9.487e+03	+0.711
2.700	+2.369e+03	+7.953e+03	+8.818e+03	+0.771
2.800	+2.255e+03	+6.863e+03	+1.108e+04	+0.753
2.900	+2.349e+03	+6.499e+03	+9.871e+03	+0.735
3.000	+3.733e+03	+7.872e+03	+1.013e+04	+0.678
3.100	+3.806e+03	+6.948e+03	+1.008e+04	+0.646
3.200	+4.448e+03	+6.795e+03	+9.139e+03	+0.604
3.300	+2.062e+03	+8.011e+03	+9.223e+03	+0.795
3.400	+4.269e+03	+4.515e+03	+9.971e+03	+0.514
3.500	+1.707e+03	+6.040e+03	+1.001e+04	+0.780
3.600	+2.441e+03	+6.169e+03	+1.091e+04	+0.716
3.700	+6.833e+03	+2.601e+03	+9.313e+03	+0.276
3.800	+4.042e+03	+8.126e+03	+9.206e+03	+0.668
3.900	+3.407e+03	+5.814e+03	+1.008e+04	+0.631
4.000	+2.775e+03	+7.607e+03	+8.733e+03	+0.733
4.100	+2.402e+03	+7.143e+03	+9.863e+03	+0.748
4.200	+3.319e+03	+7.377e+03	+9.776e+03	+0.690
4.300	+3.669e+03	+5.630e+03	+8.999e+03	+0.605
4.400	+3.864e+03	+7.147e+03	+1.042e+04	+0.649
4.500	+2.970e+03	+6.640e+03	+1.142e+04	+0.691
4.600	+2.948e+03	+7.080e+03	+9.180e+03	+0.706
4.700	+2.826e+03	+7.823e+03	+1.096e+04	+0.735
4.800	+1.769e+03	+6.339e+03	+9.899e+03	+0.782
4.900	+4.506e+03	+7.049e+03	+9.184e+03	+0.610
5.000	+2.883e+03	+7.101e+03	+9.753e+03	+0.711
5.100	+4.040e+03	+6.979e+03	+1.040e+04	+0.633
5.200	+1.477e+03	+6.449e+03	+9.986e+03	+0.814
5.300	+3.039e+03	+8.029e+03	+9.946e+03	+0.725
5.400	+3.042e+03	+7.620e+03	+9.845e+03	+0.715
5.500	+4.199e+03	+7.295e+03	+9.174e+03	+0.635
5.600	+3.352e+03	+6.702e+03	+1.082e+04	+0.667
5.700	+3.751e+03	+7.342e+03	+1.057e+04	+0.662
5.800	+7.034e+03	+4.023e+03	+8.997e+03	+0.364
5.900	+8.258e+03	+3.339e+03	+9.245e+03	+0.288
6.000	+6.735e+03	+3.440e+03	+1.075e+04	+0.338
6.100	+6.622e+03	+2.711e+03	+1.019e+04	+0.290
6.200	+7.048e+03	+3.608e+03	+1.115e+04	+0.339
6.300	+6.974e+03	+2.510e+03	+9.605e+03	+0.265
6.400	+5.955e+03	+2.316e+03	+8.813e+03	+0.280
6.500	+7.844e+03	+2.622e+03	+1.037e+04	+0.251
6.600	+7.533e+03	+2.747e+03	+9.818e+03	+0.267
6.700	+4.877e+03	+4.801e+03	+1.025e+04	+0.496
6.800	+3.348e+03	+6.447e+03	+9.779e+03	+0.658
6.900	+2.813e+03	+7.319e+03	+1.027e+04	+0.722
7.000	+1.907e+03	+7.685e+03	+1.034e+04	+0.801
7.100	+2.716e+03	+8.149e+03	+1.091e+04	+0.750
7.200	+3.809e+03	+7.443e+03	+8.978e+03	+0.661
7.300	+2.652e+03	+7.280e+03	+1.053e+04	+0.733
7.400	+4.599e+03	+6.733e+03	+9.526e+03	+0.594
7.500	+2.945e+03	+9.802e+03	+9.042e+03	+0.769
7.600	+2.908e+03	+5.199e+03	+9.477e+03	+0.641
7.700	+2.939e+03	+8.104e+03	+9.683e+03	+0.734
7.800	+3.057e+03	+6.360e+03	+1.019e+04	+0.675
7.900	+3.257e+03	+6.753e+03	+1.056e+04	+0.675
8.000	+2.054e+03	+8.172e+03	+1.147e+04	+0.799
8.100	+2.563e+03	+6.675e+03	+1.023e+04	+0.723
8.200	+2.249e+03	+5.773e+03	+9.968e+03	+0.720
8.300	+3.518e+03	+6.627e+03	+1.064e+04	+0.653
8.400	+3.168e+03	+6.566e+03	+9.668e+03	+0.675
8.500	+3.228e+03	+8.643e+03	+9.163e+03	+0.728
8.600	+3.207e+03	+7.221e+03	+9.326e+03	+0.692
8.700	+3.143e+03	+6.555e+03	+1.108e+04	+0.676
8.800	+4.810e+03	+7.277e+03	+1.175e+04	+0.602
8.900	+3.791e+03	+6.437e+03	+1.101e+04	+0.629
9.000	+3.586e+03	+7.078e+03	+1.201e+04	+0.664
9.100	+3.366e+03	+7.400e+03	+8.636e+03	+0.687
9.200	+5.961e+03	+3.767e+03	+1.007e+04	+0.387
9.300	+7.710e+03	+3.011e+03	+1.018e+04	+0.281
9.400	+7.129e+03	+3.114e+03	+1.018e+04	+0.304
9.500	+6.898e+03	+3.394e+03	+9.619e+03	+0.330
9.600	+3.109e+03	+5.239e+03	+1.109e+04	+0.628
9.700	+2.771e+03	+8.011e+03	+1.057e+04	+0.743
9.800	+3.923e+03	+6.326e+03	+1.030e+04	+0.617
9.900	+4.673e+03	+7.060e+03	+9.592e+03	+0.602
10.000	+4.451e+03	+6.888e+03	+9.857e+03	+0.607
10.100	+4.938e+03	+7.075e+03	+1.093e+04	+0.589
10.200	+1.459e+03	+6.835e+03	+1.099e+04	+0.824
10.300	+2.234e+03	+6.872e+03	+1.029e+04	+0.755
10.400	+2.847e+03	+7.121e+03	+9.107e+03	+0.714
10.500	+2.572e+03	+7.281e+03	+1.041e+04	+0.739
10.600	+2.690e+03	+5.845e+03	+9.806e+03	+0.685
10.700	+4.692e+03	+7.371e+03	+1.000e+04	+0.611
10.800	+4.857e+03	+6.567e+03	+1.012e+04	+0.575
10.900	+3.184e+03	+7.173e+03	+9.218e+03	+0.693
11.000	+4.998e+03	+6.428e+03	+9.084e+03	+0.563
11.100	+3.325e+03	+7.842e+03	+1.016e+04	+0.702
11.200	+3.184e+03	+8.317e+03	+9.303e+03	+0.723
11.300	+2.621e+03	+6.772e+03	+9.335e+03	+0.721
11.400	+2.715e+03	+6.979e+03	+9.245e+03	+0.720
11.500	+4.102e+03	+7.458e+03	+1.006e+04	+0.645
11.600	+2.753e+03	+7.334e+03	+1.028e+04	+0.727
11.700	+2.249e+03	+7.596e+03	+9.815e+03	+0.772
11.800	+2.688e+03	+7.907e+03	+1.055e+04	+0.746
11.900	+4.530e+03	+5.452e+03	+9.969e+03	+0.546
12.000	+7.831e+03	+2.573e+03	+8.401e+03	+0.247
12.100	+4.249e+03	+4.298e+03	+1.045e+04	+0.503
12.200	+4.993e+03	+8.429e+03	+8.954e+03	+0.628
12.300	+2.477e+03	+5.838e+03	+9.878e+03	+0.702
12.400	+3.914e+03	+6.842e+03	+8.470e+03	+0.636
12.500	+4.213e+03	+6.393e+03	+1.089e+04	+0.603
12.600	+2.616e+03	+6.759e+03	+9.269e+03	+0.721
12.700	+3.791e+03	+5.326e+03	+1.016e+04	+0.584
12.800	+3.244e+03	+7.394e+03	+9.676e+03	+0.695
12.900	+2.189e+03	+6.624e+03	+1.092e+04	+0.752
13.000	+2.864e+03	+6.405e+03	+1.107e+04	+0.691
13.100	+2.590e+03	+7.231e+03	+1.006e+04	+0.736
13.200	+4.230e+03	+5.506e+03	+9.973e+03	+0.566
13.300	+1.538e+03	+5.895e+03	+1.070e+04	+0.793
13.400	+3.142e+03	+7.856e+03	+9.994e+03	+0.714
13.500	+3.093e+03	+8.406e+03	+9.754e+03	+0.731
13.600	+3.512e+03	+6.055e+03	+7.939e+03	+0.633
13.700	+1.960e+03	+7.827e+03	+1.050e+04	+0.800
13.800	+3.036e+03	+7.430e+03	+1.012e+04	+0.710
13.900	+3.564e+03	+5.116e+03	+9.562e+03	+0.589
14.000	+7.093e+03	+1.873e+03	+9.363e+03	+0.209
14.100	+7.541e+03	+3.778e+03	+1.052e+04	+0.334
14.200	+6.921e+03	+3.413e+03	+1.120e+04	+0.330
14.300	+6.284e+03	+2.697e+03	+8.788e+03	+0.300
