%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+3.100e+03	+7.053e+03	+8.871e+03	+0.695
0.100	+2.955e+03	+8.275e+03	+1.054e+04	+0.737
0.200	+2.992e+03	+6.468e+03	+1.053e+04	+0.684
0.300	+4.167e+03	+7.432e+03	+9.198e+03	+0.641
0.400	+3.059e+03	+6.044e+03	+9.142e+03	+0.664
0.500	+3.502e+03	+7.250e+03	+1.002e+04	+0.674
0.600	+3.614e+03	+5.499e+03	+1.057e+04	+0.603
0.700	+3.307e+03	+7.661e+03	+9.401e+03	+0.698
0.800	+3.822e+03	+6.988e+03	+9.549e+03	+0.646
0.900	+3.392e+03	+7.109e+03	+1.124e+04	+0.677
1.000	+3.928e+03	+6.089e+03	+9.326e+03	+0.608
1.100	+2.451e+03	+8.338e+03	+1.009e+04	+0.773
1.200	+3.326e+03	+5.959e+03	+1.025e+04	+0.642
1.300	+3.292e+03	+8.034e+03	+1.067e+04	+0.709
1.400	+2.965e+03	+8.038e+03	+1.096e+04	+0.731
1.500	+4.262e+03	+6.667e+03	+8.896e+03	+0.610
1.600	+2.616e+03	+5.279e+03	+9.656e+03	+0.669
1.700	+4.171e+03	+6.702e+03	+1.014e+04	+0.616
1.800	+2.780e+03	+7.137e+03	+1.038e+04	+0.720
1.900	+3.271e+03	+7.582e+03	+1.020e+04	+0.699
2.000	+1.675e+03	+7.794e+03	+9.577e+03	+0.823
2.100	+2.615e+03	+6.979e+03	+9.500e+03	+0.727
2.200	+2.615e+03	+7.636e+03	+1.035e+04	+0.745
2.300	+3.906e+03	+7.601e+03	+1.071e+04	+0.661
2.400	+4.027e+03	+5.403e+03	+9.669e+03	+0.573
2.500	+2.666e+03	+5.844e+03	+9.855e+03	+0.687
2.600	+1.817e+03	+6.133e+03	+1.095e+04	+0.771
2.700	+2.853e+03	+8.112e+03	+1.035e+04	+0.740
2.800	+2.804e+03	+8.203e+03	+1.020e+04	+0.745
2.900	+1.828e+03	+7.588e+03	+9.749e+03	+0.806
3.000	+2.819e+03	+6.592e+03	+9.513e+03	+0.700
3.100	+9.027e+02	+7.089e+03	+1.022e+04	+0.887
3.200	+1.232e+03	+8.082e+03	+1.075e+04	+0.868
3.300	+2.787e+03	+8.192e+03	+1.097e+04	+0.746
3.400	+2.133e+03	+6.365e+03	+1.023e+04	+0.749
3.500	+3.859e+03	+7.321e+03	+9.897e+03	+0.655
3.600	+3.037e+03	+6.920e+03	+1.015e+04	+0.695
3.700	+3.563e+03	+6.498e+03	+9.801e+03	+0.646
3.800	+2.434e+03	+6.238e+03	+9.343e+03	+0.719
3.900	+3.441e+03	+6.261e+03	+8.382e+03	+0.645
4.000	+2.470e+03	+7.073e+03	+1.032e+04	+0.741
4.100	+2.975e+03	+6.674e+03	+9.082e+03	+0.692
4.200	+3.818e+03	+7.093e+03	+1.103e+04	+0.650
