%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+3.428e+03	+6.305e+03	+1.096e+04	+0.648
0.100	+2.905e+03	+7.009e+03	+9.940e+03	+0.707
0.200	+2.073e+03	+6.798e+03	+1.006e+04	+0.766
0.300	+2.331e+03	+7.331e+03	+9.284e+03	+0.759
0.400	+3.444e+03	+5.745e+03	+1.014e+04	+0.625
0.500	+4.274e+03	+5.033e+03	+9.390e+03	+0.541
0.600	+2.768e+03	+5.931e+03	+1.013e+04	+0.682
0.700	+2.547e+03	+6.694e+03	+9.374e+03	+0.724
0.800	+2.314e+03	+6.763e+03	+1.071e+04	+0.745
0.900	+4.487e+03	+6.497e+03	+9.297e+03	+0.591
1.000	+2.210e+03	+6.249e+03	+9.561e+03	+0.739
1.100	+4.544e+03	+5.242e+03	+1.021e+04	+0.536
1.200	+3.732e+03	+6.743e+03	+9.102e+03	+0.644
1.300	+3.224e+03	+6.962e+03	+1.008e+04	+0.683
1.400	+5.023e+03	+5.583e+03	+1.082e+04	+0.526
1.500	+6.718e+03	+2.185e+03	+1.050e+04	+0.245
1.600	+7.846e+03	+2.439e+03	+9.481e+03	+0.237
1.700	+7.579e+03	+2.065e+03	+1.075e+04	+0.214
1.800	+6.495e+03	+3.334e+03	+9.308e+03	+0.339
1.900	+6.956e+03	+2.885e+03	+1.014e+04	+0.293
2.000	+7.034e+03	+3.051e+03	+9.348e+03	+0.303
2.100	+8.056e+03	+3.190e+03	+1.013e+04	+0.284
2.200	+6.342e+03	+4.012e+03	+1.084e+04	+0.387
2.300	+6.448e+03	+3.254e+03	+1.014e+04	+0.335
2.400	+8.190e+03	+3.200e+03	+8.916e+03	+0.281
2.500	+6.840e+03	+2.047e+03	+9.492e+03	+0.230
2.600	+6.829e+03	+2.048e+03	+1.077e+04	+0.231
2.700	+7.479e+03	+3.235e+03	+9.133e+03	+0.302
2.800	+6.142e+03	+1.999e+03	+9.199e+03	+0.246
2.900	+7.312e+03	+2.788e+03	+9.018e+03	+0.276
3.000	+6.771e+03	+1.295e+03	+1.118e+04	+0.161
3.100	+6.124e+03	+1.275e+03	+9.773e+03	+0.172
3.200	+4.823e+03	+3.121e+03	+9.446e+03	+0.393
3.300	+6.020e+03	+3.234e+03	+9.841e+03	+0.350
3.400	+7.346e+03	+2.144e+03	+1.007e+04	+0.226
3.500	+6.309e+03	+3.261e+03	+9.622e+03	+0.341
3.600	+7.404e+03	+2.695e+03	+1.064e+04	+0.267
3.700	+6.491e+03	+2.055e+03	+1.013e+04	+0.240
3.800	+7.060e+03	+3.816e+03	+1.047e+04	+0.351
3.900	+4.030e+03	+6.889e+03	+9.316e+03	+0.631
4.000	+2.069e+03	+6.244e+03	+1.046e+04	+0.751
4.100	+2.249e+03	+6.354e+03	+1.005e+04	+0.739
4.200	+4.039e+03	+7.098e+03	+9.209e+03	+0.637
4.300	+3.292e+03	+5.694e+03	+9.191e+03	+0.634
4.400	+2.767e+03	+7.099e+03	+8.666e+03	+0.720
4.500	+2.625e+03	+6.115e+03	+9.406e+03	+0.700
4.600	+2.529e+03	+7.170e+03	+1.059e+04	+0.739
4.700	+4.542e+03	+8.661e+03	+9.269e+03	+0.656
4.800	+3.244e+03	+8.041e+03	+1.108e+04	+0.713
4.900	+3.645e+03	+8.538e+03	+8.520e+03	+0.701
5.000	+3.466e+03	+7.415e+03	+9.882e+03	+0.682
5.100	+1.863e+03	+6.868e+03	+1.063e+04	+0.787
5.200	+3.121e+03	+5.381e+03	+9.904e+03	+0.633
5.300	+1.836e+03	+5.992e+03	+1.027e+04	+0.765
5.400	+2.826e+03	+7.208e+03	+9.593e+03	+0.718
5.500	+3.344e+03	+6.301e+03	+1.037e+04	+0.653
5.600	+3.022e+03	+7.621e+03	+9.653e+03	+0.716
5.700	+2.156e+03	+7.123e+03	+1.170e+04	+0.768
5.800	+2.272e+03	+6.054e+03	+1.110e+04	+0.727
5.900	+2.940e+03	+7.141e+03	+9.966e+03	+0.708
