%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+9.635e+02	+6.589e+03	+1.038e+04	+0.872
0.100	+2.394e+03	+6.939e+03	+9.374e+03	+0.744
0.200	+3.402e+03	+6.589e+03	+1.006e+04	+0.659
0.300	+3.038e+03	+7.153e+03	+9.095e+03	+0.702
0.400	+3.443e+03	+6.944e+03	+1.076e+04	+0.669
0.500	+2.432e+03	+6.716e+03	+8.354e+03	+0.734
0.600	+3.668e+03	+7.660e+03	+9.336e+03	+0.676
0.700	+3.783e+03	+6.443e+03	+9.482e+03	+0.630
0.800	+3.875e+03	+6.970e+03	+1.141e+04	+0.643
0.900	+4.062e+03	+7.082e+03	+1.026e+04	+0.636
1.000	+4.608e+03	+6.692e+03	+1.067e+04	+0.592
1.100	+5.168e+03	+6.356e+03	+1.023e+04	+0.552
1.200	+4.673e+03	+8.892e+03	+1.109e+04	+0.656
1.300	+1.986e+03	+7.864e+03	+8.782e+03	+0.798
1.400	+2.080e+03	+8.596e+03	+1.057e+04	+0.805
1.500	+5.034e+03	+6.637e+03	+9.502e+03	+0.569
1.600	+2.905e+03	+7.870e+03	+1.066e+04	+0.730
1.700	+2.112e+03	+6.507e+03	+1.034e+04	+0.755
1.800	+4.924e+03	+6.223e+03	+9.685e+03	+0.558
1.900	+3.020e+03	+7.028e+03	+1.071e+04	+0.699
2.000	+3.958e+03	+7.054e+03	+9.925e+03	+0.641
2.100	+4.047e+03	+6.984e+03	+9.909e+03	+0.633
2.200	+4.459e+03	+6.705e+03	+1.098e+04	+0.601
2.300	+3.439e+03	+5.651e+03	+9.277e+03	+0.622
2.400	+2.658e+03	+8.206e+03	+1.045e+04	+0.755
2.500	+2.574e+03	+8.287e+03	+9.527e+03	+0.763
2.600	+2.640e+03	+6.827e+03	+1.033e+04	+0.721
2.700	+3.472e+03	+5.526e+03	+1.078e+04	+0.614
2.800	+3.255e+03	+7.763e+03	+1.026e+04	+0.705
2.900	+4.209e+03	+6.367e+03	+7.894e+03	+0.602
3.000	+4.197e+03	+6.402e+03	+1.083e+04	+0.604
3.100	+3.142e+03	+8.274e+03	+9.817e+03	+0.725
3.200	+2.366e+03	+6.237e+03	+8.989e+03	+0.725
3.300	+2.747e+03	+6.024e+03	+8.716e+03	+0.687
3.400	+2.650e+03	+7.579e+03	+1.108e+04	+0.741
3.500	+2.312e+03	+7.188e+03	+8.664e+03	+0.757
3.600	+2.551e+03	+7.848e+03	+8.831e+03	+0.755
3.700	+2.946e+03	+6.385e+03	+1.017e+04	+0.684
