%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+2.614e+03	+6.795e+03	+1.041e+04	+0.722
0.100	+3.210e+03	+7.004e+03	+1.015e+04	+0.686
0.200	+3.476e+03	+6.313e+03	+9.296e+03	+0.645
0.300	+3.815e+03	+6.477e+03	+8.960e+03	+0.629
0.400	+2.789e+03	+6.813e+03	+1.017e+04	+0.710
0.500	+4.703e+03	+6.166e+03	+9.519e+03	+0.567
0.600	+7.058e+03	+2.946e+03	+9.991e+03	+0.294
0.700	+7.691e+03	+2.129e+03	+8.136e+03	+0.217
0.800	+6.479e+03	+2.156e+03	+1.085e+04	+0.250
0.900	+6.527e+03	+3.210e+03	+8.386e+03	+0.330
1.000	+8.321e+03	+2.924e+03	+1.222e+04	+0.260
1.100	+7.447e+03	+2.112e+03	+9.197e+03	+0.221
1.200	+7.365e+03	+2.948e+03	+8.557e+03	+0.286
1.300	+7.767e+03	+2.994e+03	+9.973e+03	+0.278
1.400	+7.007e+03	+1.586e+03	+1.051e+04	+0.185
1.500	+6.814e+03	+2.484e+03	+1.019e+04	+0.267
1.600	+7.696e+03	+3.028e+03	+9.962e+03	+0.282
1.700	+7.018e+03	+3.887e+03	+1.086e+04	+0.356
1.800	+7.286e+03	+3.250e+03	+1.075e+04	+0.308
1.900	+8.496e+03	+3.197e+03	+9.022e+03	+0.273
2.000	+6.909e+03	+4.055e+03	+1.102e+04	+0.370
2.100	+5.649e+03	+3.051e+03	+1.019e+04	+0.351
2.200	+8.544e+03	+1.391e+03	+9.460e+03	+0.140
2.300	+7.660e+03	+2.629e+03	+9.755e+03	+0.256
2.400	+8.054e+03	+2.932e+03	+1.032e+04	+0.267
2.500	+6.760e+03	+3.099e+03	+1.113e+04	+0.314
2.600	+7.128e+03	+3.660e+03	+9.327e+03	+0.339
2.700	+4.729e+03	+5.970e+03	+9.682e+03	+0.558
2.800	+5.294e+03	+4.476e+03	+8.759e+03	+0.458
2.900	+8.385e+03	+1.885e+03	+9.435e+03	+0.184
3.000	+6.052e+03	+1.120e+03	+1.083e+04	+0.156
3.100	+6.409e+03	+3.666e+03	+1.055e+04	+0.364
3.200	+7.794e+03	+2.454e+03	+9.018e+03	+0.239
3.300	+7.216e+03	+1.891e+03	+1.068e+04	+0.208
3.400	+6.026e+03	+3.945e+03	+8.294e+03	+0.396
3.500	+2.682e+03	+6.805e+03	+1.054e+04	+0.717
3.600	+3.633e+03	+6.499e+03	+1.017e+04	+0.641
3.700	+4.602e+03	+6.188e+03	+8.583e+03	+0.574
3.800	+4.113e+03	+7.476e+03	+1.246e+04	+0.645
3.900	+3.725e+03	+5.626e+03	+1.011e+04	+0.602
4.000	+6.512e+03	+3.831e+03	+9.607e+03	+0.370
4.100	+5.915e+03	+2.813e+03	+9.911e+03	+0.322
4.200	+4.366e+03	+7.441e+03	+1.086e+04	+0.630
4.300	+3.942e+03	+6.777e+03	+1.139e+04	+0.632
4.400	+4.306e+03	+4.910e+03	+8.620e+03	+0.533
4.500	+3.009e+03	+5.554e+03	+9.695e+03	+0.649
4.600	+2.223e+03	+6.896e+03	+1.018e+04	+0.756
4.700	+4.766e+03	+5.941e+03	+1.023e+04	+0.555
4.800	+2.527e+03	+6.819e+03	+8.638e+03	+0.730
4.900	+1.799e+03	+6.745e+03	+1.047e+04	+0.789
5.000	+1.987e+03	+7.656e+03	+1.020e+04	+0.794
5.100	+3.009e+03	+7.427e+03	+9.430e+03	+0.712
5.200	+3.239e+03	+6.305e+03	+8.903e+03	+0.661
5.300	+3.785e+03	+7.921e+03	+1.025e+04	+0.677
5.400	+5.206e+03	+6.594e+03	+1.006e+04	+0.559
5.500	+8.439e+03	+4.486e+03	+1.119e+04	+0.347
5.600	+6.562e+03	+2.417e+03	+1.017e+04	+0.269
5.700	+7.034e+03	+2.019e+03	+1.144e+04	+0.223
5.800	+7.635e+03	+2.185e+03	+9.181e+03	+0.222
5.900	+6.395e+03	+4.054e+03	+1.086e+04	+0.388
6.000	+8.080e+03	+2.213e+03	+1.056e+04	+0.215
6.100	+7.227e+03	+7.752e+02	+1.068e+04	+0.097
6.200	+6.488e+03	+2.862e+03	+9.885e+03	+0.306
6.300	+2.093e+03	+8.320e+03	+9.810e+03	+0.799
6.400	+1.892e+03	+8.209e+03	+9.401e+03	+0.813
