%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+2.905e+03	+7.460e+03	+9.712e+03	+0.720
0.100	+3.022e+03	+8.596e+03	+9.610e+03	+0.740
0.200	+3.393e+03	+6.856e+03	+1.092e+04	+0.669
0.300	+3.181e+03	+6.950e+03	+8.877e+03	+0.686
0.400	+3.954e+03	+6.464e+03	+1.073e+04	+0.620
0.500	+2.509e+03	+6.252e+03	+9.849e+03	+0.714
0.600	+4.097e+03	+5.869e+03	+1.129e+04	+0.589
0.700	+2.690e+03	+7.746e+03	+9.933e+03	+0.742
0.800	+3.143e+03	+6.521e+03	+1.132e+04	+0.675
0.900	+3.833e+03	+7.379e+03	+9.854e+03	+0.658
1.000	+2.875e+03	+7.817e+03	+1.020e+04	+0.731
1.100	+1.665e+03	+6.198e+03	+8.115e+03	+0.788
1.200	+7.983e+03	+4.342e+03	+9.174e+03	+0.352
1.300	+6.197e+03	+3.706e+03	+1.103e+04	+0.374
1.400	+2.807e+03	+7.540e+03	+8.581e+03	+0.729
1.500	+4.071e+03	+6.791e+03	+1.017e+04	+0.625
1.600	+2.669e+03	+6.825e+03	+7.919e+03	+0.719
1.700	+3.645e+03	+5.803e+03	+1.044e+04	+0.614
1.800	+3.366e+03	+7.224e+03	+1.031e+04	+0.682
1.900	+6.236e+03	+2.254e+03	+1.030e+04	+0.265
2.000	+7.065e+03	+4.691e+03	+1.068e+04	+0.399
2.100	+4.276e+03	+7.104e+03	+9.920e+03	+0.624
2.200	+2.224e+03	+8.500e+03	+8.715e+03	+0.793
2.300	+3.052e+03	+6.230e+03	+9.708e+03	+0.671
2.400	+3.039e+03	+7.372e+03	+1.114e+04	+0.708
2.500	+4.289e+03	+6.515e+03	+9.839e+03	+0.603
2.600	+1.846e+03	+7.404e+03	+8.792e+03	+0.800
2.700	+3.746e+03	+6.838e+03	+1.051e+04	+0.646
2.800	+3.676e+03	+6.625e+03	+1.005e+04	+0.643
2.900	+3.268e+03	+7.231e+03	+1.041e+04	+0.689
3.000	+2.705e+03	+7.766e+03	+1.095e+04	+0.742
3.100	+2.282e+03	+5.929e+03	+1.084e+04	+0.722
3.200	+2.449e+03	+7.082e+03	+8.767e+03	+0.743
3.300	+3.895e+03	+7.263e+03	+9.204e+03	+0.651
3.400	+2.326e+03	+7.142e+03	+9.974e+03	+0.754
3.500	+2.284e+03	+6.306e+03	+9.584e+03	+0.734
3.600	+1.208e+03	+6.644e+03	+1.092e+04	+0.846
3.700	+3.592e+03	+8.017e+03	+9.688e+03	+0.691
3.800	+2.212e+03	+8.301e+03	+7.611e+03	+0.790
3.900	+2.781e+03	+6.731e+03	+9.845e+03	+0.708
4.000	+2.834e+03	+6.612e+03	+9.343e+03	+0.700
4.100	+3.727e+03	+7.587e+03	+8.393e+03	+0.671
4.200	+3.617e+03	+7.042e+03	+8.725e+03	+0.661
4.300	+2.774e+03	+5.427e+03	+9.610e+03	+0.662
4.400	+2.139e+03	+6.239e+03	+9.628e+03	+0.745
4.500	+1.841e+03	+6.367e+03	+1.076e+04	+0.776
4.600	+3.206e+03	+7.515e+03	+9.085e+03	+0.701
4.700	+3.548e+03	+5.608e+03	+1.010e+04	+0.612
4.800	+4.519e+03	+6.908e+03	+1.102e+04	+0.605
4.900	+1.908e+03	+6.454e+03	+1.013e+04	+0.772
