%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+6.714e+03	+3.463e+03	+9.732e+03	+0.340
0.100	+5.384e+03	+3.824e+03	+1.063e+04	+0.415
0.200	+7.606e+03	+2.312e+03	+9.822e+03	+0.233
0.300	+5.980e+03	+1.991e+03	+1.007e+04	+0.250
0.400	+5.091e+03	+4.220e+03	+9.396e+03	+0.453
0.500	+6.777e+03	+3.089e+03	+9.440e+03	+0.313
0.600	+5.933e+03	+3.259e+03	+1.132e+04	+0.355
0.700	+5.192e+03	+4.680e+03	+1.062e+04	+0.474
0.800	+3.026e+03	+6.786e+03	+1.064e+04	+0.692
0.900	+4.033e+03	+6.042e+03	+1.023e+04	+0.600
1.000	+3.951e+03	+8.235e+03	+1.027e+04	+0.676
1.100	+2.598e+03	+8.029e+03	+1.013e+04	+0.756
1.200	+2.479e+03	+7.046e+03	+1.050e+04	+0.740
1.300	+6.018e+03	+4.738e+03	+9.990e+03	+0.441
1.400	+7.236e+03	+2.297e+03	+9.290e+03	+0.241
1.500	+7.276e+03	+3.380e+03	+1.023e+04	+0.317
1.600	+7.166e+03	+3.794e+03	+9.667e+03	+0.346
1.700	+8.352e+03	+2.987e+03	+9.583e+03	+0.263
1.800	+7.544e+03	+3.620e+03	+1.050e+04	+0.324
1.900	+5.152e+03	+4.206e+03	+9.536e+03	+0.449
2.000	+7.073e+03	+3.252e+03	+9.501e+03	+0.315
2.100	+8.609e+03	+2.027e+03	+1.066e+04	+0.191
2.200	+2.243e+03	+7.303e+03	+9.266e+03	+0.765
2.300	+3.757e+03	+6.545e+03	+8.773e+03	+0.635
2.400	+1.423e+03	+7.875e+03	+9.393e+03	+0.847
2.500	+3.117e+03	+6.719e+03	+1.060e+04	+0.683
2.600	+6.942e+03	+3.308e+03	+9.407e+03	+0.323
2.700	+6.455e+03	+3.961e+03	+1.089e+04	+0.380
2.800	+3.717e+03	+7.655e+03	+9.215e+03	+0.673
2.900	+4.414e+03	+6.736e+03	+9.605e+03	+0.604
3.000	+2.921e+03	+7.307e+03	+1.082e+04	+0.714
3.100	+3.482e+03	+7.102e+03	+9.979e+03	+0.671
3.200	+3.228e+03	+5.966e+03	+1.003e+04	+0.649
3.300	+3.067e+03	+7.047e+03	+9.116e+03	+0.697
