%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+3.237e+03	+5.084e+03	+9.682e+03	+0.611
0.100	+3.527e+03	+5.257e+03	+1.039e+04	+0.598
0.200	+3.737e+03	+6.788e+03	+8.743e+03	+0.645
0.300	+3.447e+03	+6.819e+03	+1.149e+04	+0.664
0.400	+2.867e+03	+5.097e+03	+9.830e+03	+0.640
0.500	+1.717e+03	+7.097e+03	+9.552e+03	+0.805
0.600	+4.219e+03	+8.338e+03	+9.548e+03	+0.664
0.700	+1.413e+03	+7.357e+03	+8.771e+03	+0.839
0.800	+2.547e+03	+7.962e+03	+1.094e+04	+0.758
0.900	+3.962e+03	+5.954e+03	+1.197e+04	+0.600
1.000	+2.459e+03	+6.943e+03	+1.050e+04	+0.738
1.100	+3.158e+03	+7.785e+03	+9.655e+03	+0.711
1.200	+2.727e+03	+6.604e+03	+1.019e+04	+0.708
1.300	+3.506e+03	+6.640e+03	+9.881e+03	+0.654
1.400	+3.330e+03	+8.204e+03	+1.031e+04	+0.711
1.500	+3.755e+03	+6.622e+03	+9.149e+03	+0.638
1.600	+4.525e+03	+7.194e+03	+9.602e+03	+0.614
1.700	+5.731e+03	+4.212e+03	+1.113e+04	+0.424
1.800	+7.140e+03	+3.307e+03	+1.104e+04	+0.317
1.900	+7.389e+03	+2.085e+03	+9.374e+03	+0.220
2.000	+7.843e+03	+3.004e+03	+1.133e+04	+0.277
2.100	+7.043e+03	+2.516e+03	+1.012e+04	+0.263
2.200	+5.728e+03	+2.001e+03	+1.102e+04	+0.259
2.300	+5.585e+03	+1.416e+03	+9.854e+03	+0.202
2.400	+6.766e+03	+2.280e+03	+1.006e+04	+0.252
2.500	+7.418e+03	+2.844e+03	+1.026e+04	+0.277
2.600	+7.939e+03	+2.784e+03	+1.126e+04	+0.260
2.700	+7.285e+03	+2.461e+03	+1.105e+04	+0.253
2.800	+3.468e+03	+7.232e+03	+9.239e+03	+0.676
2.900	+4.291e+03	+8.452e+03	+9.435e+03	+0.663
3.000	+3.081e+03	+7.579e+03	+9.118e+03	+0.711
3.100	+3.240e+03	+6.431e+03	+1.011e+04	+0.665
3.200	+4.902e+03	+6.609e+03	+9.503e+03	+0.574
3.300	+3.216e+03	+7.136e+03	+9.898e+03	+0.689
3.400	+2.866e+03	+7.801e+03	+1.225e+04	+0.731
3.500	+2.171e+03	+5.554e+03	+1.046e+04	+0.719
3.600	+2.519e+03	+6.568e+03	+9.837e+03	+0.723
3.700	+4.243e+03	+6.971e+03	+1.061e+04	+0.622
3.800	+1.638e+03	+9.361e+03	+1.015e+04	+0.851
3.900	+3.621e+03	+7.762e+03	+9.455e+03	+0.682
4.000	+3.361e+03	+6.881e+03	+9.832e+03	+0.672
4.100	+2.763e+03	+7.192e+03	+1.025e+04	+0.722
4.200	+2.614e+03	+7.983e+03	+1.056e+04	+0.753
4.300	+3.053e+03	+6.848e+03	+1.009e+04	+0.692
4.400	+2.426e+03	+6.355e+03	+1.059e+04	+0.724
4.500	+3.205e+03	+6.138e+03	+1.124e+04	+0.657
4.600	+4.139e+03	+7.299e+03	+1.021e+04	+0.638
4.700	+7.828e+03	+2.221e+03	+9.992e+03	+0.221
4.800	+7.072e+03	+3.053e+03	+1.022e+04	+0.302
4.900	+6.209e+03	+3.101e+03	+8.801e+03	+0.333
5.000	+7.431e+03	+3.368e+03	+9.893e+03	+0.312
5.100	+7.255e+03	+2.592e+03	+9.724e+03	+0.263
5.200	+6.472e+03	+3.717e+03	+9.839e+03	+0.365
5.300	+6.150e+03	+3.288e+03	+9.043e+03	+0.348
5.400	+7.752e+03	+3.635e+03	+1.184e+04	+0.319
5.500	+7.002e+03	+2.815e+03	+1.091e+04	+0.287
5.600	+6.291e+03	+1.446e+03	+9.697e+03	+0.187
5.700	+4.669e+03	+1.816e+03	+1.243e+04	+0.280
5.800	+6.203e+03	+2.619e+03	+1.153e+04	+0.297
5.900	+6.099e+03	+3.541e+03	+1.046e+04	+0.367
6.000	+6.750e+03	+3.301e+03	+1.051e+04	+0.328
6.100	+3.508e+03	+5.464e+03	+9.954e+03	+0.609
