%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+7.372e+03	+3.625e+03	+1.019e+04	+0.330
0.100	+6.400e+03	+3.094e+03	+8.860e+03	+0.326
0.200	+5.779e+03	+4.330e+03	+1.071e+04	+0.428
0.300	+3.636e+03	+7.224e+03	+1.010e+04	+0.665
0.400	+4.187e+03	+5.164e+03	+1.024e+04	+0.552
0.500	+6.363e+03	+3.407e+03	+9.296e+03	+0.349
0.600	+4.831e+03	+5.494e+03	+1.019e+04	+0.532
0.700	+5.251e+03	+8.401e+03	+9.453e+03	+0.615
0.800	+3.232e+03	+6.503e+03	+1.053e+04	+0.668
0.900	+3.723e+03	+7.240e+03	+8.296e+03	+0.660
1.000	+4.686e+03	+6.632e+03	+1.055e+04	+0.586
1.100	+4.730e+03	+5.518e+03	+9.772e+03	+0.538
1.200	+1.187e+03	+7.854e+03	+1.079e+04	+0.869
1.300	+4.168e+03	+5.290e+03	+9.089e+03	+0.559
1.400	+7.129e+03	+2.360e+03	+9.412e+03	+0.249
1.500	+5.504e+03	+2.368e+03	+9.192e+03	+0.301
1.600	+3.698e+03	+4.787e+03	+1.016e+04	+0.564
1.700	+3.431e+03	+6.562e+03	+1.073e+04	+0.657
1.800	+3.281e+03	+8.796e+03	+1.081e+04	+0.728
1.900	+2.693e+03	+5.810e+03	+9.059e+03	+0.683
2.000	+3.189e+03	+7.408e+03	+9.174e+03	+0.699
2.100	+2.868e+03	+7.108e+03	+9.637e+03	+0.713
2.200	+3.771e+03	+6.446e+03	+1.046e+04	+0.631
2.300	+5.771e+03	+2.391e+03	+1.096e+04	+0.293
2.400	+5.877e+03	+2.389e+03	+1.053e+04	+0.289
2.500	+5.943e+03	+3.779e+03	+1.065e+04	+0.389
2.600	+6.686e+03	+2.605e+03	+1.026e+04	+0.280
2.700	+6.754e+03	+1.238e+03	+8.767e+03	+0.155
2.800	+6.715e+03	+1.415e+03	+9.900e+03	+0.174
2.900	+8.191e+03	+2.057e+03	+1.149e+04	+0.201
3.000	+7.712e+03	+2.764e+03	+9.351e+03	+0.264
3.100	+6.662e+03	+3.466e+03	+1.079e+04	+0.342
3.200	+5.231e+03	+3.672e+03	+1.092e+04	+0.412
3.300	+5.890e+03	+3.604e+03	+1.123e+04	+0.380
3.400	+6.169e+03	+2.597e+03	+1.030e+04	+0.296
3.500	+7.109e+03	+3.625e+03	+9.679e+03	+0.338
3.600	+7.452e+03	+2.844e+03	+9.911e+03	+0.276
3.700	+5.362e+03	+2.646e+03	+1.152e+04	+0.330
