%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+6.617e+03	+2.077e+03	+1.086e+04	+0.239
0.100	+6.569e+03	+1.707e+03	+1.071e+04	+0.206
0.200	+6.966e+03	+2.823e+03	+1.060e+04	+0.288
0.300	+5.775e+03	+2.260e+03	+9.790e+03	+0.281
0.400	+6.422e+03	+2.975e+03	+1.006e+04	+0.317
0.500	+6.799e+03	+3.011e+03	+1.007e+04	+0.307
0.600	+6.882e+03	+3.458e+03	+9.695e+03	+0.334
0.700	+6.637e+03	+3.750e+03	+1.122e+04	+0.361
0.800	+5.651e+03	+3.350e+03	+9.823e+03	+0.372
0.900	+2.126e+03	+8.218e+03	+9.292e+03	+0.794
1.000	+4.123e+03	+8.442e+03	+9.911e+03	+0.672
1.100	+3.011e+03	+5.883e+03	+9.590e+03	+0.661
1.200	+2.889e+03	+6.807e+03	+1.022e+04	+0.702
1.300	+6.059e+03	+4.492e+03	+1.010e+04	+0.426
1.400	+7.329e+03	+1.965e+03	+1.001e+04	+0.211
1.500	+6.654e+03	+4.329e+03	+1.040e+04	+0.394
1.600	+7.250e+03	+3.898e+03	+9.797e+03	+0.350
1.700	+6.126e+03	+2.915e+03	+1.011e+04	+0.322
1.800	+7.477e+03	+3.959e+03	+9.287e+03	+0.346
1.900	+5.760e+03	+3.313e+03	+1.029e+04	+0.365
2.000	+6.061e+03	+4.397e+03	+1.123e+04	+0.420
2.100	+7.942e+03	+1.382e+03	+1.038e+04	+0.148
2.200	+7.830e+03	+2.774e+03	+9.768e+03	+0.262
2.300	+6.877e+03	+3.006e+03	+1.044e+04	+0.304
2.400	+6.202e+03	+4.403e+03	+9.117e+03	+0.415
2.500	+8.136e+03	+3.434e+03	+1.040e+04	+0.297
2.600	+6.788e+03	+1.671e+03	+9.755e+03	+0.198
2.700	+6.331e+03	+2.299e+03	+1.124e+04	+0.266
2.800	+6.444e+03	+3.373e+03	+1.096e+04	+0.344
2.900	+7.366e+03	+1.768e+03	+8.917e+03	+0.194
3.000	+6.842e+03	+2.797e+03	+9.740e+03	+0.290
3.100	+7.209e+03	+2.729e+03	+8.929e+03	+0.275
3.200	+7.191e+03	+4.644e+03	+1.015e+04	+0.392
3.300	+6.191e+03	+3.671e+03	+9.757e+03	+0.372
3.400	+6.502e+03	+2.429e+03	+1.058e+04	+0.272
3.500	+7.350e+03	+4.021e+03	+9.475e+03	+0.354
3.600	+6.989e+03	+3.183e+03	+1.048e+04	+0.313
3.700	+6.390e+03	+4.134e+03	+1.010e+04	+0.393
3.800	+7.804e+03	+2.518e+03	+1.067e+04	+0.244
3.900	+8.039e+03	+2.684e+03	+1.024e+04	+0.250
4.000	+6.410e+03	+3.985e+03	+9.825e+03	+0.383
4.100	+7.028e+03	+3.113e+03	+8.580e+03	+0.307
4.200	+7.315e+03	+3.435e+03	+8.464e+03	+0.320
4.300	+7.039e+03	+2.771e+03	+9.602e+03	+0.282
4.400	+7.466e+03	+3.037e+03	+8.370e+03	+0.289
4.500	+7.895e+03	+3.535e+03	+9.381e+03	+0.309
4.600	+6.902e+03	+4.107e+03	+1.035e+04	+0.373
4.700	+7.003e+03	+3.713e+03	+9.310e+03	+0.347
4.800	+8.396e+03	+2.200e+03	+1.044e+04	+0.208
4.900	+7.746e+03	+2.999e+03	+8.550e+03	+0.279
5.000	+6.290e+03	+1.847e+03	+9.514e+03	+0.227
5.100	+7.335e+03	+2.900e+03	+1.041e+04	+0.283
5.200	+7.251e+03	+2.064e+03	+9.475e+03	+0.222
5.300	+6.511e+03	+2.481e+03	+8.930e+03	+0.276
5.400	+7.106e+03	+3.724e+03	+1.021e+04	+0.344
5.500	+3.449e+03	+6.687e+03	+1.024e+04	+0.660
5.600	+2.495e+03	+7.019e+03	+1.011e+04	+0.738
5.700	+3.421e+03	+6.663e+03	+9.523e+03	+0.661
5.800	+3.969e+03	+5.884e+03	+9.895e+03	+0.597
5.900	+3.418e+03	+6.691e+03	+1.032e+04	+0.662
6.000	+2.208e+03	+6.663e+03	+9.890e+03	+0.751
6.100	+3.430e+03	+6.626e+03	+1.002e+04	+0.659
