%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+1.916e+03	+6.213e+03	+1.040e+04	+0.764
0.100	+4.501e+03	+5.755e+03	+1.170e+04	+0.561
0.200	+2.501e+03	+7.347e+03	+1.089e+04	+0.746
0.300	+1.767e+03	+5.386e+03	+9.343e+03	+0.753
0.400	+1.239e+03	+6.589e+03	+8.418e+03	+0.842
0.500	+2.927e+03	+7.953e+03	+1.064e+04	+0.731
0.600	+4.479e+03	+4.401e+03	+1.080e+04	+0.496
0.700	+6.031e+03	+5.042e+03	+1.149e+04	+0.455
0.800	+6.157e+03	+4.502e+03	+1.064e+04	+0.422
0.900	+6.283e+03	+3.351e+03	+9.050e+03	+0.348
1.000	+5.350e+03	+3.836e+03	+8.450e+03	+0.418
1.100	+6.250e+03	+4.755e+03	+8.884e+03	+0.432
1.200	+2.582e+03	+6.983e+03	+1.008e+04	+0.730
1.300	+3.206e+03	+7.150e+03	+9.727e+03	+0.690
1.400	+2.858e+03	+6.361e+03	+9.760e+03	+0.690
1.500	+1.786e+03	+6.397e+03	+9.919e+03	+0.782
1.600	+3.769e+03	+7.344e+03	+1.026e+04	+0.661
1.700	+3.340e+03	+6.878e+03	+1.038e+04	+0.673
1.800	+6.141e+03	+3.453e+03	+9.809e+03	+0.360
1.900	+6.283e+03	+2.755e+03	+1.027e+04	+0.305
2.000	+7.889e+03	+3.041e+03	+9.013e+03	+0.278
2.100	+7.526e+03	+3.680e+03	+1.031e+04	+0.328
2.200	+6.872e+03	+4.227e+03	+1.045e+04	+0.381
2.300	+2.592e+03	+7.751e+03	+7.858e+03	+0.749
2.400	+2.773e+03	+6.852e+03	+8.498e+03	+0.712
2.500	+2.549e+03	+6.874e+03	+9.097e+03	+0.729
2.600	+2.683e+03	+5.946e+03	+9.516e+03	+0.689
2.700	+6.319e+03	+2.155e+03	+1.057e+04	+0.254
2.800	+6.272e+03	+2.724e+03	+1.054e+04	+0.303
2.900	+7.218e+03	+3.468e+03	+9.235e+03	+0.325
3.000	+5.176e+03	+4.309e+03	+1.022e+04	+0.454
3.100	+7.008e+03	+4.675e+03	+9.004e+03	+0.400
3.200	+6.398e+03	+2.389e+03	+9.788e+03	+0.272
3.300	+5.710e+03	+3.500e+03	+1.032e+04	+0.380
3.400	+7.386e+03	+4.287e+03	+1.047e+04	+0.367
3.500	+7.947e+03	+3.581e+03	+9.336e+03	+0.311
3.600	+7.012e+03	+3.329e+03	+1.006e+04	+0.322
3.700	+7.286e+03	+3.048e+03	+9.524e+03	+0.295
3.800	+8.228e+03	+2.021e+03	+9.661e+03	+0.197
3.900	+7.469e+03	+3.647e+03	+9.445e+03	+0.328
4.000	+7.583e+03	+3.330e+03	+9.598e+03	+0.305
4.100	+6.031e+03	+1.957e+03	+9.665e+03	+0.245
4.200	+7.638e+03	+2.471e+03	+9.579e+03	+0.244
4.300	+6.401e+03	+2.848e+03	+9.833e+03	+0.308
4.400	+6.909e+03	+2.263e+03	+1.101e+04	+0.247
4.500	+7.512e+03	+3.139e+03	+1.021e+04	+0.295
4.600	+8.089e+03	+4.271e+03	+9.587e+03	+0.346
4.700	+7.240e+03	+3.390e+03	+1.081e+04	+0.319
4.800	+6.182e+03	+2.514e+03	+9.388e+03	+0.289
4.900	+7.066e+03	+4.144e+03	+9.922e+03	+0.370
5.000	+8.088e+03	+4.152e+03	+9.822e+03	+0.339
5.100	+6.952e+03	+3.350e+03	+9.292e+03	+0.325
5.200	+6.652e+03	+2.979e+03	+9.918e+03	+0.309
5.300	+8.219e+03	+2.516e+03	+9.991e+03	+0.234
