%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+7.320e+03	+3.009e+03	+9.599e+03	+0.291
0.100	+7.018e+03	+2.757e+03	+9.879e+03	+0.282
0.200	+6.238e+03	+2.273e+03	+9.840e+03	+0.267
0.300	+4.753e+03	+5.543e+03	+1.115e+04	+0.538
0.400	+3.042e+03	+6.547e+03	+1.076e+04	+0.683
0.500	+2.148e+03	+7.349e+03	+1.054e+04	+0.774
0.600	+2.242e+03	+5.635e+03	+1.052e+04	+0.715
0.700	+3.723e+03	+6.824e+03	+1.187e+04	+0.647
0.800	+2.710e+03	+6.238e+03	+8.397e+03	+0.697
0.900	+2.857e+03	+7.102e+03	+1.082e+04	+0.713
1.000	+3.908e+03	+5.783e+03	+8.452e+03	+0.597
1.100	+3.592e+03	+7.291e+03	+1.021e+04	+0.670
1.200	+2.790e+03	+7.558e+03	+1.257e+04	+0.730
1.300	+6.876e+03	+3.473e+03	+8.962e+03	+0.336
1.400	+6.659e+03	+2.204e+03	+9.702e+03	+0.249
1.500	+6.526e+03	+2.443e+03	+8.336e+03	+0.272
1.600	+7.261e+03	+3.882e+03	+9.151e+03	+0.348
1.700	+6.893e+03	+3.019e+03	+8.388e+03	+0.305
1.800	+6.892e+03	+3.464e+03	+9.707e+03	+0.335
1.900	+7.279e+03	+3.077e+03	+1.033e+04	+0.297
2.000	+7.731e+03	+2.244e+03	+8.723e+03	+0.225
2.100	+7.751e+03	+2.755e+03	+1.064e+04	+0.262
2.200	+8.510e+03	+3.335e+03	+8.790e+03	+0.282
2.300	+6.668e+03	+2.746e+03	+9.666e+03	+0.292
2.400	+8.166e+03	+2.675e+03	+9.928e+03	+0.247
2.500	+6.960e+03	+3.271e+03	+9.219e+03	+0.320
2.600	+7.097e+03	+3.032e+03	+1.068e+04	+0.299
2.700	+7.225e+03	+4.609e+03	+9.447e+03	+0.389
2.800	+6.717e+03	+4.170e+03	+1.017e+04	+0.383
2.900	+7.361e+03	+3.282e+03	+9.987e+03	+0.308
3.000	+6.249e+03	+3.198e+03	+9.507e+03	+0.338
3.100	+6.354e+03	+4.943e+03	+1.027e+04	+0.438
3.200	+3.219e+03	+6.603e+03	+9.519e+03	+0.672
3.300	+2.878e+03	+6.359e+03	+9.091e+03	+0.688
3.400	+6.810e+02	+8.138e+03	+9.673e+03	+0.923
3.500	+4.088e+03	+5.608e+03	+9.994e+03	+0.578
3.600	+7.454e+03	+3.311e+03	+8.665e+03	+0.308
3.700	+7.582e+03	+3.041e+03	+1.055e+04	+0.286
3.800	+6.992e+03	+3.106e+03	+1.192e+04	+0.308
3.900	+6.376e+03	+3.004e+03	+1.115e+04	+0.320
4.000	+7.930e+03	+4.128e+03	+7.902e+03	+0.342
4.100	+6.659e+03	+3.266e+03	+1.009e+04	+0.329
4.200	+6.759e+03	+2.817e+03	+1.074e+04	+0.294
4.300	+6.580e+03	+3.341e+03	+1.093e+04	+0.337
4.400	+7.391e+03	+2.049e+03	+1.175e+04	+0.217
4.500	+7.447e+03	+2.774e+03	+9.240e+03	+0.271
4.600	+6.102e+03	+2.572e+03	+9.975e+03	+0.297
4.700	+6.303e+03	+3.092e+03	+9.099e+03	+0.329
4.800	+6.478e+03	+3.055e+03	+1.023e+04	+0.320
4.900	+8.082e+03	+2.366e+03	+1.043e+04	+0.226
5.000	+6.347e+03	+3.369e+03	+1.027e+04	+0.347
5.100	+7.110e+03	+2.421e+03	+9.881e+03	+0.254
5.200	+6.964e+03	+2.317e+03	+9.205e+03	+0.250
5.300	+6.897e+03	+3.317e+03	+8.789e+03	+0.325
5.400	+7.173e+03	+3.757e+03	+9.762e+03	+0.344
5.500	+7.317e+03	+2.299e+03	+1.005e+04	+0.239
5.600	+6.483e+03	+2.091e+03	+1.082e+04	+0.244
5.700	+6.637e+03	+3.471e+03	+1.106e+04	+0.343
5.800	+6.706e+03	+3.296e+03	+1.057e+04	+0.330
5.900	+5.503e+03	+3.990e+03	+1.073e+04	+0.420
6.000	+2.192e+03	+8.028e+03	+9.757e+03	+0.786
6.100	+2.181e+03	+7.448e+03	+9.737e+03	+0.774
6.200	+3.404e+03	+6.899e+03	+1.064e+04	+0.670
6.300	+3.682e+03	+7.648e+03	+1.046e+04	+0.675
6.400	+1.951e+03	+7.460e+03	+9.911e+03	+0.793
6.500	+2.258e+03	+6.337e+03	+1.092e+04	+0.737
6.600	+3.966e+03	+8.104e+03	+1.163e+04	+0.671
6.700	+4.929e+03	+4.663e+03	+1.022e+04	+0.486
6.800	+6.740e+03	+2.923e+03	+1.074e+04	+0.303
6.900	+7.694e+03	+2.926e+03	+1.035e+04	+0.275
7.000	+2.970e+03	+7.762e+03	+8.790e+03	+0.723
7.100	+3.631e+03	+8.690e+03	+9.601e+03	+0.705
7.200	+4.158e+03	+6.854e+03	+9.653e+03	+0.622
7.300	+3.681e+03	+6.926e+03	+1.059e+04	+0.653
7.400	+3.073e+03	+5.862e+03	+1.056e+04	+0.656
7.500	+5.402e+03	+5.040e+03	+1.034e+04	+0.483
7.600	+6.358e+03	+3.395e+03	+9.663e+03	+0.348
7.700	+6.177e+03	+3.873e+03	+1.113e+04	+0.385
7.800	+6.053e+03	+3.089e+03	+9.546e+03	+0.338
7.900	+6.959e+03	+2.581e+03	+8.935e+03	+0.271
8.000	+6.949e+03	+3.463e+03	+9.314e+03	+0.333
8.100	+7.207e+03	+2.088e+03	+1.030e+04	+0.225
8.200	+7.119e+03	+2.003e+03	+9.753e+03	+0.220
8.300	+5.804e+03	+2.909e+03	+1.046e+04	+0.334
8.400	+6.699e+03	+2.230e+03	+9.768e+03	+0.250
8.500	+6.434e+03	+4.841e+03	+1.083e+04	+0.429
8.600	+2.369e+03	+7.741e+03	+9.542e+03	+0.766
8.700	+2.445e+03	+6.994e+03	+9.886e+03	+0.741
8.800	+3.051e+03	+7.568e+03	+1.072e+04	+0.713
8.900	+3.135e+03	+8.096e+03	+1.100e+04	+0.721
9.000	+2.519e+03	+7.281e+03	+1.123e+04	+0.743
9.100	+3.037e+03	+6.028e+03	+1.131e+04	+0.665
9.200	+3.021e+03	+7.345e+03	+1.052e+04	+0.709
9.300	+2.924e+03	+8.064e+03	+1.027e+04	+0.734
9.400	+2.787e+03	+7.428e+03	+9.492e+03	+0.727
9.500	+3.613e+03	+7.144e+03	+9.414e+03	+0.664
9.600	+3.242e+03	+7.553e+03	+1.010e+04	+0.700
9.700	+3.467e+03	+6.207e+03	+9.173e+03	+0.642
9.800	+2.768e+03	+6.415e+03	+1.065e+04	+0.699
9.900	+3.400e+03	+6.457e+03	+8.444e+03	+0.655
10.000	+5.004e+03	+5.264e+03	+8.837e+03	+0.513
10.100	+7.197e+03	+1.490e+03	+1.018e+04	+0.171
10.200	+5.555e+03	+2.956e+03	+9.681e+03	+0.347
10.300	+5.367e+03	+4.803e+03	+9.442e+03	+0.472
10.400	+2.662e+03	+7.464e+03	+8.497e+03	+0.737
10.500	+1.403e+03	+5.728e+03	+1.046e+04	+0.803
10.600	+3.262e+03	+6.291e+03	+9.871e+03	+0.659
10.700	+3.398e+03	+6.902e+03	+9.333e+03	+0.670
10.800	+2.169e+03	+7.035e+03	+1.164e+04	+0.764
10.900	+3.832e+03	+8.221e+03	+1.002e+04	+0.682
11.000	+3.264e+03	+7.748e+03	+1.123e+04	+0.704
11.100	+2.079e+03	+5.615e+03	+1.049e+04	+0.730
11.200	+2.880e+03	+6.693e+03	+1.029e+04	+0.699
11.300	+4.098e+03	+6.886e+03	+9.411e+03	+0.627
11.400	+1.612e+03	+5.905e+03	+9.736e+03	+0.786
11.500	+3.427e+03	+7.308e+03	+9.464e+03	+0.681
11.600	+2.935e+03	+5.946e+03	+1.023e+04	+0.669
11.700	+3.565e+03	+5.984e+03	+1.045e+04	+0.627
11.800	+3.937e+03	+8.444e+03	+9.726e+03	+0.682
11.900	+3.870e+03	+6.943e+03	+9.629e+03	+0.642
12.000	+3.835e+03	+6.128e+03	+1.034e+04	+0.615
12.100	+2.531e+03	+6.625e+03	+9.869e+03	+0.724
12.200	+2.951e+03	+6.309e+03	+9.504e+03	+0.681
12.300	+2.143e+03	+5.057e+03	+9.129e+03	+0.702
12.400	+2.871e+03	+6.278e+03	+9.456e+03	+0.686
12.500	+2.347e+03	+5.975e+03	+1.053e+04	+0.718
12.600	+5.462e+02	+7.329e+03	+9.698e+03	+0.931
12.700	+3.171e+03	+8.332e+03	+1.030e+04	+0.724
12.800	+3.192e+03	+7.623e+03	+9.797e+03	+0.705
12.900	+3.429e+03	+6.201e+03	+1.074e+04	+0.644
13.000	+3.624e+03	+9.173e+03	+9.944e+03	+0.717
13.100	+2.871e+03	+6.753e+03	+1.047e+04	+0.702
13.200	+3.284e+03	+6.781e+03	+1.001e+04	+0.674
13.300	+3.346e+03	+6.976e+03	+1.055e+04	+0.676
13.400	+3.398e+03	+8.370e+03	+9.056e+03	+0.711
13.500	+4.504e+03	+5.045e+03	+8.182e+03	+0.528
13.600	+7.250e+03	+2.832e+03	+1.009e+04	+0.281
13.700	+7.270e+03	+3.547e+03	+9.563e+03	+0.328
13.800	+6.897e+03	+2.137e+03	+9.928e+03	+0.237
13.900	+7.263e+03	+2.292e+03	+8.632e+03	+0.240
14.000	+6.687e+03	+2.435e+03	+1.019e+04	+0.267
14.100	+6.055e+03	+9.198e+02	+9.434e+03	+0.132
14.200	+6.682e+03	+4.386e+03	+9.123e+03	+0.396
14.300	+4.232e+03	+5.369e+03	+9.962e+03	+0.559
14.400	+2.705e+03	+7.456e+03	+1.067e+04	+0.734
14.500	+2.932e+03	+6.375e+03	+9.636e+03	+0.685
14.600	+2.919e+03	+6.662e+03	+9.279e+03	+0.695
14.700	+2.272e+03	+7.402e+03	+1.113e+04	+0.765
14.800	+4.616e+03	+7.814e+03	+1.062e+04	+0.629
14.900	+3.102e+03	+6.676e+03	+1.127e+04	+0.683
15.000	+6.839e+03	+3.989e+03	+1.062e+04	+0.368
15.100	+7.249e+03	+4.129e+03	+8.837e+03	+0.363
15.200	+7.205e+03	+2.891e+03	+1.193e+04	+0.286
15.300	+7.796e+03	+9.023e+02	+9.669e+03	+0.104
15.400	+7.838e+03	+2.742e+03	+1.017e+04	+0.259
15.500	+7.463e+03	+4.695e+03	+9.869e+03	+0.386
15.600	+2.871e+03	+6.957e+03	+9.947e+03	+0.708
15.700	+3.000e+03	+6.729e+03	+1.003e+04	+0.692
15.800	+1.802e+03	+6.750e+03	+9.041e+03	+0.789
15.900	+2.993e+03	+8.146e+03	+9.340e+03	+0.731
16.000	+3.674e+03	+7.050e+03	+9.974e+03	+0.657
16.100	+2.225e+03	+7.315e+03	+1.079e+04	+0.767
16.200	+4.054e+03	+7.336e+03	+1.047e+04	+0.644
16.300	+3.714e+03	+7.728e+03	+8.982e+03	+0.675
16.400	+2.503e+03	+7.120e+03	+1.065e+04	+0.740
16.500	+3.862e+03	+6.818e+03	+9.106e+03	+0.638
16.600	+2.072e+03	+6.845e+03	+1.058e+04	+0.768
16.700	+2.611e+03	+7.055e+03	+1.140e+04	+0.730
16.800	+4.265e+03	+6.820e+03	+9.552e+03	+0.615
16.900	+2.435e+03	+7.251e+03	+9.741e+03	+0.749
17.000	+3.108e+03	+5.733e+03	+9.959e+03	+0.648
17.100	+2.523e+03	+8.272e+03	+1.024e+04	+0.766
17.200	+2.441e+03	+6.645e+03	+1.095e+04	+0.731
17.300	+2.490e+03	+7.544e+03	+9.951e+03	+0.752
17.400	+4.974e+03	+7.707e+03	+1.030e+04	+0.608
17.500	+2.626e+03	+7.926e+03	+9.041e+03	+0.751
17.600	+3.154e+03	+6.587e+03	+1.072e+04	+0.676
17.700	+2.205e+03	+7.421e+03	+1.123e+04	+0.771
17.800	+2.756e+03	+7.627e+03	+9.780e+03	+0.735
17.900	+2.148e+03	+7.226e+03	+1.101e+04	+0.771
18.000	+3.917e+03	+6.058e+03	+8.565e+03	+0.607
18.100	+3.277e+03	+7.631e+03	+9.771e+03	+0.700
18.200	+1.900e+03	+7.396e+03	+9.649e+03	+0.796
18.300	+2.259e+03	+6.263e+03	+9.750e+03	+0.735
18.400	+2.166e+03	+6.431e+03	+9.230e+03	+0.748
18.500	+2.090e+03	+6.536e+03	+8.744e+03	+0.758
18.600	+4.343e+03	+6.877e+03	+9.115e+03	+0.613
18.700	+3.720e+03	+7.066e+03	+9.142e+03	+0.655
18.800	+3.404e+03	+7.055e+03	+8.743e+03	+0.675
18.900	+3.321e+03	+7.105e+03	+9.317e+03	+0.681
19.000	+2.836e+03	+6.914e+03	+1.138e+04	+0.709
19.100	+3.332e+03	+6.768e+03	+1.097e+04	+0.670
19.200	+3.120e+03	+6.599e+03	+1.067e+04	+0.679
19.300	+2.032e+03	+8.035e+03	+1.079e+04	+0.798
19.400	+3.780e+03	+6.493e+03	+8.757e+03	+0.632
19.500	+2.345e+03	+6.975e+03	+8.645e+03	+0.748
19.600	+2.007e+03	+6.881e+03	+9.990e+03	+0.774
19.700	+3.277e+03	+7.138e+03	+1.020e+04	+0.685
19.800	+3.071e+03	+7.053e+03	+1.017e+04	+0.697
19.900	+1.693e+03	+6.739e+03	+9.333e+03	+0.799
20.000	+3.114e+03	+6.740e+03	+9.181e+03	+0.684
20.100	+3.280e+03	+6.138e+03	+9.954e+03	+0.652
20.200	+2.802e+03	+5.123e+03	+1.076e+04	+0.646
20.300	+4.699e+03	+4.411e+03	+9.641e+03	+0.484
20.400	+6.317e+03	+2.123e+03	+1.023e+04	+0.252
20.500	+7.220e+03	+2.768e+03	+8.863e+03	+0.277
20.600	+7.931e+03	+2.649e+03	+1.106e+04	+0.250
20.700	+6.832e+03	+2.061e+03	+9.616e+03	+0.232
20.800	+6.593e+03	+3.151e+03	+1.045e+04	+0.323
20.900	+8.276e+03	+3.903e+03	+9.307e+03	+0.320
21.000	+7.478e+03	+3.441e+03	+9.564e+03	+0.315
21.100	+5.780e+03	+4.386e+03	+1.113e+04	+0.431
21.200	+7.634e+03	+3.148e+03	+1.013e+04	+0.292
21.300	+7.003e+03	+3.944e+03	+1.058e+04	+0.360
21.400	+6.729e+03	+2.695e+03	+1.024e+04	+0.286
21.500	+6.069e+03	+1.757e+03	+9.560e+03	+0.225
21.600	+6.157e+03	+3.331e+03	+9.776e+03	+0.351
21.700	+7.773e+03	+2.554e+03	+1.051e+04	+0.247
21.800	+8.003e+03	+2.577e+03	+9.133e+03	+0.244
21.900	+7.558e+03	+2.180e+03	+9.569e+03	+0.224
22.000	+8.067e+03	+3.510e+03	+1.036e+04	+0.303
22.100	+7.214e+03	+3.768e+03	+9.669e+03	+0.343
22.200	+7.374e+03	+2.209e+03	+1.009e+04	+0.231
