%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+2.861e+03	+7.509e+03	+9.628e+03	+0.724
0.100	+4.536e+03	+8.646e+03	+9.176e+03	+0.656
0.200	+2.804e+03	+7.580e+03	+9.990e+03	+0.730
0.300	+3.682e+03	+7.929e+03	+9.254e+03	+0.683
0.400	+2.062e+03	+5.550e+03	+9.309e+03	+0.729
0.500	+2.959e+03	+6.656e+03	+1.015e+04	+0.692
0.600	+1.538e+03	+8.347e+03	+1.025e+04	+0.844
0.700	+3.677e+03	+7.967e+03	+9.514e+03	+0.684
0.800	+2.586e+03	+7.051e+03	+1.079e+04	+0.732
0.900	+3.756e+03	+7.490e+03	+1.109e+04	+0.666
1.000	+3.134e+03	+7.713e+03	+1.117e+04	+0.711
1.100	+3.584e+03	+6.707e+03	+9.426e+03	+0.652
1.200	+4.307e+03	+7.049e+03	+9.371e+03	+0.621
1.300	+2.463e+03	+5.843e+03	+9.318e+03	+0.704
1.400	+3.151e+03	+7.928e+03	+9.818e+03	+0.716
1.500	+3.422e+03	+6.924e+03	+9.900e+03	+0.669
1.600	+2.273e+03	+8.069e+03	+8.942e+03	+0.780
1.700	+2.979e+03	+7.173e+03	+1.009e+04	+0.707
1.800	+3.991e+03	+7.057e+03	+9.408e+03	+0.639
1.900	+2.913e+03	+7.120e+03	+1.002e+04	+0.710
2.000	+1.422e+03	+6.429e+03	+1.007e+04	+0.819
2.100	+4.190e+03	+7.575e+03	+1.005e+04	+0.644
2.200	+3.481e+03	+7.446e+03	+1.132e+04	+0.681
2.300	+3.101e+03	+5.808e+03	+1.046e+04	+0.652
2.400	+2.171e+03	+8.227e+03	+9.779e+03	+0.791
2.500	+3.409e+03	+6.657e+03	+9.960e+03	+0.661
2.600	+3.968e+03	+7.494e+03	+1.153e+04	+0.654
2.700	+3.351e+03	+7.110e+03	+9.544e+03	+0.680
2.800	+2.464e+03	+6.766e+03	+8.782e+03	+0.733
2.900	+2.550e+03	+7.542e+03	+9.202e+03	+0.747
3.000	+2.086e+03	+5.370e+03	+1.034e+04	+0.720
3.100	+2.974e+03	+7.641e+03	+1.050e+04	+0.720
3.200	+1.995e+03	+7.494e+03	+9.984e+03	+0.790
3.300	+4.531e+03	+6.427e+03	+9.587e+03	+0.587
3.400	+2.923e+03	+9.490e+03	+9.557e+03	+0.765
3.500	+3.015e+03	+5.755e+03	+9.681e+03	+0.656
3.600	+3.463e+03	+5.909e+03	+9.759e+03	+0.631
3.700	+3.156e+03	+6.654e+03	+1.053e+04	+0.678
3.800	+3.366e+03	+5.872e+03	+1.207e+04	+0.636
3.900	+4.075e+03	+5.218e+03	+9.622e+03	+0.562
4.000	+6.605e+03	+1.907e+03	+1.042e+04	+0.224
4.100	+7.029e+03	+3.994e+03	+9.012e+03	+0.362
4.200	+6.952e+03	+3.541e+03	+1.085e+04	+0.337
4.300	+3.353e+03	+7.810e+03	+1.017e+04	+0.700
4.400	+3.263e+03	+7.034e+03	+9.939e+03	+0.683
4.500	+3.429e+03	+7.830e+03	+1.079e+04	+0.695
4.600	+2.495e+03	+8.131e+03	+9.475e+03	+0.765
