%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+4.978e+03	+5.807e+03	+1.048e+04	+0.538
0.100	+2.542e+03	+7.904e+03	+8.838e+03	+0.757
0.200	+2.586e+03	+7.803e+03	+1.148e+04	+0.751
0.300	+9.228e+02	+7.403e+03	+9.879e+03	+0.889
0.400	+3.419e+03	+7.032e+03	+8.936e+03	+0.673
0.500	+1.134e+03	+7.245e+03	+1.074e+04	+0.865
0.600	+6.717e+03	+5.584e+03	+8.503e+03	+0.454
0.700	+6.022e+03	+4.445e+03	+9.032e+03	+0.425
0.800	+6.546e+03	+3.052e+03	+8.885e+03	+0.318
0.900	+6.396e+03	+2.984e+03	+1.042e+04	+0.318
1.000	+6.151e+03	+1.972e+03	+9.091e+03	+0.243
1.100	+6.786e+03	+4.116e+03	+1.157e+04	+0.378
1.200	+7.372e+03	+2.648e+03	+9.678e+03	+0.264
1.300	+7.394e+03	+2.111e+03	+9.399e+03	+0.222
1.400	+6.675e+03	+2.056e+03	+9.517e+03	+0.235
1.500	+6.402e+03	+2.955e+03	+1.107e+04	+0.316
1.600	+7.058e+03	+2.971e+03	+9.786e+03	+0.296
1.700	+7.485e+03	+3.523e+03	+1.000e+04	+0.320
1.800	+5.000e+03	+3.941e+03	+1.147e+04	+0.441
1.900	+7.501e+03	+2.639e+03	+1.027e+04	+0.260
2.000	+6.837e+03	+3.662e+03	+8.975e+03	+0.349
2.100	+7.491e+03	+2.351e+03	+9.229e+03	+0.239
2.200	+7.957e+03	+2.789e+03	+1.100e+04	+0.260
2.300	+6.034e+03	+2.004e+03	+9.510e+03	+0.249
2.400	+7.687e+03	+3.155e+03	+8.962e+03	+0.291
2.500	+5.105e+03	+3.203e+03	+9.451e+03	+0.386
2.600	+6.044e+03	+2.550e+03	+9.771e+03	+0.297
2.700	+6.440e+03	+2.063e+03	+9.029e+03	+0.243
2.800	+6.726e+03	+3.237e+03	+8.991e+03	+0.325
2.900	+6.146e+03	+3.278e+03	+9.639e+03	+0.348
3.000	+7.012e+03	+5.089e+03	+9.730e+03	+0.421
3.100	+6.620e+03	+4.341e+03	+1.004e+04	+0.396
3.200	+6.568e+03	+3.146e+03	+9.517e+03	+0.324
3.300	+6.403e+03	+2.598e+03	+9.303e+03	+0.289
3.400	+7.290e+03	+2.189e+03	+9.921e+03	+0.231
3.500	+6.738e+03	+3.546e+03	+9.269e+03	+0.345
3.600	+6.438e+03	+3.056e+03	+9.517e+03	+0.322
3.700	+6.853e+03	+1.135e+03	+9.367e+03	+0.142
3.800	+6.831e+03	+2.649e+03	+9.767e+03	+0.279
3.900	+7.169e+03	+1.354e+03	+8.992e+03	+0.159
4.000	+7.007e+03	+2.787e+03	+1.029e+04	+0.285
4.100	+7.120e+03	+3.824e+03	+9.822e+03	+0.349
4.200	+6.447e+03	+3.707e+03	+9.453e+03	+0.365
4.300	+5.073e+03	+3.741e+03	+1.030e+04	+0.424
4.400	+1.951e+03	+7.061e+03	+1.059e+04	+0.784
4.500	+2.668e+03	+6.250e+03	+9.439e+03	+0.701
4.600	+1.392e+03	+6.506e+03	+9.027e+03	+0.824
4.700	+3.233e+03	+5.368e+03	+1.155e+04	+0.624
4.800	+2.450e+03	+8.465e+03	+9.822e+03	+0.776
4.900	+3.797e+03	+6.644e+03	+1.184e+04	+0.636
5.000	+3.088e+03	+7.418e+03	+8.301e+03	+0.706
5.100	+1.898e+03	+6.895e+03	+9.057e+03	+0.784
5.200	+2.375e+03	+5.892e+03	+9.545e+03	+0.713
5.300	+2.334e+03	+7.892e+03	+1.078e+04	+0.772
5.400	+4.297e+03	+7.757e+03	+8.765e+03	+0.644
5.500	+2.762e+03	+6.052e+03	+1.065e+04	+0.687
5.600	+2.659e+03	+5.766e+03	+1.005e+04	+0.684
