%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+2.854e+03	+7.621e+03	+1.022e+04	+0.728
0.100	+2.562e+03	+7.595e+03	+9.832e+03	+0.748
0.200	+4.522e+03	+8.574e+03	+1.075e+04	+0.655
0.300	+2.204e+03	+6.445e+03	+1.035e+04	+0.745
0.400	+3.620e+03	+6.977e+03	+9.461e+03	+0.658
0.500	+4.624e+03	+5.730e+03	+9.316e+03	+0.553
0.600	+2.625e+03	+7.459e+03	+9.215e+03	+0.740
0.700	+2.056e+03	+7.287e+03	+1.001e+04	+0.780
0.800	+2.487e+03	+6.964e+03	+9.557e+03	+0.737
0.900	+3.132e+03	+6.985e+03	+9.509e+03	+0.690
1.000	+3.013e+03	+7.055e+03	+9.528e+03	+0.701
1.100	+3.339e+03	+5.879e+03	+9.174e+03	+0.638
1.200	+3.073e+03	+7.214e+03	+9.390e+03	+0.701
1.300	+3.380e+03	+7.351e+03	+1.019e+04	+0.685
1.400	+3.435e+03	+7.098e+03	+1.084e+04	+0.674
1.500	+3.952e+03	+7.204e+03	+9.308e+03	+0.646
1.600	+7.300e+03	+3.727e+03	+1.073e+04	+0.338
1.700	+7.097e+03	+3.753e+03	+9.387e+03	+0.346
1.800	+6.894e+03	+1.822e+03	+9.980e+03	+0.209
1.900	+6.493e+03	+2.113e+03	+1.010e+04	+0.246
2.000	+6.840e+03	+2.198e+03	+1.099e+04	+0.243
2.100	+6.803e+03	+3.455e+03	+1.091e+04	+0.337
2.200	+6.457e+03	+2.399e+03	+9.137e+03	+0.271
2.300	+7.686e+03	+3.344e+03	+9.779e+03	+0.303
2.400	+6.702e+03	+3.139e+03	+1.043e+04	+0.319
2.500	+7.436e+03	+2.980e+03	+8.697e+03	+0.286
2.600	+6.256e+03	+3.109e+03	+1.030e+04	+0.332
2.700	+6.586e+03	+3.442e+03	+1.010e+04	+0.343
2.800	+8.535e+03	+2.204e+03	+1.007e+04	+0.205
2.900	+6.738e+03	+2.367e+03	+9.552e+03	+0.260
3.000	+7.374e+03	+3.841e+03	+9.465e+03	+0.342
3.100	+7.161e+03	+3.263e+03	+9.624e+03	+0.313
3.200	+6.818e+03	+3.577e+03	+9.342e+03	+0.344
3.300	+6.320e+03	+3.247e+03	+1.005e+04	+0.339
3.400	+6.712e+03	+3.809e+03	+1.051e+04	+0.362
3.500	+6.592e+03	+3.085e+03	+1.003e+04	+0.319
3.600	+6.269e+03	+3.488e+03	+1.008e+04	+0.357
3.700	+5.785e+03	+2.812e+03	+9.961e+03	+0.327
3.800	+7.045e+03	+2.570e+03	+1.113e+04	+0.267
3.900	+7.034e+03	+2.607e+03	+1.017e+04	+0.270
4.000	+6.790e+03	+2.290e+03	+1.065e+04	+0.252
4.100	+6.641e+03	+3.495e+03	+9.205e+03	+0.345
4.200	+6.467e+03	+1.974e+03	+9.631e+03	+0.234
4.300	+7.990e+03	+2.864e+03	+1.061e+04	+0.264
4.400	+7.785e+03	+2.109e+03	+9.452e+03	+0.213
4.500	+7.136e+03	+1.800e+03	+1.113e+04	+0.201
4.600	+6.569e+03	+2.944e+03	+1.065e+04	+0.309
4.700	+7.791e+03	+2.697e+03	+1.102e+04	+0.257
4.800	+8.570e+03	+2.865e+03	+9.427e+03	+0.251
4.900	+7.337e+03	+1.343e+03	+1.027e+04	+0.155
5.000	+7.431e+03	+1.826e+03	+8.652e+03	+0.197
5.100	+7.736e+03	+3.876e+03	+8.960e+03	+0.334
5.200	+6.538e+03	+3.510e+03	+8.117e+03	+0.349
5.300	+7.799e+03	+3.069e+03	+1.007e+04	+0.282
5.400	+5.812e+03	+4.645e+03	+1.071e+04	+0.444
5.500	+5.239e+03	+2.921e+03	+1.046e+04	+0.358
5.600	+7.578e+03	+2.009e+03	+1.016e+04	+0.210
5.700	+7.994e+03	+1.868e+03	+8.897e+03	+0.189
5.800	+5.852e+03	+2.945e+03	+1.023e+04	+0.335
5.900	+6.872e+03	+2.062e+03	+9.180e+03	+0.231
6.000	+8.164e+03	+3.786e+03	+1.015e+04	+0.317
6.100	+7.294e+03	+3.803e+03	+9.145e+03	+0.343
6.200	+7.323e+03	+1.837e+03	+8.491e+03	+0.201
6.300	+6.789e+03	+1.853e+03	+9.902e+03	+0.214
6.400	+6.935e+03	+5.360e+03	+9.321e+03	+0.436
6.500	+6.276e+03	+4.514e+03	+1.091e+04	+0.418
6.600	+7.249e+03	+2.704e+03	+1.061e+04	+0.272
6.700	+6.394e+03	+3.843e+03	+9.825e+03	+0.375
6.800	+6.408e+03	+1.316e+03	+1.129e+04	+0.170
6.900	+7.190e+03	+3.100e+03	+1.055e+04	+0.301
7.000	+7.555e+03	+2.950e+03	+9.374e+03	+0.281
7.100	+6.840e+03	+4.289e+03	+7.870e+03	+0.385
7.200	+7.659e+03	+3.313e+03	+1.127e+04	+0.302
7.300	+7.373e+03	+2.843e+03	+1.166e+04	+0.278
7.400	+7.182e+03	+2.211e+03	+8.168e+03	+0.235
7.500	+6.092e+03	+2.282e+03	+9.322e+03	+0.273
7.600	+6.826e+03	+3.176e+03	+1.036e+04	+0.318
7.700	+7.422e+03	+3.293e+03	+9.785e+03	+0.307
7.800	+7.803e+03	+3.717e+03	+1.113e+04	+0.323
7.900	+5.872e+03	+3.505e+03	+8.569e+03	+0.374
8.000	+6.256e+03	+3.173e+03	+8.761e+03	+0.337
8.100	+5.986e+03	+4.832e+03	+1.050e+04	+0.447
8.200	+3.252e+03	+7.603e+03	+9.847e+03	+0.700
8.300	+5.372e+03	+4.762e+03	+1.049e+04	+0.470
8.400	+3.408e+03	+7.696e+03	+1.060e+04	+0.693
8.500	+4.181e+03	+7.432e+03	+1.161e+04	+0.640
8.600	+2.664e+03	+7.643e+03	+1.034e+04	+0.742
8.700	+1.585e+03	+5.735e+03	+9.158e+03	+0.783
8.800	+2.390e+03	+6.780e+03	+9.657e+03	+0.739
8.900	+2.304e+03	+6.910e+03	+1.150e+04	+0.750
9.000	+2.212e+03	+7.379e+03	+1.046e+04	+0.769
9.100	+1.400e+03	+6.614e+03	+9.297e+03	+0.825
9.200	+2.850e+03	+8.081e+03	+1.009e+04	+0.739
9.300	+3.174e+03	+6.001e+03	+9.935e+03	+0.654
9.400	+2.158e+03	+7.869e+03	+1.014e+04	+0.785
9.500	+2.168e+03	+7.466e+03	+1.137e+04	+0.775
9.600	+3.050e+03	+7.731e+03	+1.084e+04	+0.717
9.700	+3.056e+03	+7.346e+03	+8.981e+03	+0.706
9.800	+1.888e+03	+7.553e+03	+9.852e+03	+0.800
9.900	+2.518e+03	+6.828e+03	+8.882e+03	+0.731
10.000	+3.083e+03	+7.578e+03	+1.060e+04	+0.711
10.100	+2.726e+03	+6.154e+03	+9.580e+03	+0.693
10.200	+3.341e+03	+7.342e+03	+1.040e+04	+0.687
10.300	+3.146e+03	+5.299e+03	+9.167e+03	+0.628
10.400	+3.493e+03	+5.768e+03	+1.020e+04	+0.623
10.500	+2.451e+03	+7.437e+03	+9.753e+03	+0.752
10.600	+3.436e+03	+6.322e+03	+9.996e+03	+0.648
10.700	+3.520e+03	+4.392e+03	+9.878e+03	+0.555
10.800	+5.227e+03	+4.586e+03	+9.417e+03	+0.467
10.900	+7.640e+03	+2.637e+03	+1.028e+04	+0.257
11.000	+5.440e+03	+5.122e+03	+1.001e+04	+0.485
11.100	+1.875e+03	+7.238e+03	+1.135e+04	+0.794
11.200	+3.030e+03	+7.096e+03	+1.065e+04	+0.701
11.300	+2.509e+03	+7.264e+03	+1.186e+04	+0.743
