%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+3.963e+03	+6.947e+03	+1.005e+04	+0.637
0.100	+3.882e+03	+6.466e+03	+9.801e+03	+0.625
0.200	+1.807e+03	+7.200e+03	+9.011e+03	+0.799
0.300	+3.184e+03	+6.757e+03	+9.709e+03	+0.680
0.400	+1.779e+03	+7.573e+03	+8.563e+03	+0.810
0.500	+2.288e+03	+6.926e+03	+9.197e+03	+0.752
0.600	+4.230e+03	+7.035e+03	+1.065e+04	+0.624
0.700	+2.611e+03	+6.391e+03	+9.701e+03	+0.710
0.800	+3.886e+03	+5.934e+03	+9.080e+03	+0.604
0.900	+2.872e+03	+7.659e+03	+1.037e+04	+0.727
1.000	+4.538e+03	+4.820e+03	+9.769e+03	+0.515
1.100	+6.509e+03	+2.759e+03	+1.047e+04	+0.298
1.200	+6.810e+03	+3.054e+03	+9.342e+03	+0.310
1.300	+6.058e+03	+3.357e+03	+1.105e+04	+0.357
1.400	+5.982e+03	+2.868e+03	+1.025e+04	+0.324
1.500	+5.678e+03	+2.798e+03	+9.350e+03	+0.330
1.600	+4.078e+03	+6.841e+03	+9.803e+03	+0.627
1.700	+2.304e+03	+6.429e+03	+1.128e+04	+0.736
1.800	+1.627e+03	+6.621e+03	+1.038e+04	+0.803
1.900	+2.256e+03	+6.124e+03	+1.079e+04	+0.731
2.000	+4.317e+03	+6.185e+03	+9.103e+03	+0.589
2.100	+2.423e+03	+7.123e+03	+9.290e+03	+0.746
2.200	+4.521e+03	+5.430e+03	+1.042e+04	+0.546
2.300	+8.057e+03	+3.257e+03	+8.898e+03	+0.288
2.400	+7.896e+03	+2.562e+03	+9.857e+03	+0.245
2.500	+7.667e+03	+3.682e+03	+1.091e+04	+0.324
2.600	+3.136e+03	+7.736e+03	+1.008e+04	+0.712
2.700	+2.252e+03	+7.338e+03	+9.567e+03	+0.765
2.800	+2.347e+03	+7.255e+03	+1.044e+04	+0.756
2.900	+1.844e+03	+8.517e+03	+1.004e+04	+0.822
3.000	+2.857e+03	+8.639e+03	+9.848e+03	+0.751
3.100	+3.059e+03	+5.732e+03	+1.040e+04	+0.652
3.200	+3.288e+03	+6.196e+03	+9.586e+03	+0.653
3.300	+4.053e+03	+6.220e+03	+9.203e+03	+0.606
3.400	+6.482e+03	+2.537e+03	+1.039e+04	+0.281
3.500	+8.828e+03	+2.874e+03	+1.021e+04	+0.246
3.600	+6.847e+03	+3.119e+03	+1.001e+04	+0.313
3.700	+7.331e+03	+2.749e+03	+1.050e+04	+0.273
3.800	+6.450e+03	+2.502e+03	+9.559e+03	+0.279
3.900	+6.501e+03	+2.976e+03	+1.091e+04	+0.314
4.000	+6.852e+03	+3.356e+03	+1.121e+04	+0.329
4.100	+7.388e+03	+3.353e+03	+1.028e+04	+0.312
4.200	+7.194e+03	+2.847e+03	+9.233e+03	+0.284
4.300	+7.649e+03	+2.216e+03	+9.674e+03	+0.225
4.400	+7.237e+03	+3.531e+03	+9.567e+03	+0.328
4.500	+7.199e+03	+4.006e+03	+9.392e+03	+0.358
4.600	+5.781e+03	+3.338e+03	+9.736e+03	+0.366
4.700	+6.433e+03	+3.697e+03	+9.641e+03	+0.365
