%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+2.951e+03	+6.560e+03	+9.832e+03	+0.690
0.100	+2.968e+03	+7.667e+03	+9.465e+03	+0.721
0.200	+2.030e+03	+6.193e+03	+9.910e+03	+0.753
0.300	+3.379e+03	+5.963e+03	+1.071e+04	+0.638
0.400	+3.112e+03	+6.945e+03	+1.105e+04	+0.691
0.500	+3.293e+03	+8.286e+03	+9.611e+03	+0.716
0.600	+4.170e+03	+7.835e+03	+9.040e+03	+0.653
0.700	+2.808e+03	+7.279e+03	+1.058e+04	+0.722
0.800	+1.649e+03	+7.958e+03	+7.819e+03	+0.828
0.900	+3.619e+03	+7.086e+03	+9.579e+03	+0.662
1.000	+2.757e+03	+6.108e+03	+9.844e+03	+0.689
1.100	+3.167e+03	+7.086e+03	+1.067e+04	+0.691
1.200	+4.364e+03	+5.895e+03	+9.002e+03	+0.575
1.300	+4.432e+03	+6.594e+03	+1.173e+04	+0.598
1.400	+8.076e+02	+5.448e+03	+1.031e+04	+0.871
1.500	+2.521e+03	+7.755e+03	+1.154e+04	+0.755
1.600	+4.012e+03	+8.924e+03	+1.065e+04	+0.690
1.700	+1.268e+03	+7.449e+03	+9.959e+03	+0.855
1.800	+3.521e+03	+7.073e+03	+9.343e+03	+0.668
1.900	+3.199e+03	+6.644e+03	+9.874e+03	+0.675
2.000	+2.765e+03	+6.469e+03	+1.091e+04	+0.701
2.100	+3.195e+03	+6.805e+03	+1.035e+04	+0.680
2.200	+2.939e+03	+6.674e+03	+1.022e+04	+0.694
2.300	+2.944e+03	+6.079e+03	+1.010e+04	+0.674
2.400	+3.537e+03	+8.361e+03	+1.037e+04	+0.703
2.500	+2.446e+03	+8.515e+03	+9.908e+03	+0.777
2.600	+2.806e+03	+7.937e+03	+1.008e+04	+0.739
2.700	+2.185e+03	+7.893e+03	+1.167e+04	+0.783
2.800	+3.469e+03	+6.238e+03	+1.034e+04	+0.643
2.900	+3.484e+03	+7.399e+03	+1.062e+04	+0.680
3.000	+2.316e+03	+8.364e+03	+9.930e+03	+0.783
3.100	+1.502e+03	+7.331e+03	+1.107e+04	+0.830
3.200	+3.615e+03	+5.827e+03	+9.942e+03	+0.617
3.300	+3.706e+03	+6.719e+03	+1.102e+04	+0.644
