%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+3.057e+03	+6.942e+03	+1.059e+04	+0.694
0.100	+3.240e+03	+5.861e+03	+1.069e+04	+0.644
0.200	+2.843e+03	+7.282e+03	+9.901e+03	+0.719
0.300	+2.765e+03	+6.715e+03	+1.009e+04	+0.708
0.400	+2.538e+03	+6.465e+03	+9.097e+03	+0.718
0.500	+3.676e+03	+7.263e+03	+1.057e+04	+0.664
0.600	+3.232e+03	+6.828e+03	+1.015e+04	+0.679
0.700	+2.320e+03	+6.362e+03	+1.143e+04	+0.733
0.800	+3.129e+03	+7.076e+03	+9.411e+03	+0.693
0.900	+1.802e+03	+6.226e+03	+9.622e+03	+0.776
1.000	+3.469e+03	+5.748e+03	+9.778e+03	+0.624
1.100	+1.144e+03	+7.284e+03	+1.127e+04	+0.864
1.200	+3.234e+03	+7.730e+03	+1.051e+04	+0.705
1.300	+6.052e+03	+4.796e+03	+9.986e+03	+0.442
1.400	+7.880e+03	+3.055e+03	+1.008e+04	+0.279
1.500	+8.456e+03	+2.624e+03	+8.903e+03	+0.237
1.600	+5.833e+03	+2.074e+03	+8.865e+03	+0.262
1.700	+7.567e+03	+3.860e+03	+6.715e+03	+0.338
1.800	+5.937e+03	+2.002e+03	+9.900e+03	+0.252
1.900	+6.958e+03	+2.200e+03	+1.060e+04	+0.240
2.000	+7.923e+03	+3.385e+03	+9.881e+03	+0.299
2.100	+8.132e+03	+2.395e+03	+9.073e+03	+0.228
2.200	+6.574e+03	+3.221e+03	+9.263e+03	+0.329
2.300	+6.431e+03	+4.330e+03	+9.273e+03	+0.402
2.400	+8.523e+03	+1.804e+03	+1.058e+04	+0.175
2.500	+5.561e+03	+4.071e+03	+1.022e+04	+0.423
2.600	+4.775e+03	+5.630e+03	+1.091e+04	+0.541
2.700	+5.480e+03	+3.801e+03	+9.644e+03	+0.410
2.800	+5.883e+03	+3.452e+03	+1.029e+04	+0.370
2.900	+7.253e+03	+1.343e+03	+8.536e+03	+0.156
3.000	+6.249e+03	+1.949e+03	+1.053e+04	+0.238
3.100	+7.351e+03	+3.146e+03	+9.446e+03	+0.300
3.200	+6.274e+03	+2.928e+03	+9.799e+03	+0.318
3.300	+6.430e+03	+2.593e+03	+1.146e+04	+0.287
3.400	+7.341e+03	+3.653e+03	+9.640e+03	+0.332
3.500	+7.953e+03	+1.802e+03	+9.102e+03	+0.185
3.600	+6.623e+03	+3.855e+03	+8.920e+03	+0.368
3.700	+3.125e+03	+7.083e+03	+1.071e+04	+0.694
3.800	+3.063e+03	+7.042e+03	+1.045e+04	+0.697
3.900	+2.550e+03	+7.342e+03	+1.032e+04	+0.742
4.000	+3.602e+03	+7.055e+03	+9.000e+03	+0.662
4.100	+1.957e+03	+7.716e+03	+9.754e+03	+0.798
4.200	+2.127e+03	+8.695e+03	+1.108e+04	+0.803
4.300	+3.668e+03	+6.015e+03	+8.158e+03	+0.621
4.400	+3.572e+03	+7.521e+03	+1.058e+04	+0.678
4.500	+3.547e+03	+8.155e+03	+1.059e+04	+0.697
4.600	+3.091e+03	+8.375e+03	+1.142e+04	+0.730
4.700	+3.093e+03	+6.987e+03	+1.055e+04	+0.693
4.800	+4.278e+03	+5.464e+03	+1.066e+04	+0.561
4.900	+2.470e+03	+7.368e+03	+1.101e+04	+0.749
5.000	+4.584e+03	+7.507e+03	+9.632e+03	+0.621
5.100	+2.324e+03	+6.645e+03	+9.905e+03	+0.741
5.200	+3.878e+03	+7.075e+03	+1.013e+04	+0.646
5.300	+1.962e+03	+7.531e+03	+8.406e+03	+0.793
5.400	+4.124e+03	+6.079e+03	+9.430e+03	+0.596
5.500	+2.653e+03	+6.694e+03	+1.081e+04	+0.716
5.600	+4.194e+03	+8.436e+03	+1.131e+04	+0.668
