%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+6.754e+03	+3.101e+03	+8.892e+03	+0.315
0.100	+6.669e+03	+2.555e+03	+1.013e+04	+0.277
0.200	+7.570e+03	+1.327e+03	+1.018e+04	+0.149
0.300	+7.044e+03	+2.295e+03	+1.039e+04	+0.246
0.400	+6.156e+03	+2.123e+03	+1.071e+04	+0.256
0.500	+7.392e+03	+3.864e+03	+1.110e+04	+0.343
0.600	+6.599e+03	+2.640e+03	+9.990e+03	+0.286
0.700	+7.061e+03	+2.629e+03	+1.031e+04	+0.271
0.800	+7.113e+03	+2.395e+03	+9.003e+03	+0.252
0.900	+4.437e+03	+4.224e+03	+1.010e+04	+0.488
1.000	+2.302e+03	+6.870e+03	+9.876e+03	+0.749
1.100	+3.556e+03	+6.401e+03	+1.012e+04	+0.643
1.200	+3.912e+03	+6.154e+03	+9.116e+03	+0.611
1.300	+3.044e+03	+6.437e+03	+9.764e+03	+0.679
1.400	+2.099e+03	+6.905e+03	+1.059e+04	+0.767
1.500	+3.300e+03	+7.415e+03	+1.012e+04	+0.692
1.600	+3.137e+03	+6.539e+03	+1.003e+04	+0.676
1.700	+3.705e+03	+6.489e+03	+9.685e+03	+0.637
1.800	+3.141e+03	+7.057e+03	+1.036e+04	+0.692
1.900	+4.720e+03	+6.635e+03	+9.631e+03	+0.584
2.000	+3.393e+03	+6.991e+03	+9.144e+03	+0.673
2.100	+3.095e+03	+5.767e+03	+9.890e+03	+0.651
2.200	+3.537e+03	+6.540e+03	+1.112e+04	+0.649
2.300	+1.827e+03	+6.069e+03	+9.842e+03	+0.769
2.400	+3.701e+03	+7.072e+03	+1.006e+04	+0.656
2.500	+3.751e+03	+6.747e+03	+9.660e+03	+0.643
2.600	+2.394e+03	+7.275e+03	+1.070e+04	+0.752
2.700	+2.889e+03	+7.503e+03	+1.136e+04	+0.722
2.800	+2.979e+03	+7.211e+03	+1.021e+04	+0.708
2.900	+1.923e+03	+7.123e+03	+1.094e+04	+0.787
3.000	+2.803e+03	+7.460e+03	+9.730e+03	+0.727
3.100	+3.579e+03	+8.222e+03	+1.037e+04	+0.697
3.200	+3.768e+03	+6.916e+03	+9.791e+03	+0.647
3.300	+4.156e+03	+7.719e+03	+9.033e+03	+0.650
3.400	+2.628e+03	+7.084e+03	+9.082e+03	+0.729
3.500	+3.199e+03	+7.163e+03	+9.064e+03	+0.691
3.600	+3.303e+03	+5.952e+03	+1.170e+04	+0.643
3.700	+1.647e+03	+7.537e+03	+9.852e+03	+0.821
3.800	+3.724e+03	+6.785e+03	+9.291e+03	+0.646
3.900	+2.203e+03	+7.466e+03	+9.405e+03	+0.772
4.000	+3.022e+03	+6.564e+03	+1.007e+04	+0.685
4.100	+1.867e+03	+7.192e+03	+1.053e+04	+0.794
4.200	+2.941e+03	+9.091e+03	+1.124e+04	+0.756
4.300	+3.335e+03	+6.218e+03	+9.935e+03	+0.651
4.400	+2.718e+03	+7.534e+03	+9.058e+03	+0.735
4.500	+3.495e+03	+6.886e+03	+9.198e+03	+0.663
4.600	+4.383e+03	+7.452e+03	+8.877e+03	+0.630
4.700	+2.581e+03	+5.790e+03	+1.005e+04	+0.692
4.800	+4.554e+03	+8.173e+03	+9.424e+03	+0.642
4.900	+4.111e+03	+8.997e+03	+1.090e+04	+0.686
5.000	+2.436e+03	+8.201e+03	+1.025e+04	+0.771
5.100	+1.621e+03	+6.642e+03	+9.373e+03	+0.804
5.200	+2.537e+03	+7.582e+03	+9.223e+03	+0.749
5.300	+2.318e+03	+8.808e+03	+1.039e+04	+0.792
5.400	+9.685e+02	+6.827e+03	+1.029e+04	+0.876
5.500	+3.604e+03	+6.444e+03	+9.230e+03	+0.641
5.600	+2.991e+03	+6.890e+03	+9.492e+03	+0.697
5.700	+3.877e+03	+7.145e+03	+9.635e+03	+0.648
5.800	+7.893e+03	+2.531e+03	+1.038e+04	+0.243
5.900	+6.434e+03	+2.492e+03	+1.124e+04	+0.279
6.000	+5.251e+03	+2.315e+03	+8.976e+03	+0.306
6.100	+7.162e+03	+3.723e+03	+9.944e+03	+0.342
6.200	+6.447e+03	+2.171e+03	+9.680e+03	+0.252
6.300	+7.760e+03	+1.998e+03	+8.485e+03	+0.205
6.400	+7.688e+03	+2.627e+03	+1.069e+04	+0.255
6.500	+7.209e+03	+4.848e+03	+9.147e+03	+0.402
6.600	+7.900e+03	+3.748e+03	+9.783e+03	+0.322
6.700	+6.444e+03	+7.856e+02	+8.544e+03	+0.109
6.800	+6.494e+03	+4.049e+03	+9.351e+03	+0.384
6.900	+6.544e+03	+2.110e+03	+1.171e+04	+0.244
7.000	+6.160e+03	+2.401e+03	+9.462e+03	+0.280
7.100	+7.219e+03	+3.857e+03	+9.454e+03	+0.348
7.200	+7.022e+03	+2.698e+03	+9.336e+03	+0.278
7.300	+7.171e+03	+3.112e+03	+8.827e+03	+0.303
7.400	+6.249e+03	+3.116e+03	+1.015e+04	+0.333
7.500	+6.122e+03	+2.856e+03	+1.133e+04	+0.318
7.600	+6.066e+03	+3.410e+03	+1.145e+04	+0.360
7.700	+7.415e+03	+3.406e+03	+1.082e+04	+0.315
7.800	+6.547e+03	+2.938e+03	+9.657e+03	+0.310
7.900	+6.962e+03	+3.277e+03	+8.551e+03	+0.320
8.000	+6.976e+03	+3.623e+03	+1.076e+04	+0.342
8.100	+6.028e+03	+1.841e+03	+8.887e+03	+0.234
8.200	+7.253e+03	+3.736e+03	+1.048e+04	+0.340
8.300	+6.286e+03	+2.844e+03	+9.334e+03	+0.312
8.400	+6.864e+03	+3.474e+03	+8.283e+03	+0.336
8.500	+7.499e+03	+2.562e+03	+1.008e+04	+0.255
8.600	+2.090e+03	+7.433e+03	+9.915e+03	+0.781
8.700	+1.528e+03	+6.756e+03	+9.758e+03	+0.816
8.800	+3.414e+03	+7.467e+03	+1.065e+04	+0.686
8.900	+6.057e+03	+4.533e+03	+9.791e+03	+0.428
9.000	+7.341e+03	+1.664e+03	+1.046e+04	+0.185
9.100	+7.120e+03	+3.076e+03	+9.828e+03	+0.302
9.200	+8.431e+03	+3.241e+03	+1.004e+04	+0.278
9.300	+8.107e+03	+3.758e+03	+1.044e+04	+0.317
9.400	+9.014e+03	+2.240e+03	+9.994e+03	+0.199
9.500	+6.625e+03	+1.678e+03	+9.685e+03	+0.202
9.600	+6.839e+03	+2.474e+03	+1.057e+04	+0.266
9.700	+8.132e+03	+2.940e+03	+8.043e+03	+0.266
9.800	+6.651e+03	+3.042e+03	+8.346e+03	+0.314
9.900	+7.655e+03	+3.398e+03	+9.836e+03	+0.307
10.000	+7.327e+03	+3.419e+03	+9.087e+03	+0.318
10.100	+6.730e+03	+3.267e+03	+1.029e+04	+0.327
10.200	+5.590e+03	+6.628e+02	+9.138e+03	+0.106
10.300	+7.167e+03	+2.224e+03	+8.473e+03	+0.237
10.400	+6.822e+03	+1.255e+03	+9.671e+03	+0.155
10.500	+6.138e+03	+2.908e+03	+1.052e+04	+0.321
10.600	+7.400e+03	+2.757e+03	+9.848e+03	+0.271
10.700	+6.530e+03	+1.586e+03	+1.105e+04	+0.195
10.800	+7.056e+03	+4.115e+03	+1.026e+04	+0.368
10.900	+5.333e+03	+5.174e+03	+1.033e+04	+0.492
11.000	+7.213e+03	+3.478e+03	+9.141e+03	+0.325
11.100	+7.244e+03	+3.290e+03	+9.057e+03	+0.312
11.200	+7.762e+03	+1.882e+03	+1.040e+04	+0.195
11.300	+4.850e+03	+6.543e+03	+9.967e+03	+0.574
11.400	+3.372e+03	+6.129e+03	+1.066e+04	+0.645
11.500	+3.954e+03	+7.157e+03	+8.509e+03	+0.644
11.600	+2.632e+03	+5.966e+03	+9.634e+03	+0.694
11.700	+3.263e+03	+7.143e+03	+1.121e+04	+0.686
11.800	+2.753e+03	+6.521e+03	+8.850e+03	+0.703
11.900	+4.170e+03	+6.617e+03	+9.315e+03	+0.613
12.000	+3.285e+03	+7.411e+03	+1.013e+04	+0.693
12.100	+3.860e+03	+6.882e+03	+8.652e+03	+0.641
12.200	+3.036e+03	+6.291e+03	+8.837e+03	+0.674
12.300	+3.189e+03	+5.782e+03	+1.068e+04	+0.645
12.400	+2.961e+03	+6.103e+03	+1.056e+04	+0.673
12.500	+2.753e+03	+6.656e+03	+1.005e+04	+0.707
12.600	+3.489e+03	+6.936e+03	+9.934e+03	+0.665
12.700	+2.329e+03	+6.820e+03	+9.985e+03	+0.745
12.800	+2.824e+03	+6.609e+03	+8.590e+03	+0.701
12.900	+3.342e+03	+7.645e+03	+1.092e+04	+0.696
13.000	+2.222e+03	+6.937e+03	+1.063e+04	+0.757
13.100	+3.754e+03	+7.338e+03	+1.019e+04	+0.662
13.200	+2.975e+03	+7.431e+03	+8.351e+03	+0.714
13.300	+3.144e+03	+5.720e+03	+1.009e+04	+0.645
13.400	+4.185e+03	+5.011e+03	+9.678e+03	+0.545
13.500	+3.177e+03	+6.110e+03	+1.046e+04	+0.658
13.600	+3.169e+03	+7.354e+03	+1.040e+04	+0.699
13.700	+3.313e+03	+5.820e+03	+1.003e+04	+0.637
13.800	+4.311e+03	+8.281e+03	+1.068e+04	+0.658
13.900	+2.639e+03	+7.149e+03	+9.123e+03	+0.730
14.000	+3.899e+03	+6.958e+03	+1.021e+04	+0.641
14.100	+2.130e+03	+7.312e+03	+1.049e+04	+0.774
14.200	+3.630e+03	+6.023e+03	+1.024e+04	+0.624
14.300	+3.223e+03	+6.829e+03	+9.253e+03	+0.679
14.400	+3.569e+03	+6.647e+03	+1.024e+04	+0.651
14.500	+2.575e+03	+7.225e+03	+9.725e+03	+0.737
14.600	+4.353e+03	+7.552e+03	+1.102e+04	+0.634
14.700	+3.191e+03	+7.934e+03	+1.018e+04	+0.713
14.800	+4.152e+03	+7.751e+03	+1.068e+04	+0.651
14.900	+3.090e+03	+5.951e+03	+1.126e+04	+0.658
