%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+7.900e+03	+2.259e+03	+9.272e+03	+0.222
0.100	+5.940e+03	+3.395e+03	+1.088e+04	+0.364
0.200	+6.042e+03	+4.163e+03	+8.972e+03	+0.408
0.300	+6.242e+03	+2.531e+03	+1.028e+04	+0.289
0.400	+7.190e+03	+1.711e+03	+9.970e+03	+0.192
0.500	+6.368e+03	+2.722e+03	+9.184e+03	+0.299
0.600	+6.581e+03	+2.574e+03	+1.036e+04	+0.281
0.700	+7.664e+03	+3.862e+03	+9.720e+03	+0.335
0.800	+7.953e+03	+4.237e+03	+1.122e+04	+0.348
0.900	+7.321e+03	+3.269e+03	+9.887e+03	+0.309
1.000	+8.149e+03	+2.066e+03	+9.414e+03	+0.202
1.100	+6.877e+03	+4.442e+03	+1.163e+04	+0.392
1.200	+7.045e+03	+2.413e+03	+9.980e+03	+0.255
1.300	+7.242e+03	+2.868e+03	+1.025e+04	+0.284
1.400	+6.612e+03	+3.245e+03	+1.047e+04	+0.329
1.500	+7.952e+03	+2.742e+02	+9.477e+03	+0.033
1.600	+8.105e+03	+2.417e+03	+9.773e+03	+0.230
1.700	+6.202e+03	+3.025e+03	+9.649e+03	+0.328
1.800	+8.133e+03	+3.562e+03	+1.005e+04	+0.305
1.900	+7.769e+03	+2.795e+03	+9.688e+03	+0.265
2.000	+6.318e+03	+4.145e+03	+1.023e+04	+0.396
2.100	+7.004e+03	+4.003e+03	+9.898e+03	+0.364
2.200	+6.596e+03	+3.070e+03	+1.085e+04	+0.318
2.300	+7.337e+03	+2.588e+03	+1.064e+04	+0.261
2.400	+7.211e+03	+3.496e+03	+9.143e+03	+0.327
2.500	+7.356e+03	+3.371e+03	+1.012e+04	+0.314
2.600	+7.968e+03	+3.037e+03	+9.490e+03	+0.276
2.700	+7.461e+03	+2.472e+03	+1.094e+04	+0.249
2.800	+6.958e+03	+2.271e+03	+9.914e+03	+0.246
2.900	+6.396e+03	+4.343e+03	+9.449e+03	+0.404
3.000	+6.085e+03	+2.110e+03	+1.023e+04	+0.257
3.100	+6.854e+03	+3.731e+03	+1.139e+04	+0.352
3.200	+7.673e+03	+2.858e+03	+9.565e+03	+0.271
3.300	+6.670e+03	+3.325e+03	+1.105e+04	+0.333
3.400	+6.209e+03	+2.536e+03	+9.811e+03	+0.290
3.500	+7.361e+03	+2.969e+03	+1.007e+04	+0.287
3.600	+7.581e+03	+1.580e+03	+1.014e+04	+0.172
3.700	+4.213e+03	+4.662e+03	+1.025e+04	+0.525
3.800	+4.341e+03	+6.932e+03	+9.661e+03	+0.615
3.900	+1.317e+03	+5.603e+03	+9.815e+03	+0.810
4.000	+3.068e+03	+7.183e+03	+1.124e+04	+0.701
4.100	+8.843e+02	+5.391e+03	+9.737e+03	+0.859
4.200	+2.518e+03	+7.936e+03	+1.119e+04	+0.759
4.300	+2.574e+03	+7.249e+03	+1.124e+04	+0.738
4.400	+3.487e+03	+6.975e+03	+9.208e+03	+0.667
4.500	+4.510e+03	+8.077e+03	+9.138e+03	+0.642
4.600	+1.670e+03	+6.765e+03	+9.697e+03	+0.802
4.700	+4.141e+03	+6.868e+03	+1.055e+04	+0.624
4.800	+3.550e+03	+6.072e+03	+1.019e+04	+0.631
4.900	+3.613e+03	+6.614e+03	+8.226e+03	+0.647
5.000	+6.905e+03	+3.150e+03	+9.476e+03	+0.313
5.100	+8.205e+03	+3.888e+03	+1.078e+04	+0.321
5.200	+5.998e+03	+3.230e+03	+1.097e+04	+0.350
5.300	+7.614e+03	+3.407e+03	+8.661e+03	+0.309
5.400	+6.882e+03	+3.518e+03	+9.001e+03	+0.338
5.500	+6.289e+03	+2.412e+03	+8.860e+03	+0.277
5.600	+8.297e+03	+5.038e+03	+1.144e+04	+0.378
5.700	+5.596e+03	+2.672e+03	+9.290e+03	+0.323
5.800	+7.150e+03	+3.366e+03	+8.548e+03	+0.320
5.900	+5.635e+03	+1.958e+03	+8.871e+03	+0.258
6.000	+6.214e+03	+2.318e+03	+9.530e+03	+0.272
6.100	+6.887e+03	+3.304e+03	+9.953e+03	+0.324
6.200	+6.645e+03	+3.712e+03	+1.078e+04	+0.358
6.300	+2.115e+03	+7.378e+03	+8.861e+03	+0.777
6.400	+3.759e+03	+6.805e+03	+1.041e+04	+0.644
6.500	+3.617e+03	+7.879e+03	+1.093e+04	+0.685
6.600	+2.952e+03	+7.720e+03	+1.086e+04	+0.723
6.700	+2.454e+03	+7.210e+03	+9.709e+03	+0.746
6.800	+2.481e+03	+7.302e+03	+1.044e+04	+0.746
