%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+7.335e+03	+1.611e+03	+1.020e+04	+0.180
0.100	+7.985e+03	+2.454e+03	+9.241e+03	+0.235
0.200	+5.711e+03	+2.904e+03	+9.523e+03	+0.337
0.300	+5.536e+03	+4.025e+03	+1.135e+04	+0.421
0.400	+2.989e+03	+6.288e+03	+1.063e+04	+0.678
0.500	+2.969e+03	+6.701e+03	+1.120e+04	+0.693
0.600	+4.963e+03	+6.284e+03	+1.104e+04	+0.559
0.700	+4.317e+03	+6.021e+03	+9.837e+03	+0.582
0.800	+6.096e+03	+3.836e+03	+1.011e+04	+0.386
0.900	+7.061e+03	+1.873e+03	+9.094e+03	+0.210
1.000	+6.522e+03	+2.377e+03	+1.058e+04	+0.267
1.100	+6.059e+03	+2.463e+03	+9.880e+03	+0.289
1.200	+7.360e+03	+2.101e+03	+1.018e+04	+0.222
1.300	+7.728e+03	+2.224e+03	+1.037e+04	+0.223
1.400	+3.762e+03	+7.187e+03	+8.739e+03	+0.656
1.500	+1.717e+03	+7.119e+03	+9.202e+03	+0.806
1.600	+2.894e+03	+7.772e+03	+1.116e+04	+0.729
1.700	+2.085e+03	+6.327e+03	+9.954e+03	+0.752
1.800	+3.412e+03	+7.855e+03	+1.021e+04	+0.697
1.900	+2.403e+03	+7.214e+03	+9.780e+03	+0.750
2.000	+2.770e+03	+7.521e+03	+9.418e+03	+0.731
2.100	+3.088e+03	+7.685e+03	+1.002e+04	+0.713
2.200	+2.673e+03	+7.680e+03	+9.355e+03	+0.742
2.300	+6.847e+03	+4.884e+03	+9.627e+03	+0.416
2.400	+6.964e+03	+2.524e+03	+9.179e+03	+0.266
2.500	+6.979e+03	+3.498e+03	+1.132e+04	+0.334
2.600	+2.492e+03	+6.625e+03	+1.010e+04	+0.727
2.700	+2.796e+03	+7.117e+03	+8.881e+03	+0.718
2.800	+3.523e+03	+7.263e+03	+1.078e+04	+0.673
2.900	+1.273e+03	+7.003e+03	+9.994e+03	+0.846
3.000	+5.945e+03	+3.552e+03	+1.029e+04	+0.374
3.100	+7.172e+03	+2.970e+03	+1.133e+04	+0.293
3.200	+7.784e+03	+2.271e+03	+1.026e+04	+0.226
3.300	+6.287e+03	+1.316e+03	+1.088e+04	+0.173
3.400	+7.042e+03	+3.039e+03	+9.816e+03	+0.301
3.500	+6.868e+03	+3.543e+03	+1.091e+04	+0.340
3.600	+6.303e+03	+3.544e+03	+1.008e+04	+0.360
3.700	+7.338e+03	+3.935e+03	+1.054e+04	+0.349
3.800	+6.571e+03	+3.530e+03	+1.013e+04	+0.350
3.900	+5.222e+03	+3.040e+03	+9.808e+03	+0.368
4.000	+2.277e+03	+6.679e+03	+1.066e+04	+0.746
4.100	+1.376e+03	+5.808e+03	+9.492e+03	+0.808
4.200	+2.699e+03	+7.749e+03	+1.078e+04	+0.742
4.300	+2.398e+03	+7.279e+03	+1.126e+04	+0.752
4.400	+1.937e+03	+5.935e+03	+9.812e+03	+0.754
4.500	+1.674e+03	+6.097e+03	+1.043e+04	+0.785
4.600	+3.127e+03	+6.874e+03	+9.885e+03	+0.687
4.700	+1.878e+03	+6.833e+03	+9.331e+03	+0.784
4.800	+3.362e+03	+8.193e+03	+1.014e+04	+0.709
4.900	+3.513e+03	+6.220e+03	+9.808e+03	+0.639
5.000	+3.258e+03	+7.444e+03	+9.902e+03	+0.696
5.100	+3.504e+03	+6.265e+03	+9.177e+03	+0.641
5.200	+2.496e+03	+7.470e+03	+1.006e+04	+0.750
5.300	+3.709e+03	+4.688e+03	+1.063e+04	+0.558
5.400	+2.325e+03	+6.424e+03	+9.788e+03	+0.734
5.500	+3.315e+03	+7.887e+03	+8.454e+03	+0.704
5.600	+2.141e+03	+5.534e+03	+9.892e+03	+0.721
