%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+3.227e+03	+8.489e+03	+9.866e+03	+0.725
0.100	+4.265e+03	+8.027e+03	+9.210e+03	+0.653
0.200	+3.698e+03	+7.701e+03	+1.097e+04	+0.676
0.300	+1.758e+03	+6.728e+03	+1.042e+04	+0.793
0.400	+1.709e+03	+6.306e+03	+9.634e+03	+0.787
0.500	+3.280e+03	+6.156e+03	+9.496e+03	+0.652
0.600	+2.734e+03	+6.766e+03	+1.001e+04	+0.712
0.700	+1.311e+03	+7.549e+03	+9.367e+03	+0.852
0.800	+3.024e+03	+6.204e+03	+1.042e+04	+0.672
0.900	+2.438e+03	+7.156e+03	+8.780e+03	+0.746
1.000	+4.181e+03	+6.151e+03	+8.873e+03	+0.595
1.100	+4.220e+03	+5.536e+03	+1.012e+04	+0.567
1.200	+3.495e+03	+7.873e+03	+9.264e+03	+0.693
1.300	+2.905e+03	+6.894e+03	+1.179e+04	+0.704
1.400	+3.719e+03	+6.950e+03	+1.092e+04	+0.651
1.500	+2.794e+03	+6.675e+03	+9.473e+03	+0.705
1.600	+2.816e+03	+6.969e+03	+9.517e+03	+0.712
1.700	+3.853e+03	+5.611e+03	+1.091e+04	+0.593
1.800	+3.185e+03	+7.182e+03	+9.008e+03	+0.693
1.900	+2.116e+03	+6.979e+03	+1.069e+04	+0.767
2.000	+3.172e+03	+6.927e+03	+1.017e+04	+0.686
2.100	+3.875e+03	+7.969e+03	+9.448e+03	+0.673
2.200	+3.462e+03	+7.129e+03	+1.042e+04	+0.673
2.300	+4.628e+03	+4.802e+03	+9.973e+03	+0.509
2.400	+7.412e+03	+2.512e+03	+9.384e+03	+0.253
2.500	+6.156e+03	+3.316e+03	+1.136e+04	+0.350
2.600	+6.093e+03	+3.165e+03	+1.125e+04	+0.342
2.700	+7.156e+03	+1.673e+03	+1.083e+04	+0.190
2.800	+5.935e+03	+2.087e+03	+9.961e+03	+0.260
2.900	+8.495e+03	+3.133e+03	+1.097e+04	+0.269
3.000	+6.817e+03	+2.214e+03	+1.049e+04	+0.245
3.100	+6.867e+03	+1.538e+03	+1.056e+04	+0.183
3.200	+7.227e+03	+2.190e+03	+1.006e+04	+0.233
3.300	+7.046e+03	+2.472e+03	+9.203e+03	+0.260
3.400	+6.852e+03	+2.778e+03	+1.078e+04	+0.288
3.500	+6.968e+03	+2.391e+03	+9.354e+03	+0.255
3.600	+7.078e+03	+2.639e+03	+1.046e+04	+0.272
3.700	+7.417e+03	+2.547e+03	+1.086e+04	+0.256
3.800	+8.612e+03	+1.419e+03	+1.049e+04	+0.141
3.900	+6.523e+03	+3.329e+03	+9.532e+03	+0.338
4.000	+5.729e+03	+3.532e+03	+1.061e+04	+0.381
4.100	+5.833e+03	+3.430e+03	+9.572e+03	+0.370
4.200	+7.324e+03	+3.836e+03	+8.970e+03	+0.344
4.300	+6.883e+03	+3.766e+03	+9.216e+03	+0.354
4.400	+5.423e+03	+2.521e+03	+9.441e+03	+0.317
4.500	+7.485e+03	+1.997e+03	+1.046e+04	+0.211
4.600	+6.123e+03	+4.121e+03	+1.066e+04	+0.402
4.700	+8.260e+03	+3.753e+03	+9.856e+03	+0.312
4.800	+6.162e+03	+3.042e+03	+9.720e+03	+0.331
4.900	+7.743e+03	+3.889e+03	+1.037e+04	+0.334
5.000	+6.471e+03	+1.517e+03	+1.001e+04	+0.190
5.100	+5.551e+03	+4.319e+03	+9.590e+03	+0.438
5.200	+6.261e+03	+2.418e+03	+1.092e+04	+0.279
5.300	+6.913e+03	+4.714e+03	+9.828e+03	+0.405
5.400	+8.337e+03	+3.114e+03	+1.174e+04	+0.272
5.500	+5.461e+03	+2.549e+03	+1.072e+04	+0.318
5.600	+5.936e+03	+3.490e+03	+1.027e+04	+0.370
5.700	+5.674e+03	+2.931e+03	+9.343e+03	+0.341
5.800	+6.740e+03	+3.557e+03	+1.017e+04	+0.345
5.900	+6.322e+03	+3.552e+03	+9.623e+03	+0.360
6.000	+6.634e+03	+2.507e+03	+1.117e+04	+0.274
6.100	+7.857e+03	+1.983e+03	+8.829e+03	+0.202
6.200	+7.834e+03	+2.636e+03	+8.859e+03	+0.252
6.300	+7.093e+03	+2.816e+03	+1.055e+04	+0.284
6.400	+7.074e+03	+4.081e+03	+8.958e+03	+0.366
6.500	+7.640e+03	+2.895e+03	+9.366e+03	+0.275
6.600	+6.592e+03	+2.585e+03	+8.526e+03	+0.282
6.700	+6.574e+03	+2.226e+03	+9.639e+03	+0.253
6.800	+8.710e+03	+3.564e+03	+9.671e+03	+0.290
6.900	+6.837e+03	+4.248e+03	+1.048e+04	+0.383
7.000	+5.590e+03	+2.921e+03	+9.184e+03	+0.343
7.100	+7.293e+03	+2.503e+03	+1.015e+04	+0.256
7.200	+7.368e+03	+3.969e+03	+1.143e+04	+0.350
7.300	+7.160e+03	+2.075e+03	+1.051e+04	+0.225
7.400	+6.736e+03	+2.195e+03	+1.051e+04	+0.246
7.500	+7.348e+03	+3.702e+03	+9.520e+03	+0.335
7.600	+7.159e+03	+2.687e+03	+1.075e+04	+0.273
7.700	+2.987e+03	+6.511e+03	+9.987e+03	+0.686
7.800	+3.533e+03	+5.862e+03	+1.008e+04	+0.624
7.900	+2.344e+03	+8.517e+03	+9.591e+03	+0.784
8.000	+2.693e+03	+7.474e+03	+1.120e+04	+0.735
8.100	+3.138e+03	+7.170e+03	+9.995e+03	+0.696
8.200	+2.894e+03	+6.627e+03	+1.026e+04	+0.696
8.300	+2.448e+03	+7.199e+03	+9.511e+03	+0.746
8.400	+6.306e+03	+2.978e+03	+9.856e+03	+0.321
8.500	+7.053e+03	+3.166e+03	+9.191e+03	+0.310
8.600	+6.699e+03	+9.418e+02	+9.954e+03	+0.123
8.700	+5.510e+03	+3.453e+03	+9.121e+03	+0.385
8.800	+3.733e+03	+6.798e+03	+9.984e+03	+0.646
8.900	+3.126e+03	+6.761e+03	+9.488e+03	+0.684
9.000	+1.401e+03	+6.203e+03	+9.575e+03	+0.816
9.100	+2.935e+03	+6.835e+03	+9.843e+03	+0.700
9.200	+1.689e+03	+7.815e+03	+1.019e+04	+0.822
9.300	+3.427e+03	+7.200e+03	+1.068e+04	+0.677
9.400	+2.784e+03	+5.759e+03	+9.315e+03	+0.674
9.500	+2.774e+03	+6.337e+03	+1.106e+04	+0.696
9.600	+6.276e+03	+3.664e+03	+1.014e+04	+0.369
9.700	+6.780e+03	+3.456e+03	+9.454e+03	+0.338
9.800	+7.470e+03	+3.276e+03	+1.056e+04	+0.305
9.900	+7.828e+03	+3.297e+03	+8.540e+03	+0.296
10.000	+7.840e+03	+3.283e+03	+9.063e+03	+0.295
10.100	+7.103e+03	+3.231e+03	+1.018e+04	+0.313
10.200	+6.104e+03	+2.919e+03	+1.029e+04	+0.323
10.300	+7.820e+03	+4.532e+03	+1.157e+04	+0.367
10.400	+2.333e+03	+7.237e+03	+9.729e+03	+0.756
10.500	+5.009e+03	+6.844e+03	+1.046e+04	+0.577
10.600	+1.441e+03	+7.563e+03	+1.078e+04	+0.840
10.700	+1.835e+03	+6.704e+03	+1.051e+04	+0.785
10.800	+2.354e+03	+7.228e+03	+8.670e+03	+0.754
10.900	+3.591e+03	+6.320e+03	+9.499e+03	+0.638
11.000	+4.527e+03	+6.582e+03	+1.070e+04	+0.593
11.100	+1.667e+03	+7.936e+03	+1.008e+04	+0.826
11.200	+2.284e+03	+7.476e+03	+1.049e+04	+0.766
