%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+2.887e+03	+8.032e+03	+1.033e+04	+0.736
0.100	+2.959e+03	+6.678e+03	+9.258e+03	+0.693
0.200	+2.821e+03	+7.319e+03	+1.153e+04	+0.722
0.300	+3.243e+03	+6.910e+03	+1.036e+04	+0.681
0.400	+4.082e+03	+7.645e+03	+9.291e+03	+0.652
0.500	+3.807e+03	+7.724e+03	+9.684e+03	+0.670
0.600	+4.172e+03	+7.432e+03	+8.847e+03	+0.640
0.700	+3.642e+03	+7.176e+03	+8.218e+03	+0.663
0.800	+3.419e+03	+7.441e+03	+9.714e+03	+0.685
0.900	+3.287e+03	+5.636e+03	+9.820e+03	+0.632
1.000	+4.709e+03	+6.681e+03	+8.453e+03	+0.587
1.100	+3.802e+03	+7.453e+03	+1.012e+04	+0.662
1.200	+2.779e+03	+6.615e+03	+1.022e+04	+0.704
1.300	+3.754e+03	+6.723e+03	+1.006e+04	+0.642
1.400	+1.754e+03	+7.079e+03	+9.185e+03	+0.801
1.500	+4.060e+03	+6.212e+03	+1.068e+04	+0.605
1.600	+3.304e+03	+7.237e+03	+9.177e+03	+0.687
1.700	+3.664e+03	+7.182e+03	+9.227e+03	+0.662
1.800	+1.705e+03	+7.520e+03	+1.081e+04	+0.815
1.900	+1.435e+03	+6.105e+03	+1.028e+04	+0.810
2.000	+1.449e+03	+7.584e+03	+1.081e+04	+0.840
2.100	+3.295e+03	+9.339e+03	+8.569e+03	+0.739
2.200	+3.215e+03	+7.148e+03	+9.012e+03	+0.690
2.300	+3.102e+03	+7.396e+03	+1.013e+04	+0.705
2.400	+2.813e+03	+7.128e+03	+9.239e+03	+0.717
2.500	+3.250e+03	+7.410e+03	+9.264e+03	+0.695
2.600	+1.890e+03	+6.747e+03	+8.792e+03	+0.781
2.700	+4.179e+03	+7.962e+03	+1.106e+04	+0.656
2.800	+3.287e+03	+5.726e+03	+9.565e+03	+0.635
2.900	+7.484e+03	+2.910e+03	+9.651e+03	+0.280
3.000	+5.376e+03	+2.988e+03	+9.373e+03	+0.357
3.100	+7.055e+03	+4.102e+03	+9.856e+03	+0.368
3.200	+8.034e+03	+2.903e+03	+9.971e+03	+0.265
3.300	+7.581e+03	+3.366e+03	+1.041e+04	+0.307
3.400	+7.499e+03	+3.502e+03	+9.502e+03	+0.318
3.500	+7.256e+03	+2.889e+03	+9.568e+03	+0.285
3.600	+8.176e+03	+4.208e+03	+7.857e+03	+0.340
3.700	+6.346e+03	+2.408e+03	+9.850e+03	+0.275
3.800	+5.350e+03	+1.697e+03	+9.547e+03	+0.241
3.900	+5.947e+03	+2.750e+03	+9.840e+03	+0.316
4.000	+7.388e+03	+3.054e+03	+8.553e+03	+0.292
4.100	+7.439e+03	+3.573e+03	+1.044e+04	+0.324
4.200	+2.885e+03	+6.792e+03	+1.077e+04	+0.702
4.300	+3.209e+03	+7.739e+03	+9.168e+03	+0.707
4.400	+3.830e+03	+8.101e+03	+9.994e+03	+0.679
4.500	+2.385e+03	+6.537e+03	+9.545e+03	+0.733
4.600	+2.912e+03	+7.902e+03	+1.132e+04	+0.731
4.700	+2.237e+03	+6.442e+03	+9.401e+03	+0.742
4.800	+3.360e+03	+8.027e+03	+1.061e+04	+0.705
4.900	+1.298e+03	+8.351e+03	+9.451e+03	+0.866
5.000	+3.942e+03	+7.581e+03	+1.000e+04	+0.658
5.100	+3.874e+03	+6.880e+03	+9.841e+03	+0.640
5.200	+3.200e+03	+8.325e+03	+9.377e+03	+0.722
5.300	+2.468e+03	+6.453e+03	+9.362e+03	+0.723
5.400	+2.714e+03	+6.431e+03	+9.410e+03	+0.703
5.500	+2.508e+03	+6.711e+03	+1.072e+04	+0.728
5.600	+2.626e+03	+7.560e+03	+1.121e+04	+0.742
5.700	+3.594e+03	+6.768e+03	+1.023e+04	+0.653
5.800	+3.182e+03	+7.233e+03	+9.813e+03	+0.694
5.900	+5.878e+03	+2.567e+03	+1.082e+04	+0.304
6.000	+8.097e+03	+2.191e+03	+9.637e+03	+0.213
6.100	+8.026e+03	+2.346e+03	+1.081e+04	+0.226
6.200	+7.729e+03	+2.315e+03	+1.043e+04	+0.231
6.300	+6.820e+03	+3.647e+03	+9.850e+03	+0.348
6.400	+6.901e+03	+3.918e+03	+9.795e+03	+0.362
6.500	+6.763e+03	+1.865e+03	+9.838e+03	+0.216
6.600	+7.109e+03	+2.906e+03	+9.869e+03	+0.290
6.700	+7.315e+03	+4.696e+03	+1.082e+04	+0.391
6.800	+6.574e+03	+1.853e+03	+9.853e+03	+0.220
6.900	+8.340e+03	+1.939e+03	+1.027e+04	+0.189
7.000	+7.465e+03	+2.486e+03	+1.043e+04	+0.250
7.100	+5.358e+03	+3.013e+03	+9.761e+03	+0.360
7.200	+7.521e+03	+3.741e+03	+1.177e+04	+0.332
7.300	+7.583e+03	+3.750e+03	+1.088e+04	+0.331
7.400	+6.483e+03	+2.780e+03	+9.728e+03	+0.300
7.500	+6.079e+03	+2.057e+03	+8.784e+03	+0.253
7.600	+5.664e+03	+2.834e+03	+1.018e+04	+0.333
7.700	+5.324e+03	+3.137e+03	+9.276e+03	+0.371
7.800	+6.783e+03	+2.670e+03	+9.876e+03	+0.282
7.900	+5.354e+03	+2.314e+03	+1.014e+04	+0.302
8.000	+6.889e+03	+2.514e+03	+1.099e+04	+0.267
8.100	+7.775e+03	+4.010e+03	+1.056e+04	+0.340
8.200	+6.977e+03	+3.802e+03	+8.188e+03	+0.353
8.300	+6.730e+03	+2.829e+03	+9.320e+03	+0.296
8.400	+7.581e+03	+3.362e+03	+9.505e+03	+0.307
8.500	+6.426e+03	+4.019e+03	+1.251e+04	+0.385
