%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+3.074e+03	+7.331e+03	+1.089e+04	+0.705
0.100	+3.493e+03	+4.405e+03	+7.917e+03	+0.558
0.200	+3.349e+03	+6.598e+03	+1.015e+04	+0.663
0.300	+3.623e+03	+6.588e+03	+9.649e+03	+0.645
0.400	+2.248e+03	+7.528e+03	+1.023e+04	+0.770
0.500	+4.621e+03	+6.175e+03	+9.572e+03	+0.572
0.600	+6.733e+03	+2.430e+03	+9.681e+03	+0.265
0.700	+6.782e+03	+2.589e+03	+9.145e+03	+0.276
0.800	+6.684e+03	+2.685e+03	+9.557e+03	+0.287
0.900	+7.299e+03	+2.287e+03	+1.017e+04	+0.239
1.000	+7.695e+03	+3.204e+03	+1.072e+04	+0.294
1.100	+6.397e+03	+3.788e+03	+1.011e+04	+0.372
1.200	+7.218e+03	+2.006e+03	+1.047e+04	+0.217
1.300	+7.229e+03	+1.590e+03	+1.022e+04	+0.180
1.400	+7.967e+03	+2.405e+03	+9.860e+03	+0.232
1.500	+7.087e+03	+4.379e+03	+1.096e+04	+0.382
1.600	+7.674e+03	+2.776e+03	+1.012e+04	+0.266
1.700	+9.048e+03	+4.160e+03	+9.621e+03	+0.315
1.800	+5.158e+03	+3.524e+03	+9.909e+03	+0.406
1.900	+6.716e+03	+3.182e+03	+8.780e+03	+0.321
2.000	+6.425e+03	+2.780e+03	+9.977e+03	+0.302
2.100	+8.114e+03	+2.579e+03	+9.531e+03	+0.241
2.200	+7.093e+03	+3.733e+03	+1.019e+04	+0.345
2.300	+7.778e+03	+3.568e+03	+1.034e+04	+0.314
2.400	+6.613e+03	+3.882e+03	+1.061e+04	+0.370
2.500	+6.423e+03	+2.616e+03	+8.726e+03	+0.289
2.600	+6.050e+03	+2.457e+03	+9.546e+03	+0.289
2.700	+8.495e+03	+3.604e+03	+1.050e+04	+0.298
2.800	+6.122e+03	+2.523e+03	+1.101e+04	+0.292
2.900	+3.424e+03	+6.531e+03	+9.175e+03	+0.656
3.000	+3.211e+03	+7.569e+03	+1.011e+04	+0.702
3.100	+3.185e+03	+7.115e+03	+1.084e+04	+0.691
3.200	+3.576e+03	+5.131e+03	+1.038e+04	+0.589
3.300	+2.608e+03	+6.918e+03	+1.091e+04	+0.726
3.400	+3.860e+03	+8.116e+03	+1.000e+04	+0.678
3.500	+4.795e+03	+4.872e+03	+8.571e+03	+0.504
3.600	+4.245e+03	+6.710e+03	+1.017e+04	+0.613
3.700	+3.529e+03	+7.664e+03	+9.269e+03	+0.685
3.800	+3.287e+03	+6.156e+03	+9.440e+03	+0.652
3.900	+1.523e+03	+6.107e+03	+1.023e+04	+0.800
4.000	+4.117e+03	+5.774e+03	+1.074e+04	+0.584
4.100	+3.261e+03	+6.789e+03	+9.510e+03	+0.676
4.200	+2.302e+03	+7.025e+03	+1.069e+04	+0.753
4.300	+2.132e+03	+5.880e+03	+8.834e+03	+0.734
4.400	+3.876e+03	+7.013e+03	+9.365e+03	+0.644
4.500	+3.319e+03	+6.602e+03	+1.064e+04	+0.665
4.600	+3.467e+03	+6.430e+03	+1.004e+04	+0.650
4.700	+3.699e+03	+6.516e+03	+9.528e+03	+0.638
4.800	+2.023e+03	+7.630e+03	+1.139e+04	+0.790
4.900	+2.491e+03	+8.182e+03	+9.993e+03	+0.767
5.000	+2.770e+03	+7.467e+03	+9.465e+03	+0.729
5.100	+3.739e+03	+7.830e+03	+9.839e+03	+0.677
5.200	+3.839e+03	+7.793e+03	+9.726e+03	+0.670
5.300	+3.235e+03	+5.894e+03	+1.061e+04	+0.646
5.400	+3.086e+03	+5.572e+03	+8.983e+03	+0.644
5.500	+3.783e+03	+8.381e+03	+1.029e+04	+0.689
5.600	+6.410e+03	+3.961e+03	+1.000e+04	+0.382
5.700	+7.315e+03	+2.808e+03	+1.036e+04	+0.277
5.800	+8.297e+03	+4.792e+03	+9.770e+03	+0.366
5.900	+3.432e+03	+6.062e+03	+1.052e+04	+0.638
6.000	+2.806e+03	+7.303e+03	+9.213e+03	+0.722
6.100	+2.010e+03	+5.928e+03	+1.198e+04	+0.747
6.200	+3.223e+03	+6.821e+03	+9.025e+03	+0.679
6.300	+3.099e+03	+7.076e+03	+8.684e+03	+0.695
6.400	+3.657e+03	+7.770e+03	+1.035e+04	+0.680
6.500	+3.412e+03	+6.726e+03	+1.024e+04	+0.663
6.600	+3.327e+03	+7.407e+03	+9.084e+03	+0.690
6.700	+3.644e+03	+7.607e+03	+1.050e+04	+0.676
6.800	+3.249e+03	+6.600e+03	+1.053e+04	+0.670
6.900	+2.059e+03	+6.895e+03	+9.926e+03	+0.770
7.000	+3.061e+03	+7.066e+03	+1.113e+04	+0.698
7.100	+3.541e+03	+6.939e+03	+1.098e+04	+0.662
7.200	+2.744e+03	+5.257e+03	+9.602e+03	+0.657
7.300	+3.463e+03	+6.166e+03	+1.007e+04	+0.640
7.400	+1.746e+03	+7.454e+03	+1.045e+04	+0.810
7.500	+3.126e+03	+7.505e+03	+1.079e+04	+0.706
7.600	+4.083e+03	+7.036e+03	+9.810e+03	+0.633
7.700	+1.850e+03	+7.856e+03	+9.923e+03	+0.809
7.800	+2.663e+03	+7.275e+03	+9.580e+03	+0.732
7.900	+3.080e+03	+7.892e+03	+8.788e+03	+0.719
8.000	+2.061e+03	+6.358e+03	+1.007e+04	+0.755
8.100	+3.513e+03	+8.433e+03	+9.308e+03	+0.706
8.200	+2.279e+03	+7.419e+03	+1.024e+04	+0.765
8.300	+3.844e+03	+8.256e+03	+1.067e+04	+0.682
8.400	+3.238e+03	+7.527e+03	+9.967e+03	+0.699
8.500	+2.623e+03	+8.031e+03	+1.085e+04	+0.754
8.600	+2.951e+03	+7.426e+03	+9.466e+03	+0.716
