%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+7.556e+03	+2.501e+03	+1.062e+04	+0.249
0.100	+6.150e+03	+4.922e+03	+9.904e+03	+0.445
0.200	+7.179e+03	+2.888e+03	+1.046e+04	+0.287
0.300	+4.954e+03	+2.720e+03	+9.678e+03	+0.354
0.400	+8.302e+03	+2.479e+03	+1.033e+04	+0.230
0.500	+7.074e+03	+3.332e+03	+1.011e+04	+0.320
0.600	+6.107e+03	+2.747e+03	+9.301e+03	+0.310
0.700	+6.980e+03	+3.976e+03	+1.029e+04	+0.363
0.800	+7.525e+03	+4.311e+03	+1.090e+04	+0.364
0.900	+6.057e+03	+2.894e+03	+1.014e+04	+0.323
1.000	+6.384e+03	+3.151e+03	+9.463e+03	+0.330
1.100	+8.234e+03	+2.828e+03	+1.014e+04	+0.256
1.200	+3.796e+03	+6.883e+03	+9.622e+03	+0.645
1.300	+3.451e+03	+7.846e+03	+9.678e+03	+0.695
1.400	+2.224e+03	+7.113e+03	+9.567e+03	+0.762
1.500	+3.340e+03	+6.687e+03	+1.039e+04	+0.667
1.600	+2.752e+03	+6.209e+03	+1.031e+04	+0.693
1.700	+2.825e+03	+6.506e+03	+1.065e+04	+0.697
1.800	+2.181e+03	+7.086e+03	+1.029e+04	+0.765
1.900	+3.368e+03	+7.602e+03	+9.040e+03	+0.693
2.000	+5.320e+03	+2.101e+03	+1.038e+04	+0.283
2.100	+6.009e+03	+2.797e+03	+1.117e+04	+0.318
2.200	+6.503e+03	+4.665e+03	+9.917e+03	+0.418
2.300	+3.982e+03	+6.233e+03	+1.040e+04	+0.610
2.400	+3.054e+03	+7.669e+03	+8.737e+03	+0.715
2.500	+5.013e+03	+7.790e+03	+9.938e+03	+0.608
2.600	+2.430e+03	+6.154e+03	+1.040e+04	+0.717
2.700	+3.807e+03	+5.788e+03	+9.545e+03	+0.603
2.800	+6.082e+03	+2.104e+03	+1.153e+04	+0.257
2.900	+7.089e+03	+2.368e+03	+1.048e+04	+0.250
3.000	+7.809e+03	+2.618e+03	+1.047e+04	+0.251
3.100	+3.404e+03	+7.768e+03	+9.456e+03	+0.695
3.200	+3.607e+03	+8.325e+03	+1.031e+04	+0.698
3.300	+3.458e+03	+7.085e+03	+9.979e+03	+0.672
3.400	+1.815e+03	+7.211e+03	+9.400e+03	+0.799
3.500	+5.199e+03	+4.759e+03	+8.852e+03	+0.478
3.600	+7.764e+03	+1.734e+03	+9.322e+03	+0.183
3.700	+5.954e+03	+2.992e+03	+1.092e+04	+0.335
3.800	+7.664e+03	+1.096e+03	+9.791e+03	+0.125
3.900	+7.908e+03	+3.802e+03	+1.000e+04	+0.325
4.000	+6.308e+03	+3.332e+03	+9.979e+03	+0.346
4.100	+7.604e+03	+2.980e+03	+8.660e+03	+0.282
4.200	+6.131e+03	+2.636e+03	+1.074e+04	+0.301
4.300	+6.505e+03	+3.069e+03	+9.838e+03	+0.321
4.400	+7.523e+03	+3.019e+03	+9.521e+03	+0.286
4.500	+6.764e+03	+2.905e+03	+1.098e+04	+0.300
4.600	+6.912e+03	+3.493e+02	+9.389e+03	+0.048
4.700	+5.468e+03	+2.770e+03	+9.177e+03	+0.336
4.800	+5.965e+03	+3.121e+03	+1.160e+04	+0.343
4.900	+7.137e+03	+2.780e+03	+8.953e+03	+0.280
5.000	+6.644e+03	+2.859e+03	+1.105e+04	+0.301
5.100	+6.746e+03	+2.415e+03	+1.015e+04	+0.264
5.200	+6.458e+03	+3.652e+03	+9.883e+03	+0.361
5.300	+7.135e+03	+2.132e+03	+1.014e+04	+0.230
5.400	+6.797e+03	+1.234e+03	+9.757e+03	+0.154
5.500	+6.510e+03	+4.550e+03	+1.027e+04	+0.411
5.600	+5.886e+03	+2.876e+03	+8.626e+03	+0.328
5.700	+5.438e+03	+5.387e+03	+9.650e+03	+0.498
5.800	+2.908e+03	+8.113e+03	+9.848e+03	+0.736
5.900	+3.367e+03	+6.535e+03	+9.818e+03	+0.660
6.000	+3.838e+03	+8.160e+03	+8.591e+03	+0.680
6.100	+6.075e+03	+5.899e+03	+1.009e+04	+0.493
6.200	+7.082e+03	+2.219e+03	+1.074e+04	+0.239
6.300	+7.021e+03	+3.353e+03	+1.064e+04	+0.323
6.400	+7.617e+03	+2.990e+03	+1.048e+04	+0.282
6.500	+6.538e+03	+3.076e+03	+1.024e+04	+0.320
6.600	+7.040e+03	+2.966e+03	+9.673e+03	+0.296
6.700	+5.272e+03	+5.532e+03	+1.007e+04	+0.512
6.800	+2.431e+03	+8.204e+03	+9.538e+03	+0.771
6.900	+3.488e+03	+6.292e+03	+1.040e+04	+0.643
7.000	+3.145e+03	+6.292e+03	+9.342e+03	+0.667
7.100	+3.541e+03	+8.533e+03	+8.201e+03	+0.707
7.200	+2.926e+03	+6.797e+03	+1.102e+04	+0.699
7.300	+4.231e+03	+6.144e+03	+1.034e+04	+0.592
7.400	+2.939e+03	+6.787e+03	+9.527e+03	+0.698
7.500	+2.225e+02	+7.345e+03	+9.970e+03	+0.971
7.600	+2.460e+03	+6.928e+03	+8.934e+03	+0.738
7.700	+4.500e+03	+4.479e+03	+8.747e+03	+0.499
7.800	+5.902e+03	+3.158e+03	+9.462e+03	+0.349
7.900	+7.459e+03	+1.987e+03	+9.833e+03	+0.210
8.000	+6.575e+03	+2.561e+03	+8.709e+03	+0.280
8.100	+7.432e+03	+3.148e+03	+1.037e+04	+0.298
8.200	+3.823e+03	+7.240e+03	+1.025e+04	+0.654
8.300	+3.636e+03	+6.837e+03	+1.111e+04	+0.653
8.400	+3.868e+03	+6.260e+03	+9.863e+03	+0.618
8.500	+2.386e+03	+7.164e+03	+9.590e+03	+0.750
8.600	+2.600e+03	+6.701e+03	+1.118e+04	+0.720
8.700	+2.867e+03	+8.196e+03	+1.000e+04	+0.741
8.800	+5.102e+03	+5.784e+03	+9.692e+03	+0.531
8.900	+6.869e+03	+2.928e+03	+1.100e+04	+0.299
9.000	+8.307e+03	+2.662e+03	+9.401e+03	+0.243
9.100	+8.002e+03	+4.013e+03	+9.914e+03	+0.334
9.200	+6.225e+03	+1.869e+03	+1.046e+04	+0.231
9.300	+6.534e+03	+3.367e+03	+1.046e+04	+0.340
9.400	+8.138e+03	+1.750e+03	+9.592e+03	+0.177
9.500	+7.183e+03	+2.288e+03	+8.858e+03	+0.242
9.600	+4.150e+03	+5.828e+03	+1.004e+04	+0.584
9.700	+2.870e+03	+7.291e+03	+1.150e+04	+0.718
9.800	+3.488e+03	+6.035e+03	+9.227e+03	+0.634
9.900	+4.185e+03	+6.693e+03	+1.034e+04	+0.615
10.000	+2.111e+03	+6.707e+03	+1.044e+04	+0.761
10.100	+3.989e+03	+5.636e+03	+1.003e+04	+0.586
10.200	+1.958e+03	+7.317e+03	+9.875e+03	+0.789
10.300	+2.536e+03	+7.250e+03	+1.137e+04	+0.741
10.400	+1.427e+03	+9.816e+03	+8.438e+03	+0.873
10.500	+2.591e+03	+6.833e+03	+9.472e+03	+0.725
10.600	+2.646e+03	+7.711e+03	+1.163e+04	+0.745
10.700	+1.339e+03	+8.235e+03	+8.385e+03	+0.860
10.800	+4.298e+03	+6.717e+03	+1.067e+04	+0.610
10.900	+2.319e+03	+6.848e+03	+9.693e+03	+0.747
11.000	+6.467e+03	+4.221e+03	+9.035e+03	+0.395
11.100	+6.319e+03	+1.930e+03	+9.794e+03	+0.234
11.200	+6.407e+03	+2.875e+03	+1.029e+04	+0.310
11.300	+5.575e+03	+2.730e+03	+1.069e+04	+0.329
11.400	+7.245e+03	+3.314e+03	+1.189e+04	+0.314
11.500	+8.350e+03	+3.086e+03	+9.837e+03	+0.270
11.600	+8.208e+03	+3.719e+03	+9.196e+03	+0.312
11.700	+6.751e+03	+2.444e+03	+9.264e+03	+0.266
11.800	+6.839e+03	+3.225e+03	+1.005e+04	+0.320
11.900	+7.261e+03	+3.383e+03	+1.032e+04	+0.318
12.000	+7.092e+03	+3.194e+03	+9.329e+03	+0.311
12.100	+4.911e+03	+4.693e+03	+1.002e+04	+0.489
12.200	+2.576e+03	+7.295e+03	+1.055e+04	+0.739
12.300	+2.906e+03	+5.732e+03	+8.948e+03	+0.664
12.400	+4.812e+03	+4.887e+03	+1.013e+04	+0.504
12.500	+7.502e+03	+3.949e+03	+9.432e+03	+0.345
12.600	+7.172e+03	+4.603e+03	+1.096e+04	+0.391
12.700	+2.597e+03	+5.589e+03	+8.524e+03	+0.683
12.800	+2.677e+03	+6.540e+03	+1.127e+04	+0.710
12.900	+3.848e+03	+6.540e+03	+1.054e+04	+0.630
13.000	+3.202e+03	+7.468e+03	+9.728e+03	+0.700
13.100	+3.286e+03	+5.805e+03	+1.161e+04	+0.639
13.200	+2.870e+03	+6.381e+03	+1.035e+04	+0.690
13.300	+2.981e+03	+6.796e+03	+1.140e+04	+0.695
13.400	+3.381e+03	+7.077e+03	+1.030e+04	+0.677
13.500	+1.687e+03	+6.719e+03	+9.885e+03	+0.799
13.600	+3.351e+03	+6.700e+03	+1.001e+04	+0.667
13.700	+5.536e+03	+2.727e+03	+1.139e+04	+0.330
13.800	+6.852e+03	+2.911e+03	+9.989e+03	+0.298
13.900	+5.949e+03	+2.404e+03	+9.188e+03	+0.288
14.000	+7.652e+03	+3.346e+03	+8.536e+03	+0.304
14.100	+7.713e+03	+4.884e+03	+1.002e+04	+0.388
14.200	+7.024e+03	+2.692e+03	+1.033e+04	+0.277
14.300	+5.629e+03	+2.061e+03	+9.697e+03	+0.268
14.400	+6.456e+03	+2.292e+03	+9.629e+03	+0.262
14.500	+6.733e+03	+4.180e+03	+9.008e+03	+0.383
14.600	+6.723e+03	+2.490e+03	+9.105e+03	+0.270
14.700	+5.954e+03	+2.011e+03	+9.854e+03	+0.253
14.800	+7.461e+03	+2.853e+03	+9.844e+03	+0.277
14.900	+6.316e+03	+2.531e+03	+1.106e+04	+0.286
15.000	+6.501e+03	+3.183e+03	+9.810e+03	+0.329
15.100	+6.414e+03	+2.749e+03	+8.797e+03	+0.300
15.200	+5.446e+03	+4.072e+03	+9.623e+03	+0.428
15.300	+7.993e+03	+2.944e+03	+1.075e+04	+0.269
15.400	+8.622e+03	+3.650e+03	+8.506e+03	+0.297
15.500	+6.621e+03	+1.924e+03	+1.158e+04	+0.225
15.600	+7.226e+03	+3.357e+03	+1.034e+04	+0.317
15.700	+8.483e+03	+3.419e+03	+1.003e+04	+0.287
15.800	+6.690e+03	+2.126e+03	+1.063e+04	+0.241
