%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+7.729e+03	+3.577e+03	+9.433e+03	+0.316
0.100	+6.298e+03	+2.826e+03	+1.111e+04	+0.310
0.200	+7.455e+03	+3.360e+03	+1.002e+04	+0.311
0.300	+7.956e+03	+2.348e+03	+1.010e+04	+0.228
0.400	+7.378e+03	+3.145e+03	+9.058e+03	+0.299
0.500	+6.791e+03	+4.655e+03	+1.071e+04	+0.407
0.600	+6.890e+03	+3.449e+03	+1.134e+04	+0.334
0.700	+5.988e+03	+2.537e+03	+9.481e+03	+0.298
0.800	+6.788e+03	+3.435e+03	+1.101e+04	+0.336
0.900	+6.459e+03	+3.244e+03	+1.011e+04	+0.334
1.000	+7.073e+03	+2.135e+03	+8.921e+03	+0.232
1.100	+7.106e+03	+3.539e+03	+9.446e+03	+0.332
1.200	+7.774e+03	+2.416e+03	+1.160e+04	+0.237
1.300	+5.971e+03	+2.865e+03	+9.609e+03	+0.324
1.400	+5.694e+03	+3.276e+03	+1.049e+04	+0.365
1.500	+7.210e+03	+4.091e+03	+1.027e+04	+0.362
1.600	+6.771e+03	+4.834e+03	+9.258e+03	+0.417
1.700	+5.668e+03	+1.712e+03	+1.089e+04	+0.232
1.800	+5.603e+03	+5.470e+03	+1.074e+04	+0.494
1.900	+2.350e+03	+7.990e+03	+1.082e+04	+0.773
2.000	+2.214e+03	+5.941e+03	+9.144e+03	+0.729
2.100	+3.299e+03	+7.543e+03	+9.724e+03	+0.696
2.200	+3.381e+03	+7.974e+03	+8.589e+03	+0.702
2.300	+3.375e+03	+4.916e+03	+1.051e+04	+0.593
2.400	+3.405e+03	+6.911e+03	+9.922e+03	+0.670
2.500	+1.360e+03	+7.638e+03	+1.033e+04	+0.849
2.600	+3.151e+03	+7.497e+03	+1.024e+04	+0.704
2.700	+3.102e+03	+6.330e+03	+9.857e+03	+0.671
2.800	+7.872e+02	+6.887e+03	+1.075e+04	+0.897
2.900	+2.489e+03	+7.076e+03	+8.532e+03	+0.740
3.000	+6.631e+03	+4.422e+03	+1.001e+04	+0.400
3.100	+7.361e+03	+2.201e+03	+8.574e+03	+0.230
3.200	+7.994e+03	+2.006e+03	+1.062e+04	+0.201
3.300	+6.902e+03	+2.724e+03	+9.477e+03	+0.283
3.400	+7.073e+03	+2.830e+03	+9.707e+03	+0.286
3.500	+2.749e+03	+7.462e+03	+1.259e+04	+0.731
3.600	+1.595e+03	+5.494e+03	+1.205e+04	+0.775
3.700	+1.623e+03	+7.180e+03	+1.027e+04	+0.816
3.800	+3.143e+03	+6.942e+03	+8.215e+03	+0.688
3.900	+1.920e+03	+6.975e+03	+1.178e+04	+0.784
4.000	+2.618e+03	+7.269e+03	+1.011e+04	+0.735
4.100	+3.573e+03	+6.968e+03	+1.076e+04	+0.661
4.200	+2.326e+03	+7.336e+03	+1.046e+04	+0.759
4.300	+2.361e+03	+7.047e+03	+9.517e+03	+0.749
4.400	+4.434e+03	+7.148e+03	+1.080e+04	+0.617
4.500	+1.737e+03	+6.996e+03	+9.007e+03	+0.801
4.600	+3.138e+03	+6.867e+03	+1.029e+04	+0.686
4.700	+4.036e+03	+7.883e+03	+1.008e+04	+0.661
4.800	+2.434e+03	+7.336e+03	+1.014e+04	+0.751
4.900	+4.235e+03	+7.130e+03	+1.074e+04	+0.627
5.000	+3.154e+03	+5.586e+03	+1.030e+04	+0.639
5.100	+3.876e+03	+8.785e+03	+1.098e+04	+0.694
5.200	+2.903e+03	+7.714e+03	+9.857e+03	+0.727
5.300	+3.944e+03	+8.619e+03	+1.041e+04	+0.686
5.400	+2.962e+03	+6.649e+03	+1.037e+04	+0.692
5.500	+3.363e+03	+6.781e+03	+9.471e+03	+0.668
5.600	+2.416e+03	+7.630e+03	+9.062e+03	+0.759
5.700	+3.502e+03	+5.695e+03	+8.425e+03	+0.619
5.800	+3.441e+03	+8.097e+03	+1.175e+04	+0.702
5.900	+4.365e+03	+7.455e+03	+1.011e+04	+0.631
6.000	+3.474e+03	+5.145e+03	+9.410e+03	+0.597
6.100	+2.729e+03	+6.322e+03	+1.065e+04	+0.698
6.200	+3.618e+03	+5.567e+03	+9.724e+03	+0.606
6.300	+7.151e+03	+1.462e+03	+8.994e+03	+0.170
6.400	+8.556e+03	+2.636e+03	+1.035e+04	+0.236
6.500	+7.125e+03	+2.387e+03	+1.001e+04	+0.251
6.600	+8.282e+03	+3.284e+03	+8.465e+03	+0.284
6.700	+7.679e+03	+3.248e+03	+1.012e+04	+0.297
6.800	+5.821e+03	+2.780e+03	+1.081e+04	+0.323
6.900	+5.040e+03	+4.701e+03	+1.013e+04	+0.483
7.000	+3.019e+03	+5.205e+03	+1.027e+04	+0.633
7.100	+2.112e+03	+6.224e+03	+1.129e+04	+0.747
7.200	+3.112e+03	+6.687e+03	+1.151e+04	+0.682
7.300	+3.887e+03	+6.982e+03	+1.114e+04	+0.642
7.400	+4.847e+03	+7.977e+03	+9.324e+03	+0.622
7.500	+1.368e+03	+6.163e+03	+8.277e+03	+0.818
7.600	+3.405e+03	+7.330e+03	+1.105e+04	+0.683
7.700	+3.074e+03	+7.636e+03	+1.106e+04	+0.713
7.800	+3.104e+03	+6.054e+03	+1.044e+04	+0.661
7.900	+2.780e+03	+6.231e+03	+1.069e+04	+0.691
8.000	+4.750e+03	+6.295e+03	+9.575e+03	+0.570
8.100	+1.906e+03	+7.783e+03	+1.046e+04	+0.803
8.200	+3.919e+03	+7.445e+03	+9.520e+03	+0.655
8.300	+2.423e+03	+6.420e+03	+9.466e+03	+0.726
8.400	+3.292e+03	+5.610e+03	+1.026e+04	+0.630
8.500	+2.311e+03	+7.028e+03	+9.769e+03	+0.753
8.600	+3.225e+03	+7.199e+03	+9.759e+03	+0.691
8.700	+2.450e+03	+7.136e+03	+1.101e+04	+0.744
8.800	+3.984e+03	+7.212e+03	+1.058e+04	+0.644
8.900	+3.188e+03	+6.607e+03	+9.613e+03	+0.675
9.000	+2.791e+03	+6.393e+03	+1.083e+04	+0.696
9.100	+2.292e+03	+6.124e+03	+1.085e+04	+0.728
9.200	+3.039e+03	+6.600e+03	+8.681e+03	+0.685
9.300	+4.601e+03	+7.468e+03	+8.159e+03	+0.619
9.400	+4.222e+03	+6.829e+03	+1.045e+04	+0.618
9.500	+4.912e+03	+5.203e+03	+9.984e+03	+0.514
9.600	+6.075e+03	+2.899e+03	+1.024e+04	+0.323
9.700	+7.825e+03	+2.595e+03	+8.260e+03	+0.249
9.800	+7.659e+03	+1.804e+03	+8.871e+03	+0.191
9.900	+6.849e+03	+3.456e+03	+9.441e+03	+0.335
10.000	+6.120e+03	+4.256e+03	+8.907e+03	+0.410
10.100	+2.416e+03	+6.579e+03	+1.080e+04	+0.731
10.200	+3.541e+03	+6.659e+03	+1.017e+04	+0.653
10.300	+2.896e+03	+7.152e+03	+9.024e+03	+0.712
10.400	+9.874e+02	+6.050e+03	+1.080e+04	+0.860
10.500	+2.612e+03	+7.111e+03	+1.074e+04	+0.731
10.600	+2.381e+03	+6.658e+03	+1.053e+04	+0.737
10.700	+3.273e+03	+7.505e+03	+1.176e+04	+0.696
10.800	+2.681e+03	+6.826e+03	+9.848e+03	+0.718
10.900	+4.946e+02	+8.300e+03	+9.841e+03	+0.944
11.000	+1.645e+03	+7.525e+03	+1.015e+04	+0.821
11.100	+2.136e+03	+7.511e+03	+9.040e+03	+0.779
11.200	+2.676e+03	+7.883e+03	+1.001e+04	+0.747
11.300	+3.727e+03	+7.530e+03	+8.861e+03	+0.669
11.400	+2.043e+03	+6.541e+03	+9.564e+03	+0.762
11.500	+2.837e+03	+5.327e+03	+9.924e+03	+0.652
11.600	+2.556e+03	+5.985e+03	+1.027e+04	+0.701
11.700	+7.146e+03	+3.715e+03	+9.526e+03	+0.342
11.800	+7.515e+03	+3.063e+03	+1.108e+04	+0.290
11.900	+4.738e+03	+5.068e+03	+9.687e+03	+0.517
12.000	+4.107e+03	+6.962e+03	+1.003e+04	+0.629
12.100	+2.984e+03	+7.161e+03	+9.631e+03	+0.706
12.200	+4.366e+03	+7.939e+03	+1.073e+04	+0.645
12.300	+4.015e+03	+6.037e+03	+1.194e+04	+0.601
12.400	+1.470e+03	+6.863e+03	+1.105e+04	+0.824
12.500	+2.520e+03	+5.030e+03	+9.706e+03	+0.666
12.600	+1.663e+03	+6.913e+03	+1.037e+04	+0.806
12.700	+4.157e+03	+6.356e+03	+1.006e+04	+0.605
12.800	+3.778e+03	+6.840e+03	+1.051e+04	+0.644
12.900	+2.396e+03	+6.954e+03	+1.006e+04	+0.744
13.000	+3.004e+03	+6.172e+03	+9.399e+03	+0.673
13.100	+3.831e+03	+7.659e+03	+1.050e+04	+0.667
13.200	+7.352e+03	+3.015e+03	+1.084e+04	+0.291
13.300	+5.493e+03	+4.639e+03	+1.105e+04	+0.458
13.400	+4.206e+03	+7.045e+03	+9.454e+03	+0.626
13.500	+7.259e+03	+4.053e+03	+1.014e+04	+0.358
13.600	+7.934e+03	+4.087e+03	+9.684e+03	+0.340
13.700	+8.638e+03	+3.668e+03	+1.059e+04	+0.298
13.800	+3.712e+03	+6.048e+03	+1.041e+04	+0.620
13.900	+3.001e+03	+6.899e+03	+9.518e+03	+0.697
14.000	+2.405e+03	+7.819e+03	+9.754e+03	+0.765
14.100	+1.757e+03	+6.080e+03	+1.068e+04	+0.776
14.200	+2.636e+03	+5.785e+03	+9.746e+03	+0.687
14.300	+3.593e+03	+8.331e+03	+1.040e+04	+0.699
14.400	+4.129e+03	+6.380e+03	+9.734e+03	+0.607
14.500	+2.248e+03	+7.232e+03	+1.012e+04	+0.763
14.600	+5.058e+03	+6.543e+03	+9.581e+03	+0.564
14.700	+7.309e+03	+2.222e+03	+1.008e+04	+0.233
14.800	+6.910e+03	+2.796e+03	+9.618e+03	+0.288
14.900	+7.627e+03	+2.549e+03	+1.072e+04	+0.251
15.000	+6.338e+03	+2.243e+03	+9.282e+03	+0.261
15.100	+6.093e+03	+2.798e+03	+1.104e+04	+0.315
15.200	+8.427e+03	+1.603e+03	+9.195e+03	+0.160
15.300	+4.789e+03	+4.655e+03	+9.872e+03	+0.493
15.400	+3.131e+03	+6.376e+03	+1.040e+04	+0.671
15.500	+2.124e+03	+6.682e+03	+1.000e+04	+0.759
