%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+2.060e+03	+6.174e+03	+1.022e+04	+0.750
0.100	+3.463e+03	+7.538e+03	+9.605e+03	+0.685
0.200	+2.397e+03	+6.811e+03	+1.077e+04	+0.740
0.300	+1.934e+03	+7.327e+03	+1.064e+04	+0.791
0.400	+3.182e+03	+8.420e+03	+1.006e+04	+0.726
0.500	+3.235e+03	+7.359e+03	+9.482e+03	+0.695
0.600	+4.824e+03	+5.833e+03	+1.036e+04	+0.547
0.700	+2.165e+03	+8.302e+03	+9.847e+03	+0.793
0.800	+3.708e+03	+6.444e+03	+1.101e+04	+0.635
0.900	+3.629e+03	+6.353e+03	+9.832e+03	+0.636
1.000	+5.174e+03	+5.524e+03	+9.517e+03	+0.516
1.100	+1.678e+03	+6.495e+03	+1.133e+04	+0.795
1.200	+4.725e+03	+5.770e+03	+1.126e+04	+0.550
1.300	+2.930e+03	+8.482e+03	+9.473e+03	+0.743
1.400	+2.907e+03	+7.040e+03	+1.036e+04	+0.708
1.500	+1.918e+03	+6.490e+03	+9.868e+03	+0.772
1.600	+2.926e+03	+6.962e+03	+1.002e+04	+0.704
1.700	+3.816e+03	+6.264e+03	+1.011e+04	+0.621
1.800	+2.212e+03	+7.056e+03	+1.031e+04	+0.761
1.900	+3.501e+03	+6.027e+03	+1.053e+04	+0.633
2.000	+3.749e+03	+7.476e+03	+1.088e+04	+0.666
2.100	+3.004e+03	+8.212e+03	+1.089e+04	+0.732
2.200	+2.364e+03	+7.231e+03	+1.048e+04	+0.754
2.300	+3.630e+03	+8.342e+03	+9.462e+03	+0.697
2.400	+3.093e+03	+8.306e+03	+9.833e+03	+0.729
2.500	+3.309e+03	+6.559e+03	+9.474e+03	+0.665
2.600	+4.689e+03	+6.498e+03	+1.006e+04	+0.581
2.700	+3.147e+03	+7.812e+03	+1.105e+04	+0.713
2.800	+2.822e+03	+8.326e+03	+9.595e+03	+0.747
2.900	+3.437e+03	+5.483e+03	+1.018e+04	+0.615
3.000	+3.565e+03	+6.511e+03	+1.049e+04	+0.646
3.100	+6.013e+03	+3.575e+03	+9.442e+03	+0.373
3.200	+6.472e+03	+4.261e+03	+1.003e+04	+0.397
3.300	+6.689e+03	+2.463e+03	+9.844e+03	+0.269
3.400	+6.350e+03	+4.537e+03	+1.059e+04	+0.417
3.500	+8.087e+03	+3.021e+03	+9.394e+03	+0.272
3.600	+7.714e+03	+3.016e+03	+9.680e+03	+0.281
3.700	+7.640e+03	+2.987e+03	+1.018e+04	+0.281
3.800	+5.986e+03	+3.222e+03	+1.016e+04	+0.350
3.900	+7.245e+03	+2.530e+03	+1.109e+04	+0.259
4.000	+6.833e+03	+2.483e+03	+9.090e+03	+0.267
4.100	+7.162e+03	+2.977e+03	+9.713e+03	+0.294
4.200	+7.625e+03	+1.977e+03	+9.560e+03	+0.206
4.300	+4.918e+03	+4.785e+03	+1.049e+04	+0.493
4.400	+1.879e+03	+7.332e+03	+1.026e+04	+0.796
4.500	+2.965e+03	+6.569e+03	+9.938e+03	+0.689
4.600	+3.902e+03	+5.956e+03	+9.646e+03	+0.604
4.700	+4.412e+03	+7.204e+03	+1.012e+04	+0.620
4.800	+3.366e+03	+5.556e+03	+1.035e+04	+0.623
4.900	+5.675e+03	+2.267e+03	+1.055e+04	+0.285
5.000	+7.668e+03	+4.595e+03	+1.021e+04	+0.375
5.100	+7.932e+03	+2.846e+03	+8.313e+03	+0.264
5.200	+6.093e+03	+4.070e+03	+9.724e+03	+0.400
5.300	+7.007e+03	+2.394e+03	+9.856e+03	+0.255
5.400	+6.109e+03	+2.715e+03	+1.003e+04	+0.308
5.500	+7.486e+03	+1.885e+03	+9.678e+03	+0.201
5.600	+7.361e+03	+2.224e+03	+9.705e+03	+0.232
5.700	+5.838e+03	+3.026e+03	+1.139e+04	+0.341
5.800	+6.941e+03	+2.655e+03	+8.977e+03	+0.277
5.900	+7.566e+03	+2.918e+03	+9.177e+03	+0.278
6.000	+7.296e+03	+3.498e+03	+1.051e+04	+0.324
6.100	+6.853e+03	+3.918e+03	+9.341e+03	+0.364
6.200	+5.822e+03	+2.636e+03	+9.905e+03	+0.312
6.300	+8.114e+03	+2.221e+03	+1.292e+04	+0.215
6.400	+4.966e+03	+6.874e+03	+1.089e+04	+0.581
6.500	+2.778e+03	+7.340e+03	+9.006e+03	+0.725
6.600	+3.573e+03	+5.157e+03	+1.044e+04	+0.591
6.700	+1.966e+03	+6.517e+03	+1.118e+04	+0.768
6.800	+3.712e+03	+7.625e+03	+9.730e+03	+0.673
6.900	+3.404e+03	+6.821e+03	+1.012e+04	+0.667
7.000	+1.829e+03	+7.255e+03	+1.086e+04	+0.799
7.100	+3.603e+03	+5.884e+03	+8.998e+03	+0.620
7.200	+5.565e+03	+4.472e+03	+1.025e+04	+0.446
7.300	+4.121e+03	+8.041e+03	+9.538e+03	+0.661
7.400	+3.339e+03	+6.737e+03	+1.009e+04	+0.669
7.500	+1.208e+03	+7.311e+03	+9.999e+03	+0.858
7.600	+3.305e+03	+6.544e+03	+9.202e+03	+0.664
7.700	+4.220e+03	+6.330e+03	+1.040e+04	+0.600
7.800	+2.211e+03	+6.698e+03	+1.030e+04	+0.752
7.900	+3.874e+03	+6.455e+03	+1.025e+04	+0.625
8.000	+3.728e+03	+6.684e+03	+1.061e+04	+0.642
8.100	+2.524e+03	+7.433e+03	+1.079e+04	+0.747
8.200	+2.352e+03	+6.127e+03	+9.707e+03	+0.723
8.300	+4.086e+03	+6.774e+03	+1.095e+04	+0.624
8.400	+3.792e+03	+8.223e+03	+1.024e+04	+0.684
8.500	+2.673e+03	+4.326e+03	+1.008e+04	+0.618
8.600	+3.667e+03	+5.665e+03	+9.362e+03	+0.607
8.700	+4.418e+03	+7.641e+03	+1.095e+04	+0.634
8.800	+5.186e+03	+5.964e+03	+1.140e+04	+0.535
8.900	+2.421e+03	+8.030e+03	+9.437e+03	+0.768
9.000	+2.974e+03	+6.442e+03	+1.010e+04	+0.684
9.100	+2.726e+03	+5.600e+03	+1.129e+04	+0.673
9.200	+2.759e+03	+6.297e+03	+1.027e+04	+0.695
9.300	+3.131e+03	+7.140e+03	+1.015e+04	+0.695
9.400	+2.964e+03	+5.526e+03	+1.069e+04	+0.651
9.500	+4.100e+03	+6.869e+03	+7.500e+03	+0.626
9.600	+2.911e+03	+6.819e+03	+9.667e+03	+0.701
9.700	+2.451e+03	+7.101e+03	+9.833e+03	+0.743
9.800	+3.671e+03	+6.739e+03	+1.021e+04	+0.647
9.900	+1.854e+03	+7.154e+03	+1.089e+04	+0.794
10.000	+2.899e+03	+6.903e+03	+9.343e+03	+0.704
10.100	+4.287e+03	+5.956e+03	+1.116e+04	+0.581
10.200	+1.817e+03	+6.652e+03	+1.040e+04	+0.785
10.300	+3.454e+03	+7.198e+03	+1.015e+04	+0.676
10.400	+2.540e+03	+8.006e+03	+9.942e+03	+0.759
10.500	+1.967e+03	+6.117e+03	+1.008e+04	+0.757
10.600	+3.605e+03	+6.990e+03	+1.006e+04	+0.660
10.700	+3.971e+03	+6.599e+03	+1.086e+04	+0.624
10.800	+3.185e+03	+7.132e+03	+9.458e+03	+0.691
10.900	+6.515e+03	+2.745e+03	+9.229e+03	+0.296
11.000	+3.230e+03	+7.748e+03	+1.084e+04	+0.706
11.100	+3.424e+03	+6.345e+03	+1.069e+04	+0.650
11.200	+3.314e+03	+6.674e+03	+1.048e+04	+0.668
11.300	+2.913e+03	+8.751e+03	+9.898e+03	+0.750
11.400	+3.409e+03	+6.004e+03	+9.446e+03	+0.638
11.500	+3.002e+03	+5.748e+03	+1.078e+04	+0.657
11.600	+2.435e+03	+7.975e+03	+9.922e+03	+0.766
11.700	+3.554e+03	+6.123e+03	+1.113e+04	+0.633
11.800	+3.563e+03	+6.635e+03	+9.649e+03	+0.651
11.900	+6.972e+03	+2.908e+03	+1.159e+04	+0.294
12.000	+4.855e+03	+5.942e+03	+1.143e+04	+0.550
12.100	+2.924e+03	+7.447e+03	+1.151e+04	+0.718
12.200	+2.868e+03	+8.278e+03	+1.016e+04	+0.743
12.300	+2.565e+03	+7.603e+03	+9.620e+03	+0.748
12.400	+2.183e+03	+7.074e+03	+1.090e+04	+0.764
12.500	+3.596e+03	+8.889e+03	+9.238e+03	+0.712
12.600	+4.719e+03	+7.988e+03	+9.519e+03	+0.629
12.700	+2.769e+03	+6.349e+03	+1.064e+04	+0.696
12.800	+3.248e+03	+7.119e+03	+1.074e+04	+0.687
12.900	+4.066e+03	+7.600e+03	+9.157e+03	+0.651
13.000	+2.812e+03	+6.720e+03	+8.481e+03	+0.705
13.100	+1.770e+03	+6.222e+03	+1.019e+04	+0.779
13.200	+3.503e+03	+6.553e+03	+8.653e+03	+0.652
13.300	+3.272e+03	+8.753e+03	+1.026e+04	+0.728
13.400	+3.489e+03	+6.904e+03	+9.264e+03	+0.664
13.500	+2.523e+03	+6.515e+03	+9.449e+03	+0.721
13.600	+2.962e+02	+7.343e+03	+1.081e+04	+0.961
13.700	+1.775e+03	+6.686e+03	+7.935e+03	+0.790
13.800	+5.666e+03	+2.720e+03	+9.632e+03	+0.324
13.900	+6.723e+03	+2.827e+03	+9.377e+03	+0.296
14.000	+6.246e+03	+4.363e+03	+1.123e+04	+0.411
14.100	+7.140e+03	+2.598e+03	+1.129e+04	+0.267
14.200	+8.387e+03	+3.475e+03	+8.991e+03	+0.293
14.300	+7.303e+03	+3.614e+03	+1.005e+04	+0.331
14.400	+6.484e+03	+2.633e+03	+1.030e+04	+0.289
14.500	+7.517e+03	+3.281e+03	+1.011e+04	+0.304
14.600	+6.993e+03	+1.480e+03	+1.161e+04	+0.175
14.700	+6.967e+03	+2.787e+03	+9.955e+03	+0.286
14.800	+5.981e+03	+2.920e+03	+8.556e+03	+0.328
14.900	+6.318e+03	+2.762e+03	+9.706e+03	+0.304
15.000	+7.169e+03	+3.583e+03	+9.573e+03	+0.333
15.100	+6.243e+03	+2.366e+03	+1.076e+04	+0.275
15.200	+7.194e+03	+2.488e+03	+1.105e+04	+0.257
15.300	+4.433e+03	+5.114e+03	+1.079e+04	+0.536
