%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+3.585e+03	+6.250e+03	+9.800e+03	+0.635
0.100	+3.365e+03	+8.034e+03	+9.228e+03	+0.705
0.200	+1.581e+03	+7.947e+03	+1.027e+04	+0.834
0.300	+1.640e+03	+8.016e+03	+1.029e+04	+0.830
0.400	+2.763e+03	+6.620e+03	+1.046e+04	+0.705
0.500	+2.040e+03	+6.864e+03	+9.816e+03	+0.771
0.600	+4.103e+03	+6.440e+03	+9.545e+03	+0.611
0.700	+4.374e+03	+5.999e+03	+9.889e+03	+0.578
0.800	+3.658e+03	+7.935e+03	+1.077e+04	+0.684
0.900	+3.240e+03	+8.617e+03	+1.070e+04	+0.727
1.000	+2.806e+03	+5.492e+03	+8.727e+03	+0.662
1.100	+3.798e+03	+6.593e+03	+9.983e+03	+0.635
1.200	+2.359e+03	+7.473e+03	+8.487e+03	+0.760
1.300	+3.038e+03	+6.884e+03	+9.226e+03	+0.694
1.400	+2.326e+03	+6.606e+03	+9.701e+03	+0.740
1.500	+2.256e+03	+6.751e+03	+1.088e+04	+0.750
1.600	+3.460e+03	+6.968e+03	+9.625e+03	+0.668
1.700	+2.710e+03	+8.090e+03	+9.827e+03	+0.749
1.800	+3.657e+03	+7.033e+03	+9.927e+03	+0.658
1.900	+4.842e+03	+7.170e+03	+1.046e+04	+0.597
2.000	+4.800e+03	+6.503e+03	+9.343e+03	+0.575
2.100	+1.930e+03	+6.398e+03	+1.033e+04	+0.768
2.200	+4.048e+03	+5.791e+03	+1.000e+04	+0.589
2.300	+6.500e+03	+1.534e+03	+9.993e+03	+0.191
2.400	+6.096e+03	+2.462e+03	+1.094e+04	+0.288
2.500	+7.472e+03	+3.551e+03	+1.000e+04	+0.322
2.600	+7.708e+03	+3.758e+03	+1.045e+04	+0.328
2.700	+7.277e+03	+2.965e+03	+1.099e+04	+0.289
2.800	+5.999e+03	+3.203e+03	+1.050e+04	+0.348
