%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+7.357e+03	+4.023e+03	+1.011e+04	+0.354
0.100	+7.706e+03	+4.815e+03	+8.696e+03	+0.385
0.200	+6.095e+03	+2.367e+03	+9.224e+03	+0.280
0.300	+7.627e+03	+4.122e+03	+1.046e+04	+0.351
0.400	+8.477e+03	+2.453e+03	+1.128e+04	+0.224
0.500	+6.552e+03	+2.638e+03	+9.990e+03	+0.287
0.600	+6.629e+03	+2.060e+03	+1.012e+04	+0.237
0.700	+7.919e+03	+2.638e+03	+1.005e+04	+0.250
0.800	+6.678e+03	+2.839e+03	+8.245e+03	+0.298
0.900	+6.737e+03	+2.466e+03	+8.922e+03	+0.268
1.000	+5.708e+03	+2.689e+03	+9.905e+03	+0.320
1.100	+5.601e+03	+1.561e+03	+9.356e+03	+0.218
1.200	+6.726e+03	+2.184e+03	+9.753e+03	+0.245
1.300	+7.936e+03	+3.715e+03	+1.068e+04	+0.319
1.400	+7.418e+03	+3.055e+03	+9.251e+03	+0.292
1.500	+5.375e+03	+3.389e+03	+9.691e+03	+0.387
1.600	+6.562e+03	+4.676e+03	+1.024e+04	+0.416
1.700	+5.106e+03	+5.514e+03	+8.710e+03	+0.519
1.800	+7.496e+03	+2.355e+03	+1.268e+04	+0.239
1.900	+7.872e+03	+2.575e+03	+1.033e+04	+0.247
2.000	+6.882e+03	+2.934e+03	+9.987e+03	+0.299
2.100	+7.137e+03	+3.648e+03	+1.013e+04	+0.338
2.200	+8.578e+03	+3.202e+03	+1.121e+04	+0.272
2.300	+8.243e+03	+3.442e+03	+1.016e+04	+0.295
2.400	+5.713e+03	+1.889e+03	+9.155e+03	+0.248
2.500	+4.322e+03	+4.923e+03	+1.021e+04	+0.533
2.600	+3.427e+03	+5.699e+03	+9.803e+03	+0.624
2.700	+3.327e+03	+7.449e+03	+1.050e+04	+0.691
2.800	+2.335e+03	+7.813e+03	+1.066e+04	+0.770
2.900	+2.520e+03	+8.006e+03	+9.172e+03	+0.761
3.000	+4.019e+03	+8.557e+03	+9.483e+03	+0.680
3.100	+3.390e+03	+7.581e+03	+1.073e+04	+0.691
3.200	+2.353e+03	+7.574e+03	+1.036e+04	+0.763
3.300	+3.179e+03	+6.120e+03	+1.049e+04	+0.658
3.400	+3.863e+03	+7.346e+03	+1.054e+04	+0.655
3.500	+3.006e+03	+7.282e+03	+9.693e+03	+0.708
3.600	+3.773e+03	+7.996e+03	+9.674e+03	+0.679
3.700	+1.963e+03	+6.232e+03	+1.125e+04	+0.760
3.800	+2.933e+03	+6.942e+03	+9.965e+03	+0.703
3.900	+3.326e+03	+8.518e+03	+9.818e+03	+0.719
4.000	+3.462e+03	+7.236e+03	+9.519e+03	+0.676
4.100	+1.749e+03	+7.446e+03	+9.111e+03	+0.810
4.200	+4.158e+03	+7.192e+03	+8.567e+03	+0.634
4.300	+3.713e+03	+6.428e+03	+1.173e+04	+0.634
4.400	+2.042e+03	+7.173e+03	+1.040e+04	+0.778
4.500	+2.393e+03	+6.499e+03	+1.054e+04	+0.731
4.600	+3.032e+03	+7.320e+03	+9.833e+03	+0.707
4.700	+3.115e+03	+7.667e+03	+9.598e+03	+0.711
4.800	+2.689e+03	+7.350e+03	+9.430e+03	+0.732
4.900	+3.122e+03	+6.768e+03	+8.444e+03	+0.684
5.000	+3.499e+03	+6.200e+03	+1.096e+04	+0.639
5.100	+2.365e+03	+8.984e+03	+1.019e+04	+0.792
5.200	+3.055e+03	+7.791e+03	+9.934e+03	+0.718
5.300	+3.059e+03	+6.603e+03	+1.068e+04	+0.683
5.400	+3.304e+03	+8.580e+03	+7.875e+03	+0.722
5.500	+2.826e+03	+6.777e+03	+1.123e+04	+0.706
5.600	+2.495e+03	+6.091e+03	+9.648e+03	+0.709
5.700	+3.767e+03	+6.978e+03	+9.315e+03	+0.649
5.800	+3.017e+03	+5.362e+03	+1.062e+04	+0.640
5.900	+3.083e+03	+8.815e+03	+1.064e+04	+0.741
6.000	+2.606e+03	+6.952e+03	+8.702e+03	+0.727
6.100	+1.728e+03	+6.298e+03	+9.840e+03	+0.785
6.200	+2.942e+03	+6.127e+03	+1.060e+04	+0.676
6.300	+3.099e+03	+6.996e+03	+9.612e+03	+0.693
6.400	+6.228e+03	+4.768e+03	+9.391e+03	+0.434
6.500	+5.868e+03	+3.305e+03	+1.012e+04	+0.360
6.600	+3.175e+03	+7.278e+03	+9.833e+03	+0.696
6.700	+2.361e+03	+7.245e+03	+9.647e+03	+0.754
6.800	+2.486e+03	+7.392e+03	+9.242e+03	+0.748
6.900	+2.855e+03	+6.418e+03	+1.075e+04	+0.692
7.000	+3.451e+03	+7.394e+03	+1.015e+04	+0.682
7.100	+2.903e+03	+7.318e+03	+1.029e+04	+0.716
7.200	+2.408e+03	+6.713e+03	+1.028e+04	+0.736
7.300	+3.100e+03	+6.434e+03	+9.459e+03	+0.675
7.400	+3.877e+03	+6.776e+03	+1.138e+04	+0.636
7.500	+3.154e+03	+7.221e+03	+1.103e+04	+0.696
7.600	+2.889e+03	+7.603e+03	+9.469e+03	+0.725
7.700	+2.153e+03	+6.173e+03	+9.626e+03	+0.741
7.800	+4.060e+03	+7.362e+03	+9.741e+03	+0.645
7.900	+4.333e+03	+8.276e+03	+1.017e+04	+0.656
8.000	+1.404e+03	+7.101e+03	+1.113e+04	+0.835
8.100	+2.495e+03	+5.364e+03	+1.043e+04	+0.683
8.200	+4.223e+03	+7.290e+03	+9.062e+03	+0.633
8.300	+3.093e+03	+6.593e+03	+9.954e+03	+0.681
8.400	+2.340e+03	+7.531e+03	+9.918e+03	+0.763
