%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+2.914e+03	+7.035e+03	+8.720e+03	+0.707
0.100	+3.195e+03	+7.718e+03	+1.149e+04	+0.707
0.200	+2.521e+03	+6.713e+03	+1.013e+04	+0.727
0.300	+2.045e+03	+7.108e+03	+1.036e+04	+0.777
0.400	+4.083e+02	+6.142e+03	+8.883e+03	+0.938
0.500	+3.302e+03	+6.462e+03	+1.162e+04	+0.662
0.600	+2.478e+03	+7.304e+03	+1.028e+04	+0.747
0.700	+3.738e+03	+7.903e+03	+8.851e+03	+0.679
0.800	+3.442e+03	+5.907e+03	+1.007e+04	+0.632
0.900	+2.939e+03	+7.088e+03	+9.525e+03	+0.707
1.000	+2.464e+03	+6.268e+03	+9.912e+03	+0.718
1.100	+4.025e+03	+8.474e+03	+1.074e+04	+0.678
1.200	+3.025e+03	+7.909e+03	+9.333e+03	+0.723
1.300	+7.857e+02	+6.675e+03	+1.130e+04	+0.895
1.400	+2.074e+03	+7.014e+03	+1.081e+04	+0.772
1.500	+2.298e+03	+5.985e+03	+8.965e+03	+0.723
1.600	+3.976e+03	+7.473e+03	+9.534e+03	+0.653
1.700	+3.474e+03	+7.824e+03	+9.094e+03	+0.692
1.800	+2.419e+03	+6.511e+03	+9.875e+03	+0.729
1.900	+2.652e+03	+7.172e+03	+1.131e+04	+0.730
2.000	+3.457e+03	+6.570e+03	+9.820e+03	+0.655
2.100	+2.556e+03	+6.638e+03	+9.684e+03	+0.722
2.200	+3.840e+03	+5.532e+03	+9.182e+03	+0.590
2.300	+8.053e+03	+3.032e+03	+8.740e+03	+0.274
2.400	+7.046e+03	+2.528e+03	+1.035e+04	+0.264
2.500	+6.584e+03	+3.253e+03	+1.009e+04	+0.331
2.600	+3.920e+03	+6.300e+03	+9.678e+03	+0.616
2.700	+2.481e+03	+7.567e+03	+1.223e+04	+0.753
2.800	+2.151e+03	+7.852e+03	+9.365e+03	+0.785
2.900	+2.246e+03	+5.587e+03	+1.071e+04	+0.713
3.000	+2.061e+03	+7.650e+03	+1.069e+04	+0.788
3.100	+2.080e+03	+8.189e+03	+8.663e+03	+0.797
3.200	+4.630e+03	+5.757e+03	+9.632e+03	+0.554
3.300	+3.330e+03	+7.513e+03	+8.787e+03	+0.693
