%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+2.075e+03	+8.353e+03	+1.056e+04	+0.801
0.100	+3.116e+03	+8.790e+03	+1.041e+04	+0.738
0.200	+2.166e+03	+6.576e+03	+8.302e+03	+0.752
0.300	+2.176e+03	+7.483e+03	+9.548e+03	+0.775
0.400	+1.995e+03	+7.416e+03	+1.185e+04	+0.788
0.500	+2.630e+03	+6.486e+03	+1.024e+04	+0.711
0.600	+8.284e+03	+3.680e+03	+1.075e+04	+0.308
0.700	+6.625e+03	+2.214e+03	+9.629e+03	+0.251
0.800	+6.388e+03	+2.674e+03	+1.027e+04	+0.295
0.900	+6.239e+03	+2.622e+03	+1.009e+04	+0.296
1.000	+6.212e+03	+1.748e+03	+9.445e+03	+0.220
1.100	+7.895e+03	+3.355e+03	+8.486e+03	+0.298
1.200	+7.597e+03	+3.197e+03	+9.859e+03	+0.296
1.300	+7.435e+03	+3.408e+03	+9.066e+03	+0.314
1.400	+6.724e+03	+2.471e+03	+8.893e+03	+0.269
1.500	+5.685e+03	+3.390e+03	+1.035e+04	+0.374
1.600	+7.803e+03	+2.884e+03	+1.182e+04	+0.270
1.700	+6.047e+03	+3.232e+03	+9.585e+03	+0.348
1.800	+6.716e+03	+3.030e+03	+1.047e+04	+0.311
1.900	+7.042e+03	+2.375e+03	+9.693e+03	+0.252
2.000	+3.945e+03	+8.420e+03	+9.910e+03	+0.681
2.100	+3.013e+03	+7.030e+03	+1.084e+04	+0.700
2.200	+4.579e+03	+6.362e+03	+1.023e+04	+0.581
2.300	+3.525e+03	+7.373e+03	+9.486e+03	+0.677
2.400	+4.151e+03	+6.190e+03	+1.064e+04	+0.599
2.500	+1.876e+03	+7.833e+03	+9.380e+03	+0.807
2.600	+3.517e+03	+7.215e+03	+1.053e+04	+0.672
2.700	+2.320e+03	+6.875e+03	+9.665e+03	+0.748
2.800	+3.169e+03	+5.256e+03	+8.378e+03	+0.624
