%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+3.915e+03	+8.916e+03	+9.301e+03	+0.695
0.100	+1.987e+03	+7.533e+03	+1.042e+04	+0.791
0.200	+2.814e+03	+7.400e+03	+8.654e+03	+0.724
0.300	+4.807e+03	+5.019e+03	+1.018e+04	+0.511
0.400	+3.757e+03	+6.836e+03	+1.026e+04	+0.645
0.500	+3.951e+03	+6.043e+03	+1.042e+04	+0.605
0.600	+3.208e+03	+6.881e+03	+9.364e+03	+0.682
0.700	+5.177e+03	+7.396e+03	+1.027e+04	+0.588
0.800	+3.111e+03	+6.757e+03	+1.026e+04	+0.685
0.900	+1.991e+03	+6.965e+03	+1.107e+04	+0.778
1.000	+1.994e+03	+7.514e+03	+8.997e+03	+0.790
1.100	+3.820e+03	+6.989e+03	+1.064e+04	+0.647
1.200	+3.049e+03	+6.393e+03	+1.034e+04	+0.677
1.300	+3.660e+03	+6.611e+03	+1.049e+04	+0.644
1.400	+3.238e+03	+7.102e+03	+9.468e+03	+0.687
1.500	+4.426e+03	+6.654e+03	+9.473e+03	+0.601
1.600	+1.541e+03	+7.086e+03	+9.758e+03	+0.821
1.700	+3.521e+03	+6.597e+03	+7.955e+03	+0.652
1.800	+4.143e+03	+5.627e+03	+1.028e+04	+0.576
1.900	+3.789e+03	+7.000e+03	+1.060e+04	+0.649
2.000	+5.895e+03	+3.662e+03	+1.074e+04	+0.383
2.100	+7.506e+03	+3.816e+03	+9.988e+03	+0.337
2.200	+9.341e+03	+3.338e+03	+1.023e+04	+0.263
2.300	+6.873e+03	+2.092e+03	+9.089e+03	+0.233
2.400	+6.598e+03	+2.815e+03	+9.747e+03	+0.299
2.500	+6.683e+03	+2.566e+03	+1.008e+04	+0.277
2.600	+7.134e+03	+4.138e+03	+1.038e+04	+0.367
2.700	+6.466e+03	+3.376e+03	+9.236e+03	+0.343
2.800	+7.365e+03	+1.927e+03	+9.879e+03	+0.207
2.900	+8.648e+03	+3.878e+03	+1.072e+04	+0.310
3.000	+6.292e+03	+3.084e+03	+1.047e+04	+0.329
3.100	+5.454e+03	+2.693e+03	+1.024e+04	+0.331
3.200	+6.851e+03	+2.911e+03	+9.471e+03	+0.298
3.300	+7.689e+03	+3.392e+03	+1.019e+04	+0.306
3.400	+7.252e+03	+4.294e+03	+1.041e+04	+0.372
3.500	+7.623e+03	+2.750e+03	+9.839e+03	+0.265
3.600	+7.737e+03	+3.241e+03	+1.004e+04	+0.295
3.700	+8.952e+03	+1.938e+03	+1.092e+04	+0.178
3.800	+8.012e+03	+2.066e+03	+1.065e+04	+0.205
