%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+6.074e+03	+3.829e+03	+9.786e+03	+0.387
0.100	+6.018e+03	+3.690e+03	+9.015e+03	+0.380
0.200	+7.949e+03	+4.041e+03	+1.157e+04	+0.337
0.300	+7.289e+03	+2.284e+03	+8.806e+03	+0.239
0.400	+6.804e+03	+4.139e+03	+1.030e+04	+0.378
0.500	+6.244e+03	+2.177e+03	+8.964e+03	+0.259
0.600	+7.633e+03	+3.620e+03	+1.022e+04	+0.322
0.700	+7.421e+03	+2.291e+03	+1.055e+04	+0.236
0.800	+5.298e+03	+2.403e+03	+9.874e+03	+0.312
0.900	+6.124e+03	+4.655e+03	+1.074e+04	+0.432
1.000	+3.434e+03	+5.707e+03	+8.545e+03	+0.624
1.100	+3.003e+03	+7.238e+03	+9.773e+03	+0.707
1.200	+2.239e+03	+6.526e+03	+9.101e+03	+0.745
1.300	+2.817e+03	+7.154e+03	+9.643e+03	+0.717
1.400	+2.225e+03	+6.897e+03	+1.143e+04	+0.756
1.500	+3.300e+03	+8.129e+03	+1.034e+04	+0.711
1.600	+3.540e+03	+6.285e+03	+1.018e+04	+0.640
1.700	+2.775e+03	+6.549e+03	+1.024e+04	+0.702
1.800	+3.966e+03	+7.062e+03	+1.137e+04	+0.640
1.900	+3.478e+03	+7.043e+03	+1.057e+04	+0.669
2.000	+3.152e+03	+6.180e+03	+9.373e+03	+0.662
2.100	+2.664e+03	+6.577e+03	+9.349e+03	+0.712
2.200	+2.778e+03	+7.567e+03	+9.977e+03	+0.731
2.300	+3.272e+03	+6.915e+03	+9.076e+03	+0.679
2.400	+1.478e+03	+6.053e+03	+9.993e+03	+0.804
2.500	+3.647e+03	+7.463e+03	+8.688e+03	+0.672
2.600	+1.608e+03	+6.195e+03	+8.720e+03	+0.794
2.700	+3.118e+03	+6.052e+03	+1.203e+04	+0.660
2.800	+2.619e+03	+7.326e+03	+9.692e+03	+0.737
2.900	+2.608e+03	+6.466e+03	+9.268e+03	+0.713
3.000	+4.123e+03	+6.322e+03	+9.673e+03	+0.605
3.100	+3.837e+03	+7.215e+03	+1.015e+04	+0.653
3.200	+3.851e+03	+6.647e+03	+9.015e+03	+0.633
3.300	+4.297e+03	+7.262e+03	+8.439e+03	+0.628
3.400	+2.073e+03	+8.993e+03	+1.033e+04	+0.813
3.500	+2.732e+03	+6.794e+03	+1.015e+04	+0.713
3.600	+4.019e+03	+6.762e+03	+1.022e+04	+0.627
3.700	+2.890e+03	+8.578e+03	+1.038e+04	+0.748
3.800	+2.471e+03	+6.103e+03	+1.100e+04	+0.712
3.900	+3.340e+03	+6.952e+03	+9.544e+03	+0.675
4.000	+3.285e+03	+6.676e+03	+9.095e+03	+0.670
4.100	+5.666e+03	+5.087e+03	+1.095e+04	+0.473
4.200	+7.861e+03	+3.001e+03	+8.747e+03	+0.276
4.300	+8.026e+03	+3.852e+03	+1.016e+04	+0.324
4.400	+7.605e+03	+4.047e+03	+9.870e+03	+0.347
4.500	+3.562e+03	+6.717e+03	+1.068e+04	+0.653
4.600	+2.928e+03	+7.989e+03	+1.079e+04	+0.732
4.700	+4.442e+03	+7.290e+03	+1.025e+04	+0.621
4.800	+3.728e+03	+7.443e+03	+9.911e+03	+0.666
4.900	+2.590e+03	+7.620e+03	+8.930e+03	+0.746
5.000	+8.854e+02	+7.053e+03	+1.097e+04	+0.888
5.100	+3.280e+03	+6.578e+03	+1.035e+04	+0.667
5.200	+3.619e+03	+8.478e+03	+1.038e+04	+0.701
5.300	+3.087e+03	+6.955e+03	+1.067e+04	+0.693
5.400	+1.671e+03	+6.058e+03	+1.127e+04	+0.784
5.500	+3.965e+03	+6.936e+03	+8.739e+03	+0.636
5.600	+4.330e+03	+7.279e+03	+1.034e+04	+0.627
5.700	+1.492e+03	+6.891e+03	+9.017e+03	+0.822
5.800	+3.133e+03	+6.941e+03	+1.029e+04	+0.689
