%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+4.099e+03	+5.224e+03	+9.529e+03	+0.560
0.100	+3.256e+03	+8.072e+03	+1.090e+04	+0.713
0.200	+2.860e+03	+7.646e+03	+1.127e+04	+0.728
0.300	+3.324e+03	+6.510e+03	+9.242e+03	+0.662
0.400	+4.878e+03	+8.430e+03	+1.109e+04	+0.633
0.500	+2.963e+03	+6.939e+03	+1.016e+04	+0.701
0.600	+2.756e+03	+7.193e+03	+1.009e+04	+0.723
0.700	+4.699e+03	+7.395e+03	+9.350e+03	+0.611
0.800	+2.540e+03	+6.915e+03	+1.082e+04	+0.731
0.900	+2.347e+03	+6.834e+03	+8.608e+03	+0.744
1.000	+3.615e+03	+5.687e+03	+9.296e+03	+0.611
1.100	+5.206e+03	+5.591e+03	+1.075e+04	+0.518
1.200	+6.079e+03	+3.578e+03	+1.016e+04	+0.371
1.300	+3.763e+03	+6.563e+03	+8.945e+03	+0.636
1.400	+4.902e+03	+5.441e+03	+8.920e+03	+0.526
1.500	+6.114e+03	+2.861e+03	+9.491e+03	+0.319
1.600	+3.478e+03	+4.997e+03	+1.001e+04	+0.590
1.700	+2.676e+03	+5.871e+03	+9.875e+03	+0.687
1.800	+2.007e+03	+7.261e+03	+9.428e+03	+0.783
1.900	+1.782e+03	+7.280e+03	+1.030e+04	+0.803
2.000	+3.284e+03	+6.754e+03	+9.916e+03	+0.673
2.100	+2.013e+03	+7.236e+03	+9.648e+03	+0.782
2.200	+2.981e+03	+7.863e+03	+9.640e+03	+0.725
2.300	+2.708e+03	+8.083e+03	+9.343e+03	+0.749
2.400	+4.130e+03	+5.826e+03	+1.043e+04	+0.585
2.500	+4.604e+03	+7.617e+03	+9.708e+03	+0.623
2.600	+4.161e+03	+5.845e+03	+1.036e+04	+0.584
2.700	+3.161e+03	+7.580e+03	+1.025e+04	+0.706
2.800	+4.220e+03	+7.266e+03	+8.926e+03	+0.633
2.900	+4.848e+03	+4.498e+03	+1.013e+04	+0.481
3.000	+6.903e+03	+2.349e+03	+8.634e+03	+0.254
3.100	+5.648e+03	+2.180e+03	+9.751e+03	+0.278
3.200	+7.645e+03	+4.281e+03	+9.777e+03	+0.359
3.300	+6.321e+03	+3.005e+03	+1.132e+04	+0.322
3.400	+6.849e+03	+2.851e+03	+1.051e+04	+0.294
3.500	+7.599e+03	+3.120e+03	+1.109e+04	+0.291
3.600	+6.585e+03	+2.770e+03	+1.055e+04	+0.296
3.700	+6.029e+03	+5.171e+03	+9.527e+03	+0.462
