%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+6.640e+03	+3.509e+03	+1.195e+04	+0.346
0.100	+6.591e+03	+6.044e+02	+1.182e+04	+0.084
0.200	+6.064e+03	+2.367e+03	+1.076e+04	+0.281
0.300	+7.694e+03	+3.414e+03	+1.076e+04	+0.307
0.400	+5.667e+03	+1.889e+03	+1.116e+04	+0.250
0.500	+6.836e+03	+3.910e+03	+9.439e+03	+0.364
0.600	+4.528e+03	+6.238e+03	+9.835e+03	+0.579
0.700	+3.623e+03	+7.338e+03	+1.117e+04	+0.669
0.800	+3.191e+03	+6.792e+03	+1.094e+04	+0.680
0.900	+3.622e+03	+7.026e+03	+1.006e+04	+0.660
1.000	+2.529e+03	+7.235e+03	+9.928e+03	+0.741
1.100	+1.953e+03	+7.500e+03	+1.071e+04	+0.793
1.200	+2.219e+03	+7.030e+03	+1.019e+04	+0.760
1.300	+1.721e+03	+8.000e+03	+9.002e+03	+0.823
1.400	+1.504e+03	+7.431e+03	+9.526e+03	+0.832
1.500	+3.210e+03	+7.110e+03	+9.396e+03	+0.689
1.600	+3.624e+03	+6.961e+03	+1.022e+04	+0.658
1.700	+2.642e+03	+6.878e+03	+1.143e+04	+0.722
1.800	+3.311e+03	+6.873e+03	+1.056e+04	+0.675
1.900	+3.466e+03	+7.119e+03	+1.028e+04	+0.673
2.000	+1.504e+03	+7.636e+03	+9.933e+03	+0.835
2.100	+1.861e+03	+6.649e+03	+1.044e+04	+0.781
2.200	+2.858e+03	+6.772e+03	+9.832e+03	+0.703
2.300	+1.993e+03	+6.676e+03	+1.146e+04	+0.770
2.400	+3.865e+03	+7.713e+03	+9.774e+03	+0.666
2.500	+1.657e+03	+6.179e+03	+9.410e+03	+0.789
2.600	+3.853e+03	+8.239e+03	+9.667e+03	+0.681
2.700	+4.844e+03	+8.090e+03	+9.447e+03	+0.625
2.800	+2.233e+03	+7.187e+03	+1.098e+04	+0.763
2.900	+3.619e+03	+6.048e+03	+9.869e+03	+0.626
3.000	+2.153e+03	+6.075e+03	+1.113e+04	+0.738
3.100	+3.814e+03	+8.869e+03	+8.712e+03	+0.699
3.200	+3.149e+03	+6.363e+03	+9.592e+03	+0.669
3.300	+2.462e+03	+8.257e+03	+9.959e+03	+0.770
3.400	+2.904e+03	+7.320e+03	+9.879e+03	+0.716
3.500	+3.101e+03	+7.670e+03	+1.038e+04	+0.712
3.600	+2.965e+03	+6.833e+03	+1.013e+04	+0.697
3.700	+3.449e+03	+7.385e+03	+9.276e+03	+0.682
3.800	+3.019e+03	+6.209e+03	+1.019e+04	+0.673
