%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+3.759e+03	+7.644e+03	+1.055e+04	+0.670
0.100	+3.757e+03	+8.114e+03	+1.162e+04	+0.684
0.200	+3.782e+03	+8.113e+03	+1.130e+04	+0.682
0.300	+3.226e+03	+6.779e+03	+1.053e+04	+0.678
0.400	+4.110e+03	+6.418e+03	+1.007e+04	+0.610
0.500	+5.416e+03	+3.443e+03	+9.999e+03	+0.389
0.600	+7.581e+03	+2.704e+03	+9.055e+03	+0.263
0.700	+6.920e+03	+3.594e+03	+9.868e+03	+0.342
0.800	+7.615e+03	+3.157e+03	+1.001e+04	+0.293
0.900	+7.992e+03	+2.437e+03	+1.066e+04	+0.234
1.000	+5.513e+03	+4.160e+03	+1.029e+04	+0.430
1.100	+2.509e+03	+6.958e+03	+1.058e+04	+0.735
1.200	+3.076e+03	+6.627e+03	+8.144e+03	+0.683
1.300	+2.806e+03	+6.644e+03	+9.730e+03	+0.703
1.400	+4.201e+03	+7.409e+03	+9.993e+03	+0.638
1.500	+3.362e+03	+6.504e+03	+1.031e+04	+0.659
1.600	+2.296e+03	+7.205e+03	+8.705e+03	+0.758
1.700	+6.519e+03	+3.752e+03	+1.046e+04	+0.365
1.800	+8.478e+03	+1.966e+03	+1.018e+04	+0.188
1.900	+7.654e+03	+3.815e+03	+9.282e+03	+0.333
2.000	+7.290e+03	+3.483e+03	+9.947e+03	+0.323
2.100	+6.243e+03	+3.407e+03	+9.887e+03	+0.353
2.200	+6.811e+03	+2.947e+03	+1.070e+04	+0.302
2.300	+6.323e+03	+3.372e+03	+1.032e+04	+0.348
2.400	+7.658e+03	+2.469e+03	+9.668e+03	+0.244
2.500	+5.873e+03	+1.910e+03	+9.243e+03	+0.245
2.600	+5.648e+03	+1.250e+03	+1.046e+04	+0.181
2.700	+6.294e+03	+3.377e+03	+8.254e+03	+0.349
2.800	+5.821e+03	+2.368e+03	+8.905e+03	+0.289
2.900	+7.187e+03	+4.328e+03	+1.006e+04	+0.376
3.000	+7.647e+03	+2.641e+03	+1.080e+04	+0.257
3.100	+7.761e+03	+2.958e+03	+1.017e+04	+0.276
3.200	+5.145e+03	+3.662e+03	+9.243e+03	+0.416
3.300	+3.679e+03	+7.323e+03	+1.180e+04	+0.666
3.400	+2.426e+03	+7.945e+03	+1.079e+04	+0.766
3.500	+2.302e+03	+6.907e+03	+9.847e+03	+0.750
3.600	+3.249e+03	+6.721e+03	+9.346e+03	+0.674
3.700	+3.562e+03	+6.306e+03	+1.047e+04	+0.639
3.800	+2.149e+03	+6.636e+03	+9.406e+03	+0.755
3.900	+2.884e+03	+7.008e+03	+1.042e+04	+0.708
4.000	+3.208e+03	+7.529e+03	+9.715e+03	+0.701
4.100	+2.621e+03	+8.996e+03	+1.058e+04	+0.774
4.200	+4.041e+03	+7.694e+03	+1.040e+04	+0.656
4.300	+2.863e+03	+6.961e+03	+1.011e+04	+0.709
4.400	+5.511e+03	+4.552e+03	+9.929e+03	+0.452
4.500	+7.676e+03	+4.159e+03	+9.758e+03	+0.351
4.600	+7.111e+03	+2.982e+03	+9.781e+03	+0.295
4.700	+7.304e+03	+3.255e+03	+9.367e+03	+0.308
4.800	+6.342e+03	+3.560e+03	+1.108e+04	+0.360
4.900	+6.306e+03	+3.021e+03	+1.096e+04	+0.324
5.000	+6.407e+03	+2.093e+03	+1.031e+04	+0.246
5.100	+4.328e+03	+6.176e+03	+9.818e+03	+0.588
5.200	+2.403e+03	+7.059e+03	+8.818e+03	+0.746
5.300	+2.121e+03	+5.856e+03	+1.059e+04	+0.734
5.400	+2.243e+03	+8.025e+03	+9.284e+03	+0.782
5.500	+4.265e+03	+7.181e+03	+1.076e+04	+0.627
5.600	+3.443e+03	+5.964e+03	+8.650e+03	+0.634
5.700	+2.805e+03	+7.667e+03	+1.134e+04	+0.732
5.800	+3.169e+03	+5.855e+03	+8.920e+03	+0.649
5.900	+2.038e+03	+6.866e+03	+9.591e+03	+0.771
6.000	+3.477e+03	+6.639e+03	+9.854e+03	+0.656
6.100	+2.722e+03	+6.689e+03	+1.045e+04	+0.711
6.200	+2.672e+03	+7.048e+03	+1.032e+04	+0.725
6.300	+3.364e+03	+7.594e+03	+8.261e+03	+0.693
6.400	+3.664e+03	+5.991e+03	+9.750e+03	+0.621
6.500	+3.696e+03	+5.907e+03	+1.005e+04	+0.615
6.600	+2.018e+03	+7.539e+03	+9.782e+03	+0.789
6.700	+2.729e+03	+7.694e+03	+8.727e+03	+0.738
6.800	+3.026e+03	+7.158e+03	+1.061e+04	+0.703
6.900	+3.848e+03	+7.815e+03	+9.235e+03	+0.670
7.000	+7.235e+03	+3.158e+03	+1.034e+04	+0.304
7.100	+7.228e+03	+3.081e+03	+1.064e+04	+0.299
7.200	+7.245e+03	+3.141e+03	+9.728e+03	+0.302
7.300	+7.131e+03	+2.243e+03	+1.116e+04	+0.239
7.400	+8.041e+03	+3.018e+03	+8.909e+03	+0.273
7.500	+5.357e+03	+3.168e+03	+9.693e+03	+0.372
7.600	+6.622e+03	+2.459e+03	+1.066e+04	+0.271
7.700	+5.734e+03	+3.844e+03	+1.099e+04	+0.401
7.800	+7.633e+03	+4.264e+03	+1.016e+04	+0.358
7.900	+7.075e+03	+2.874e+03	+1.070e+04	+0.289
8.000	+9.018e+03	+1.711e+03	+9.811e+03	+0.159
8.100	+5.990e+03	+2.049e+03	+8.493e+03	+0.255
8.200	+7.581e+03	+2.978e+03	+1.010e+04	+0.282
8.300	+7.034e+03	+1.590e+03	+9.722e+03	+0.184
8.400	+6.228e+03	+3.656e+03	+8.784e+03	+0.370
8.500	+8.973e+03	+3.448e+03	+1.003e+04	+0.278
8.600	+2.986e+03	+7.276e+03	+1.063e+04	+0.709
8.700	+3.305e+03	+6.014e+03	+1.059e+04	+0.645
8.800	+5.674e+03	+4.734e+03	+9.254e+03	+0.455
8.900	+8.591e+03	+2.798e+03	+1.018e+04	+0.246
9.000	+6.952e+03	+4.289e+03	+1.015e+04	+0.382
9.100	+5.885e+03	+3.041e+03	+9.540e+03	+0.341
9.200	+8.168e+03	+2.372e+03	+1.052e+04	+0.225
9.300	+6.289e+03	+4.094e+03	+9.839e+03	+0.394
9.400	+6.455e+03	+2.997e+03	+9.820e+03	+0.317
9.500	+6.871e+03	+3.079e+03	+1.049e+04	+0.309
9.600	+5.343e+03	+6.227e+03	+9.287e+03	+0.538
9.700	+3.733e+03	+7.552e+03	+9.549e+03	+0.669
9.800	+3.280e+03	+6.630e+03	+1.018e+04	+0.669
9.900	+2.014e+03	+7.758e+03	+1.091e+04	+0.794
10.000	+4.346e+03	+6.690e+03	+8.204e+03	+0.606
10.100	+2.782e+03	+7.405e+03	+9.468e+03	+0.727
10.200	+2.731e+03	+6.362e+03	+1.030e+04	+0.700
10.300	+4.133e+03	+8.530e+03	+9.862e+03	+0.674
10.400	+1.752e+03	+7.036e+03	+1.194e+04	+0.801
10.500	+2.899e+03	+5.703e+03	+9.696e+03	+0.663
10.600	+3.680e+03	+6.949e+03	+1.082e+04	+0.654
10.700	+1.516e+03	+6.592e+03	+1.049e+04	+0.813
10.800	+3.530e+03	+5.948e+03	+9.652e+03	+0.628
10.900	+4.777e+03	+5.153e+03	+1.022e+04	+0.519
11.000	+6.056e+03	+1.718e+03	+8.912e+03	+0.221
11.100	+8.154e+03	+2.775e+03	+9.662e+03	+0.254
11.200	+2.254e+03	+5.569e+03	+1.062e+04	+0.712
11.300	+3.508e+03	+7.054e+03	+8.855e+03	+0.668
11.400	+3.590e+03	+7.812e+03	+9.481e+03	+0.685
11.500	+3.275e+03	+7.529e+03	+1.096e+04	+0.697
11.600	+4.086e+03	+7.234e+03	+1.025e+04	+0.639
11.700	+2.434e+03	+7.364e+03	+8.946e+03	+0.752
11.800	+4.050e+03	+7.446e+03	+1.050e+04	+0.648
11.900	+4.943e+03	+7.087e+03	+1.001e+04	+0.589
12.000	+2.497e+03	+7.138e+03	+1.117e+04	+0.741
12.100	+3.768e+03	+7.375e+03	+9.335e+03	+0.662
