%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+2.696e+03	+7.131e+03	+9.123e+03	+0.726
0.100	+3.499e+03	+5.830e+03	+9.925e+03	+0.625
0.200	+3.481e+03	+7.447e+03	+9.862e+03	+0.681
0.300	+3.062e+03	+6.614e+03	+9.893e+03	+0.684
0.400	+2.476e+03	+6.451e+03	+9.502e+03	+0.723
0.500	+3.329e+03	+6.203e+03	+9.938e+03	+0.651
0.600	+3.189e+03	+8.188e+03	+9.511e+03	+0.720
0.700	+3.339e+03	+6.325e+03	+9.279e+03	+0.654
0.800	+4.123e+03	+6.515e+03	+9.048e+03	+0.612
0.900	+2.777e+03	+5.897e+03	+1.012e+04	+0.680
1.000	+4.233e+03	+4.564e+03	+1.033e+04	+0.519
1.100	+7.093e+03	+1.954e+03	+9.966e+03	+0.216
1.200	+6.315e+03	+2.211e+03	+1.058e+04	+0.259
1.300	+8.090e+03	+2.954e+03	+1.011e+04	+0.267
1.400	+6.522e+03	+4.366e+03	+9.673e+03	+0.401
1.500	+5.960e+03	+3.570e+03	+8.165e+03	+0.375
1.600	+6.910e+03	+3.244e+03	+9.638e+03	+0.319
1.700	+7.373e+03	+3.294e+03	+1.093e+04	+0.309
1.800	+6.528e+03	+2.368e+03	+9.533e+03	+0.266
1.900	+8.063e+03	+2.094e+03	+1.016e+04	+0.206
2.000	+6.519e+03	+2.333e+03	+1.094e+04	+0.264
2.100	+9.207e+03	+1.947e+03	+9.290e+03	+0.175
2.200	+8.568e+03	+2.358e+03	+1.072e+04	+0.216
2.300	+7.095e+03	+4.651e+03	+1.012e+04	+0.396
2.400	+6.998e+03	+2.991e+03	+7.988e+03	+0.299
2.500	+8.212e+03	+2.837e+03	+1.063e+04	+0.257
2.600	+6.996e+03	+2.256e+03	+1.131e+04	+0.244
2.700	+7.572e+03	+2.129e+03	+7.371e+03	+0.219
2.800	+5.761e+03	+3.557e+03	+1.078e+04	+0.382
2.900	+7.427e+03	+3.595e+03	+8.656e+03	+0.326
3.000	+7.823e+03	+2.785e+03	+9.951e+03	+0.263
3.100	+7.199e+03	+2.763e+03	+8.882e+03	+0.277
3.200	+8.357e+03	+1.971e+03	+1.021e+04	+0.191
3.300	+8.183e+03	+2.799e+03	+9.243e+03	+0.255
3.400	+5.269e+03	+4.608e+03	+1.084e+04	+0.467
3.500	+1.584e+03	+6.010e+03	+9.154e+03	+0.791
3.600	+3.990e+03	+5.940e+03	+1.063e+04	+0.598
3.700	+4.116e+03	+7.509e+03	+1.082e+04	+0.646
3.800	+9.656e+02	+5.659e+03	+9.897e+03	+0.854
3.900	+3.028e+03	+7.660e+03	+9.343e+03	+0.717
4.000	+2.312e+03	+6.525e+03	+9.650e+03	+0.738
4.100	+2.019e+03	+6.932e+03	+1.011e+04	+0.774
4.200	+3.044e+03	+7.092e+03	+1.037e+04	+0.700
4.300	+2.286e+03	+6.287e+03	+1.028e+04	+0.733
4.400	+3.251e+03	+7.234e+03	+1.058e+04	+0.690
4.500	+2.825e+03	+6.106e+03	+1.029e+04	+0.684
4.600	+3.951e+02	+8.523e+03	+1.038e+04	+0.956
4.700	+3.035e+03	+6.840e+03	+9.763e+03	+0.693
4.800	+1.492e+03	+7.532e+03	+9.320e+03	+0.835
4.900	+4.326e+03	+6.178e+03	+9.661e+03	+0.588
5.000	+6.889e+03	+3.976e+03	+1.164e+04	+0.366
5.100	+8.118e+03	+4.255e+03	+1.049e+04	+0.344
5.200	+5.681e+03	+2.926e+03	+9.038e+03	+0.340
5.300	+7.601e+03	+3.483e+03	+1.066e+04	+0.314
5.400	+7.438e+03	+2.503e+03	+1.070e+04	+0.252
5.500	+6.210e+03	+3.204e+03	+1.109e+04	+0.340
5.600	+7.527e+03	+3.748e+03	+1.084e+04	+0.332
5.700	+7.653e+03	+1.717e+03	+1.087e+04	+0.183
5.800	+6.195e+03	+2.619e+03	+1.003e+04	+0.297
5.900	+7.043e+03	+3.859e+03	+1.067e+04	+0.354
6.000	+5.879e+03	+4.147e+03	+9.656e+03	+0.414
6.100	+6.678e+03	+3.768e+03	+9.501e+03	+0.361
6.200	+7.051e+03	+2.648e+03	+9.415e+03	+0.273
6.300	+7.308e+03	+3.552e+03	+1.069e+04	+0.327
6.400	+7.221e+03	+3.813e+03	+1.225e+04	+0.346
6.500	+5.656e+03	+2.630e+03	+9.423e+03	+0.317
6.600	+3.160e+03	+8.175e+03	+8.860e+03	+0.721
6.700	+2.700e+03	+5.560e+03	+9.913e+03	+0.673
6.800	+2.787e+03	+6.756e+03	+9.916e+03	+0.708
6.900	+3.526e+03	+6.224e+03	+8.982e+03	+0.638
7.000	+2.957e+03	+7.159e+03	+9.545e+03	+0.708
7.100	+1.779e+03	+6.481e+03	+9.800e+03	+0.785
7.200	+6.044e+03	+4.168e+03	+9.006e+03	+0.408
7.300	+6.194e+03	+2.685e+03	+1.086e+04	+0.302
7.400	+6.889e+03	+3.456e+03	+1.031e+04	+0.334
7.500	+8.244e+03	+3.510e+03	+8.429e+03	+0.299
7.600	+5.376e+03	+3.227e+03	+1.029e+04	+0.375
