%t (s)	Idd (a.u.)	Ida (a.u.)	Iaa (a.u.)	FRET E
0.000	+3.610e+03	+5.831e+03	+1.083e+04	+0.618
0.100	+2.601e+03	+7.395e+03	+1.005e+04	+0.740
0.200	+2.847e+03	+7.212e+03	+1.011e+04	+0.717
0.300	+1.837e+03	+6.562e+03	+9.933e+03	+0.781
0.400	+3.239e+03	+7.718e+03	+9.439e+03	+0.704
0.500	+1.507e+03	+6.511e+03	+1.104e+04	+0.812
0.600	+3.841e+03	+6.307e+03	+1.082e+04	+0.622
0.700	+3.544e+03	+7.471e+03	+1.010e+04	+0.678
0.800	+3.860e+03	+7.490e+03	+1.031e+04	+0.660
0.900	+1.574e+03	+8.044e+03	+1.092e+04	+0.836
1.000	+4.236e+03	+7.083e+03	+8.873e+03	+0.626
1.100	+2.835e+03	+6.276e+03	+1.069e+04	+0.689
1.200	+3.653e+03	+6.353e+03	+9.846e+03	+0.635
1.300	+2.147e+03	+7.832e+03	+1.167e+04	+0.785
1.400	+1.925e+03	+7.195e+03	+9.093e+03	+0.789
1.500	+3.969e+03	+6.065e+03	+1.056e+04	+0.604
1.600	+2.229e+03	+7.346e+03	+9.793e+03	+0.767
1.700	+3.238e+03	+7.144e+03	+1.092e+04	+0.688
1.800	+4.091e+03	+5.381e+03	+9.998e+03	+0.568
1.900	+4.048e+03	+7.309e+03	+9.222e+03	+0.644
2.000	+3.845e+03	+7.138e+03	+1.018e+04	+0.650
2.100	+3.284e+03	+7.780e+03	+9.047e+03	+0.703
2.200	+2.056e+03	+6.844e+03	+9.348e+03	+0.769
2.300	+3.888e+03	+6.985e+03	+1.040e+04	+0.642
2.400	+2.900e+03	+6.304e+03	+1.000e+04	+0.685
2.500	+2.967e+03	+7.299e+03	+9.517e+03	+0.711
2.600	+1.454e+03	+7.060e+03	+9.147e+03	+0.829
2.700	+3.307e+03	+6.514e+03	+1.005e+04	+0.663
2.800	+3.232e+03	+6.621e+03	+8.599e+03	+0.672
2.900	+4.736e+03	+7.220e+03	+1.049e+04	+0.604
3.000	+2.885e+03	+8.055e+03	+9.905e+03	+0.736
3.100	+2.533e+03	+7.129e+03	+9.208e+03	+0.738
3.200	+3.899e+03	+7.700e+03	+8.392e+03	+0.664
3.300	+2.761e+03	+6.508e+03	+9.782e+03	+0.702
3.400	+2.471e+03	+7.304e+03	+1.018e+04	+0.747
3.500	+4.110e+03	+7.133e+03	+9.445e+03	+0.634
3.600	+3.538e+03	+5.826e+03	+9.990e+03	+0.622
3.700	+2.911e+03	+6.005e+03	+9.785e+03	+0.674
3.800	+2.460e+03	+7.110e+03	+9.165e+03	+0.743
3.900	+2.788e+03	+6.370e+03	+1.074e+04	+0.696
